Drug,Protein
DB00495,Q72547
DB00495,O14746
DB00499,P10275
DB00499,P35869
DB00499,O75469
DB00500,P35354
DB00500,P23219
DB00501,P25021
DB00502,P28335
DB00502,P14416
DB00502,P28223
DB00502,P35462
DB00502,Q99705
DB00502,Q05940
DB00502,Q99720
DB00502,P35367
DB00502,P20309
DB00502,P35348
DB00502,P08913
DB00502,P18089
DB00502,P18825
DB00502,P08908
DB00502,P50406
DB00502,P34969
DB00502,Q13224
DB00502,P21728
DB00503,Q72874
DB00503,O75469
DB00507,P94692
DB00508,P14416
DB00508,P21728
DB00508,P41595
DB00508,P11229
DB00508,P08172
DB00513,P00747
DB00513,P00750
DB00513,P08519
DB00514,Q99720
DB00514,Q8TCU5
DB00514,Q15822
DB00514,P31645
DB00514,O00264
DB00514,P32297
DB00514,P43681
DB00514,P30926
DB00514,P17787
DB00514,P36544
DB00514,P35372
DB00514,P41143
DB00514,P41145
DB00514,P04839
DB00514,P13498
DB00514,P14598
DB00514,P19878
DB00514,Q15080
DB00514,P63000
DB00514,P15153
DB00514,P23975
DB00518,F1L7U3
DB00518,Q71U36
DB00518,P68371
DB00518,P83223
DB00519,P12821
DB00521,P07550
DB00521,P08588
DB00523,P10276
DB00523,P19793
DB00523,P10826
DB00523,P28702
DB00523,P13631
DB00523,P48443
DB00523,P17936
DB00523,Q15238
DB00523,Q6V0L0
DB00524,P55017
DB00527,Q14524
DB00527,Q9Y5Y9
DB00527,P0DP23
DB00529,P04293
DB00529,P08546
DB00532,Q14524
DB00532,O75469
DB00535,P08149
DB00535,Q60FT7
DB00535,P05164
DB00537,P43702
DB00537,P43700
DB00537,P11388
DB00537,Q12809
DB00537,P0AES4
DB00537,P0C1U9
DB00537,Q59192
DB00537,P05653
DB00537,C3T8E2
DB00537,B4YQT9
DB00537,P20831
DB00539,P03372
DB00539,P04278
DB00540,P23975
DB00540,P31645
DB00540,P28223
DB00540,P08908
DB00540,P35367
DB00540,P35348
DB00540,P25100
DB00540,P28335
DB00540,P35368
DB00540,P08913
DB00540,P18089
DB00540,P18825
DB00540,P08588
DB00540,P07550
DB00540,P13945
DB00540,P14416
DB00540,O00264
DB00540,Q99720
DB00540,P08909
DB00540,P11229
DB00540,P08172
DB00540,P20309
DB00540,P08173
DB00540,P08912
DB00541,P07437
DB00541,P68366
DB00542,P12821
DB00543,P31645
DB00543,P23975
DB00543,P14416
DB00543,P21728
DB00543,P08913
DB00543,P35348
DB00543,P11229
DB00543,P14867
DB00543,P28223
DB00543,P28335
DB00543,P50406
DB00543,P34969
DB00543,P35462
DB00543,P21917
DB00543,P35367
DB00543,P35348
DB00543,P35368
DB00543,P25100
DB00543,P11229
DB00543,P08172
DB00543,P20309
DB00543,P08173
DB00543,P08912
DB00543,P41595
DB00543,P46098
DB00543,P08908
DB00543,P28222
DB00543,P08913
DB00543,P18089
DB00543,P18825
DB00543,Q9H3N8
DB00543,P14867
DB00543,P47869
DB00543,P34903
DB00543,P48169
DB00543,P31644
DB00543,Q16445
DB00543,P18505
DB00543,P47870
DB00543,P28472
DB00543,O14764
DB00543,P78334
DB00543,Q8N1C3
DB00543,P18507
DB00543,Q99928
DB00543,O00591
DB00543,Q9UN88
DB00543,Q01959
DB00544,P04818
DB00545,P06276
DB00545,P22303
DB00547,P04150
DB00548,P66010
DB00548,P51857
DB00548,P31213
DB00548,P14679
DB00548,P00582
DB00549,Q9Y271
DB00550,P07202
DB00552,P00813
DB00554,P35354
DB00554,P23219
DB00555,Q15878
DB00555,P35498
DB00555,Q9Y5Y9
DB00555,Q9UI33
DB00555,Q99250
DB00555,Q9NY46
DB00555,P35499
DB00555,Q14524
DB00555,Q01118
DB00555,Q9UQD0
DB00555,Q15858
DB00555,P30542
DB00555,P29274
DB00555,P35348
DB00555,P08913
DB00555,P08588
DB00555,P21728
DB00555,P21918
DB00555,P14416
DB00555,P14867
DB00555,P47869
DB00555,P34903
DB00555,P48169
DB00555,P31644
DB00555,Q16445
DB00555,P18505
DB00555,P47870
DB00555,P28472
DB00555,O14764
DB00555,P78334
DB00555,Q8N1C3
DB00555,P18507
DB00555,Q99928
DB00555,O00591
DB00555,Q9UN88
DB00555,P14867
DB00555,P47869
DB00555,P34903
DB00555,P31644
DB00555,Q8N1C3
DB00555,P18507
DB00555,Q99928
DB00555,P35367
DB00555,P41145
DB00555,P02708
DB00555,P28223
DB00555,P46098
DB00555,P42261
DB00557,P35367
DB00557,Q12809
DB00559,P24530
DB00559,P25101
DB00560,P0A7X3
DB00560,P0A7S3
DB00560,P0A7S9
DB00560,P0AG59
DB00560,P0A7U3
DB00562,P55017
DB00562,P00915
DB00562,Q8N1Q1
DB00562,Q9ULX7
DB00562,P00918
DB00562,P07451
DB00562,P22748
DB00562,P35218
DB00562,Q9Y2D0
DB00562,P23280
DB00562,P43166
DB00562,Q16790
DB00562,P00915
DB00562,P00918
DB00562,P22748
DB00562,Q16790
DB00562,O43570
DB00563,P04818
DB00563,P31939
DB00563,P00374
DB00564,P35498
DB00564,Q9Y5Y9
DB00564,Q9UI33
DB00564,Q99250
DB00564,Q9NY46
DB00564,P35499
DB00564,Q14524
DB00564,Q01118
DB00564,Q9UQD0
DB00564,Q15858
DB00564,P43681
DB00564,O75469
DB00567,Q75Y35
DB00567,Q8DNB6
DB00567,Q7CRA4
DB00567,P0A3M6
DB00567,Q8DR59
DB00571,P08588
DB00571,P07550
DB00571,P13945
DB00571,P08908
DB00571,P28222
DB00573,P35354
DB00573,Q07869
DB00573,P37231
DB00573,P23219
DB00575,P18089
DB00575,P18825
DB00575,P08913
DB00575,P35348
DB00575,P35368
DB00575,P25100
DB00576,P0AC13
DB00577,Q9QNF7
DB00577,P04293
DB00579,P23975
DB00579,Q01959
DB00579,P31645
DB00579,Q05940
DB00581,P06864
DB00582,P10613
DB00583,P47989
DB00583,P23141
DB00583,P05164
DB00583,P50416
DB00583,Q9H015
DB00583,O76082
DB00583,P43155
DB00583,Q8N8R3
DB00583,O43772
DB00583,Q9UKG9
DB00583,P23786
DB00584,P12821
DB00585,P25021
DB00586,P35354
DB00586,P23219
DB00588,P04150
DB00588,P06401
DB00588,P47712
DB00588,P08235
DB00590,P35348
DB00590,P25100
DB00590,Q12809
DB00590,Q9H252
DB00590,Q9NS40
DB00590,P35368
DB00591,P04150
DB00591,P04083
DB00591,P07355
DB00591,P12429
DB00591,P09525
DB00591,P08758
DB00591,P04054
DB00593,O43497
DB00594,P37088
DB00594,P51168
DB00594,P51170
DB00594,P51172
DB00594,P19801
DB00594,Q16515
DB00594,P78348
DB00594,P19634
DB00594,P00749
DB00596,P04150
DB00598,P08588
DB00598,P07550
DB00598,P35348
DB00598,P35368
DB00598,P25100
DB00599,P14867
DB00599,P47869
DB00599,P34903
DB00599,P48169
DB00599,P31644
DB00599,Q16445
DB00599,P43681
DB00599,P36544
DB00599,P42262
DB00599,Q13002
DB00599,O00519
DB00599,P20309
DB00603,P06401
DB00603,P03372
DB00603,P08183
DB00603,P14867
DB00603,P47869
DB00603,P34903
DB00603,P48169
DB00603,P31644
DB00603,Q16445
DB00603,P18505
DB00603,P47870
DB00603,P28472
DB00603,O14764
DB00603,P78334
DB00603,Q8N1C3
DB00603,P18507
DB00603,Q99928
DB00603,O00591
DB00603,Q9UN88
DB00605,P35354
DB00605,P23219
DB00605,P15121
DB00605,P27361
DB00605,Q03181
DB00605,Q9Y5Y4
DB00605,O60218
DB00606,P54710
DB00606,P00915
DB00606,Q8N1Q1
DB00606,Q9ULX7
DB00606,P00918
DB00606,P07451
DB00606,P22748
DB00606,P35218
DB00606,Q9Y2D0
DB00606,P23280
DB00606,P43166
DB00606,Q16790
DB00606,P00915
DB00606,P00918
DB00606,Q6FHJ7
DB00607,Q7CRA4
DB00607,P0A3M6
DB00607,Q8DNB6
DB00607,Q75Y35
DB00607,Q8DR59
DB00608,P09210
DB00608,P01375
DB00608,Q9NR96
DB00608,Q8ILQ7
DB00608,P09429
DB00608,P09488
DB00608,Q9BYF1
DB00609,P9WGR1
DB00609,P9WIE5
DB00610,P35348
DB00612,P08588
DB00612,P07550
DB00615,P0A7Z4
DB00615,P0A8V2
DB00615,P0A8T7
DB00615,P07900
DB00615,P14625
DB00618,P30518
DB00619,P11274
DB00619,P10721
DB00619,P07949
DB00619,P04629
DB00619,P07333
DB00619,P16234
DB00619,Q08345
DB00619,P00519
DB00619,P09619
DB00619,Q16832
DB00621,P10275
DB00622,Q13936
DB00622,Q08289
DB00622,P54289
DB00622,Q01668
DB00622,P54750
DB00622,Q01064
DB00622,P35348
DB00622,P35368
DB00622,P25100
DB00622,P11229
DB00622,P08172
DB00622,P20309
DB00622,P08173
DB00622,P08912
DB00622,P0DP23
DB00622,Q06432
DB00622,Q9Y698
DB00622,O60359
DB00622,Q9UBN1
DB00622,Q9UF02
DB00622,Q9BXT2
DB00622,P62955
DB00622,Q8WXS5
DB00622,P54289
DB00622,Q9NY47
DB00622,Q8IZS8
DB00622,Q7Z3S7
DB00622,Q13936
DB00622,Q01668
DB00622,O60840
DB00622,Q13698
DB00622,Q02641
DB00622,Q08289
DB00622,P54284
DB00622,O00305
DB00622,Q00975
DB00622,O00555
DB00622,Q15878
DB00622,O43497
DB00622,O95180
DB00622,Q9P0X4
DB00622,O43497
DB00622,O95180
DB00622,Q9P0X4
DB00623,P14416
DB00623,P21728
DB00623,P0DP23
DB00623,P10275
DB00623,P28223
DB00623,P28335
DB00624,P10275
DB00624,P03372
DB00624,P08235
DB00625,Q72547
DB00626,P14735
DB00626,P01023
DB00629,P08913
DB00629,P18089
DB00630,P14324
DB00630,P29074
DB00630,Q13332
DB00630,P23469
DB00630,P38606
DB00633,P08913
DB00634,P0AC13
DB00634,P0C002
DB00634,P53848
DB00635,P04150
DB00636,Q07869
DB00641,P04035
DB00641,P20701
DB00641,Q92769
DB00643,Q71U36
DB00643,P68371
DB00644,P30968
DB00644,Q96P88
DB00645,Q9Y5Y9
DB00648,P15538
DB00648,P03372
DB00648,P06401
DB00648,P10275
DB00648,P10109
DB00649,Q72547
DB00651,Q07343
DB00651,P27815
DB00651,Q08493
DB00651,Q08499
DB00651,P30542
DB00651,P29274
DB00652,Q99720
DB00652,P35372
DB00652,P41145
DB00653,Q13936
DB00653,Q01668
DB00653,O60840
DB00653,Q13698
DB00653,Q02641
DB00653,Q08289
DB00653,P54284
DB00653,O00305
DB00653,O00555
DB00654,P43088
DB00655,P03372
DB00655,Q92731
DB00655,P10275
DB00655,P11511
DB00655,P04278
DB00656,P28223
DB00656,P28335
DB00656,P31645
DB00656,P08908
DB00656,P35367
DB00656,P35348
DB00656,P08913
DB00656,P08909
DB00657,Q15822
DB00657,P36544
DB00657,P43681
DB00657,P17787
DB00661,Q13936
DB00661,Q00975
DB00661,O00555
DB00661,Q14654
DB00661,O43497
DB00661,O95180
DB00661,Q12809
DB00661,P31645
DB00661,P35348
DB00661,P35368
DB00661,P25100
DB00661,Q06432
DB00661,Q9Y698
DB00661,O60359
DB00661,Q9UBN1
DB00661,Q9UF02
DB00661,Q9BXT2
DB00661,P62955
DB00661,Q8WXS5
DB00661,P54289
DB00661,Q9NY47
DB00661,Q8IZS8
DB00661,Q7Z3S7
DB00661,Q13936
DB00661,Q01668
DB00661,O60840
DB00661,Q13698
DB00661,Q02641
DB00661,Q08289
DB00661,P54284
DB00661,O00305
DB00661,Q00975
DB00661,O00555
DB00661,Q15878
DB00661,O43497
DB00661,O95180
DB00661,Q9P0X4
DB00661,P08183
DB00665,P10275
DB00666,P30968
DB00666,Q96P88
DB00669,P08908
DB00669,P28221
DB00669,P28222
DB00669,P30939
DB00671,P44469
DB00671,P0AEB2
DB00671,P24228
DB00671,P08506
DB00671,P02918
DB00671,P02919
DB00671,P0AD65
DB00671,P0AD68
DB00672,Q09428
DB00674,P22303
DB00674,P36544
DB00674,A9X444
DB00674,P06276
DB00675,P03372
DB00675,Q92731
DB00675,P17252
DB00675,P05771
DB00675,Q05655
DB00675,Q02156
DB00675,P05129
DB00675,P41743
DB00675,Q04759
DB00675,Q05513
DB00675,P04278
DB00675,Q15125
DB00675,P10275
DB00675,Q12809
DB00675,O75469
DB00675,P62508
DB00675,P45983
DB00677,P22303
DB00677,P06276
DB00677,P02787
DB00678,P30556
DB00679,P14416
DB00679,P21728
DB00679,P35348
DB00679,P35368
DB00679,P28223
DB00679,Q12809
DB00680,Q14524
DB00682,Q9BQB6
DB00682,O75469
DB00685,P43700
DB00685,P43702
DB00685,P11388
DB00686,P09038
DB00686,P05230
DB00686,P08620
DB00687,P08235
DB00687,P04150
DB00688,P20839
DB00688,P12268
DB00688,Q03393
DB00691,P12821
DB00692,P35348
DB00692,P35368
DB00692,P25100
DB00692,P08913
DB00692,P18089
DB00692,P18825
DB00692,Q14654
DB00694,P11388
DB00694,Q02880
DB00695,Q13621
DB00695,P00918
DB00695,Q9HC97
DB00697,Q9Y2I1
DB00697,P35348
DB00697,P35368
DB00697,P25100
DB00697,P08913
DB00697,P18089
DB00697,P18825
DB00698,P52647
DB00698,P17117
DB00698,P0A7R5
DB00700,P08235
DB00701,Q72874
DB00703,P00915
DB00703,P22748
DB00703,P00918
DB00703,P43166
DB00703,P07451
DB00704,P35372
DB00704,P41145
DB00704,P41143
DB00704,Q99720
DB00705,Q72547
DB00706,P35348
DB00706,P25100
DB00706,P35368
DB00708,P35372
DB00708,P41143
DB00708,P41145
DB00709,Q72547
DB00709,Q05486
DB00712,P35354
DB00712,P23219
DB00715,P31645
DB00715,P23975
DB00715,P28223
DB00715,P35348
DB00715,P35368
DB00715,P25100
DB00715,P08913
DB00715,P18089
DB00715,P18825
DB00715,P08588
DB00715,P07550
DB00715,P13945
DB00715,P14416
DB00715,P35367
DB00715,P08908
DB00715,P28222
DB00715,P28221
DB00715,P28566
DB00715,P30939
DB00715,P28223
DB00715,P41595
DB00715,P28335
DB00715,P46098
DB00715,O95264
DB00715,Q8WXA8
DB00715,Q70Z44
DB00715,A5X5Y0
DB00715,Q13639
DB00715,P50406
DB00715,P34969
DB00715,P11229
DB00715,P08172
DB00715,P20309
DB00715,P08173
DB00715,P08912
DB00715,P41595
DB00715,P21728
DB00715,P21918
DB00716,Q9Y271
DB00716,Q9NS75
DB00716,P21462
DB00716,Q13258
DB00716,P07900
DB00717,P06401
DB00717,P10275
DB00717,P04150
DB00718,P24024
DB00719,P35367
DB00721,Q9Y5Y9
DB00721,Q8TCU5
DB00721,P46098
DB00721,Q01959
DB00721,Q15822
DB00721,Q12791
DB00721,Q16558
DB00721,Q9Y691
DB00721,Q9NPA1
DB00721,Q86W47
DB00721,O15554
DB00721,Q92952
DB00721,Q9H2S1
DB00721,Q9UGI6
DB00721,P47712
DB00721,Q86U10
DB00721,P21397
DB00721,P27338
DB00721,P26358
DB00721,Q9Y6K1
DB00722,P12821
DB00722,P00797
DB00724,Q9NYK1
DB00724,Q9NR97
DB00726,P31645
DB00726,P23975
DB00726,Q01959
DB00726,P28223
DB00726,P08908
DB00726,P35348
DB00726,P35368
DB00726,P14416
DB00726,P18089
DB00726,P35367
DB00726,P28335
DB00726,P46098
DB00726,P28221
DB00726,P08913
DB00726,P21728
DB00726,P21918
DB00726,P08588
DB00726,P07550
DB00726,P13945
DB00726,P11229
DB00726,P08172
DB00726,P20309
DB00726,P08173
DB00726,P08912
DB00726,P08909
DB00727,P16066
DB00730,P00363
DB00731,Q09428
DB00731,P37231
DB00734,P28223
DB00734,P14416
DB00734,P35368
DB00734,P18089
DB00734,P35348
DB00734,P18825
DB00734,P35367
DB00734,P28335
DB00734,P28221
DB00734,P08908
DB00734,P34969
DB00734,P21728
DB00735,Q14534
DB00736,P20648
DB00736,O94760
DB00737,P35367
DB00737,Q14994
DB00738,O14717
DB00740,Q14524
DB00740,Q9UPY5
DB00744,P09917
DB00745,Q01959
DB00745,P35368
DB00747,P11229
DB00747,P08172
DB00747,P20309
DB00747,P08173
DB00747,P08912
DB00747,P43681
DB00747,P17787
DB00747,P14410
DB00748,P35367
DB00749,P35354
DB00749,P23219
DB00749,P19793
DB00750,Q14524
DB00752,P27338
DB00752,P21397
DB00753,P14867
DB00753,P98194
DB00753,P23415
DB00753,P42261
DB00753,Q09470
DB00753,P14867
DB00753,P47869
DB00753,P34903
DB00753,P48169
DB00753,P31644
DB00753,Q16445
DB00753,P18505
DB00753,P47870
DB00753,P28472
DB00753,O14764
DB00753,P78334
DB00753,Q8N1C3
DB00753,P18507
DB00753,Q99928
DB00753,O00591
DB00753,Q9UN88
DB00753,P30049
DB00753,P0DP23
DB00753,P43681
DB00753,P17787
DB00754,Q14524
DB00754,O75469
DB00756,P06149
DB00756,O14521
DB00756,P00367
DB00756,P03372
DB00757,P46098
DB00760,P24228
DB00762,Q969P6
DB00762,P11387
DB00763,P07202
DB00764,P04150
DB00764,P06401
DB00765,P07101
DB00767,P35367
DB00767,P08173
DB00767,P11229
DB00767,P08912
DB00767,P08172
DB00767,P20309
DB00768,P35367
DB00768,P25021
DB00768,Q9Y5N1
DB00768,P23297
DB00768,P80511
DB00768,P04271
DB00768,Q99584
DB00768,P29034
DB00770,P34995
DB00770,P43116
DB00770,P43115
DB00770,P35408
DB00770,Q9Y5Y4
DB00771,P11229
DB00772,P06276
DB00773,P11388
DB00773,Q02880
DB00774,Q13621
DB00774,P43166
DB00774,Q16790
DB00774,P05023
DB00774,Q12791
DB00774,P00915
DB00774,P00918
DB00774,P22748
DB00774,O43570
DB00775,P08514
DB00775,P05106
DB00776,P35498
DB00776,Q9Y5Y9
DB00776,Q9UI33
DB00776,Q99250
DB00776,Q9NY46
DB00776,P35499
DB00776,Q14524
DB00776,Q01118
DB00776,Q9UQD0
DB00776,Q15858
DB00776,Q07699
DB00776,O60939
DB00776,Q9NY72
DB00776,Q8IWT1
DB00777,P35367
DB00777,P11229
DB00777,P08172
DB00777,P20309
DB00777,P08173
DB00777,P08912
DB00777,P35348
DB00777,P14416
DB00777,P28223
DB00777,P28335
DB00780,P21397
DB00780,P27338
DB00780,Q16853
DB00780,P80404
DB00780,P24298
DB00780,Q8TD30
DB00780,Q9UGI5
DB00782,P11229
DB00783,P03372
DB00783,Q92731
DB00783,O75469
DB00783,P43681
DB00783,Q99527
DB00783,P00846
DB00783,Q14457
DB00784,P35354
DB00784,P23219
DB00788,P23219
DB00788,P35354
DB00788,Q51911
DB00790,P12821
DB00790,Q6FHJ7
DB00792,P35367
DB00794,P47869
DB00794,P34903
DB00794,P48169
DB00794,P31644
DB00794,Q16445
DB00794,P14867
DB00794,P47869
DB00794,P34903
DB00794,P48169
DB00794,P31644
DB00794,Q16445
DB00794,P18505
DB00794,P47870
DB00794,P28472
DB00794,O14764
DB00794,P78334
DB00794,Q8N1C3
DB00794,P18507
DB00794,Q99928
DB00794,O00591
DB00794,Q9UN88
DB00794,P14867
DB00794,P43681
DB00794,P36544
DB00794,P42262
DB00794,Q13002
DB00795,P09917
DB00795,P35354
DB00795,P23219
DB00795,P24752
DB00795,P04054
DB00795,Q9UPY5
DB00795,P19838
DB00795,Q00653
DB00795,O14920
DB00795,O15111
DB00795,P37231
DB00796,P30556
DB00797,P35348
DB00797,P08913
DB00797,P35367
DB00797,P25021
DB00797,P18825
DB00797,P18089
DB00798,P0A7S3
DB00798,P08164
DB00798,P00374
DB00799,P10276
DB00799,P28702
DB00799,P13631
DB00799,P10826
DB00800,P21918
DB00800,P21728
DB00800,P35368
DB00800,P25100
DB00800,P35348
DB00800,P18089
DB00800,P18825
DB00800,P08913
DB00804,P11229
DB00804,P20309
DB00804,P08172
DB00806,P29274
DB00806,P30542
DB00806,P21589
DB00808,P55017
DB00809,P08173
DB00809,P11229
DB00809,P08172
DB00809,P20309
DB00810,P11229
DB00811,P20839
DB00811,P26676
DB00811,P12823
DB00811,P12268
DB00811,P16502
DB00814,P35354
DB00814,P23219
DB00816,P07550
DB00818,P47870
DB00818,P28472
DB00818,P14867
DB00818,P47869
DB00818,P34903
DB00818,P48169
DB00818,P31644
DB00818,Q16445
DB00818,P18505
DB00818,P47870
DB00818,P28472
DB00818,O14764
DB00818,P78334
DB00818,Q8N1C3
DB00818,P18507
DB00818,Q99928
DB00818,O00591
DB00818,Q9UN88
DB00818,P35499
DB00818,Q99250
DB00819,P00915
DB00819,P00918
DB00819,P22748
DB00819,O43570
DB00819,Q9ULX7
DB00819,P07451
DB00819,P43166
DB00819,P29972
DB00820,O76074
DB00820,Q9HCR9
DB00820,P18545
DB00822,P09172
DB00822,P05091
DB00825,Q7Z2W7
DB00825,O75762
DB00825,Q8NET8
DB00825,Q13936
DB00825,Q01668
DB00825,O60840
DB00825,Q13698
DB00825,Q02641
DB00825,Q08289
DB00825,P54284
DB00825,O00305
DB00825,O00555
DB00825,P41145
DB00827,P43700
DB00828,P0A749
DB00831,P14416
DB00831,Q9NYX4
DB00831,P35348
DB00831,P0DP23
DB00831,P63316
DB00831,P26447
DB00833,Q75Y35
DB00833,Q8XJ01
DB00834,P06401
DB00834,P04150
DB00834,P07288
DB00834,O75469
DB00835,P35367
DB00835,P11229
DB00835,P08172
DB00835,P20309
DB00835,P08173
DB00835,P08912
DB00836,P35372
DB00836,P41143
DB00836,P41145
DB00836,P0DP23
DB00836,P01189
DB00836,O00555
DB00836,Q12809
DB00838,P04150
DB00839,Q09428
DB00839,Q14654
DB00841,P35348
DB00841,P35368
DB00841,P25100
DB00841,P08588
DB00841,P07550
DB00841,P03372
DB00843,P22303
DB00843,P28223
DB00843,P06276
DB00843,P29475
DB00843,P98066
DB00843,P01584
DB00843,Q00653
DB00843,P19838
DB00843,Q05586
DB00843,Q12879
DB00843,Q13224
DB00843,Q14957
DB00843,O15399
DB00843,Q8TCU5
DB00843,O60391
DB00844,P41145
DB00844,P35372
DB00844,P41143
DB00845,P37231
DB00845,P22001
DB00846,P04150
DB00847,P49146
DB00848,P32297
DB00848,P10696
DB00848,Q23022
DB00848,Q9N587
DB00848,Q27218
DB00848,P48181
DB00849,P47869
DB00849,P34903
DB00849,P48169
DB00849,P31644
DB00849,Q16445
DB00849,P14867
DB00849,P43681
DB00849,P36544
DB00849,P42262
DB00849,Q13002
DB00849,O75469
DB00850,P14416
DB00850,P21728
DB00850,P0DP23
DB00851,Q14181
DB00851,P52209
DB00852,P23975
DB00852,Q01959
DB00852,P35348
DB00852,P08913
DB00852,P31645
DB00852,P07550
DB00852,P08588
DB00852,O95644
DB00852,P01375
DB00852,P19838
DB00852,P18846
DB00852,P15336
DB00852,P18847
DB00852,P18848
DB00852,Q9Y2D1
DB00852,P18850
DB00852,P17544
DB00852,Q8WYK2
DB00852,P01100
DB00852,P05412
DB00852,P60568
DB00857,Q92206
DB00857,Q14534
DB00860,P04150
DB00861,P35354
DB00861,P23219
DB00864,P62942
DB00868,Q14524
DB00869,P00918
DB00869,P22748
DB00869,P00915
DB00869,P07451
DB00871,P07550
DB00871,P13945
DB00871,P08588
DB00876,P30556
DB00880,P55017
DB00880,P00915
DB00880,P00918
DB00881,P12821
DB00882,P03372
DB00882,P04278
DB00883,P16066
DB00884,P14324
DB00887,Q13621
DB00887,P55011
DB00887,Q9UP95
DB00887,Q9H2X9
DB00887,P13569
DB00894,P11511
DB00896,P04150
DB00899,P35372
DB00899,P41143
DB00899,P41145
DB00900,Q72547
DB00900,P00491
DB00902,P35367
DB00903,Q13621
DB00903,P05023
DB00903,Q9UJU2
DB00903,P09211
DB00904,P46098
DB00904,Q13639
DB00904,P35372
DB00904,P08908
DB00904,P28222
DB00905,P43088
DB00905,P34995
DB00905,P43115
DB00906,P30531
DB00908,Q14524
DB00908,O00180
DB00908,Q9Y257
DB00908,Q12809
DB00908,P35348
DB00908,P35368
DB00908,P25100
DB00909,P35498
DB00909,Q99250
DB00909,Q9NY46
DB00909,P35499
DB00909,Q14524
DB00909,Q15858
DB00909,Q9UI33
DB00909,Q07699
DB00909,O60939
DB00909,Q9NY72
DB00909,Q8IWT1
DB00909,O43497
DB00909,O95180
DB00909,Q9P0X4
DB00909,P00915
DB00909,P00918
DB00909,P07451
DB00909,P22748
DB00909,P35218
DB00909,Q9Y2D0
DB00909,P23280
DB00909,P43166
DB00909,P35219
DB00909,Q16790
DB00909,Q9NS85
DB00909,O75493
DB00909,O43570
DB00909,Q8N1Q1
DB00909,Q9ULX7
DB00909,P27338
DB00909,P21397
DB00909,P14867
DB00909,P47869
DB00909,P34903
DB00909,P31644
DB00909,Q8N1C3
DB00909,P18507
DB00909,Q99928
DB00910,P11473
DB00912,Q09428
DB00912,P37231
DB00912,P35367
DB00916,O25608
DB00917,P43116
DB00917,P34995
DB00917,P43115
DB00917,P35408
DB00917,Q9Y5Y4
DB00919,P0A7S3
DB00924,P28223
DB00924,P41595
DB00924,P28335
DB00924,P50406
DB00924,P31645
DB00924,P23975
DB00924,P34969
DB00924,O00206
DB00924,Q06278
DB00925,P35348
DB00925,P08913
DB00925,P18825
DB00925,P18089
DB00925,P0DP23
DB00925,P07550
DB00925,P35368
DB00925,P25100
DB00927,P25021
DB00933,P14416
DB00933,P28223
DB00934,P23975
DB00934,P35367
DB00934,P11229
DB00934,P08172
DB00934,P20309
DB00934,P08173
DB00934,P08912
DB00934,P35348
DB00934,P35368
DB00934,P25100
DB00934,P28223
DB00934,P28335
DB00934,P34969
DB00934,P14416
DB00934,P08913
DB00934,P18089
DB00934,P18825
DB00935,P35348
DB00935,P08913
DB00935,P18089
DB00935,P18825
DB00935,P35368
DB00935,P25100
DB00935,P08908
DB00935,P28222
DB00935,P28221
DB00935,P08909
DB00938,P07550
DB00938,P08588
DB00938,P13945
DB00943,Q72547
DB00944,P22303
DB00944,P06276
DB00945,P23219
DB00945,P35354
DB00945,Q04828
DB00945,Q13131
DB00945,P54646
DB00945,Q9Y478
DB00945,O43741
DB00945,P54619
DB00945,Q9UGJ0
DB00945,Q9UGI9
DB00945,P25101
DB00945,P04637
DB00945,P11021
DB00945,P51812
DB00945,P25963
DB00945,P98066
DB00945,P29466
DB00945,P42574
DB00945,O14920
DB00945,P28482
DB00945,Q8TD08
DB00945,P27361
DB00945,P31152
DB00945,Q16659
DB00945,Q13164
DB00945,P24385
DB00945,P01106
DB00945,P12004
DB00945,Q99519
DB00946,Q9BQB6
DB00947,P03372
DB00948,Q8XJ01
DB00948,Q75Y35
DB00948,P0AD65
DB00949,Q13224
DB00949,Q12879
DB00950,P35367
DB00951,P9WIE5
DB00951,P9WGR1
DB00951,P10632
DB00951,P05177
DB00951,P08684
DB00951,P33261
DB00951,P9WNX1
DB00955,P0A7S3
DB00957,P06401
DB00957,P03372
DB00957,P10275
DB00959,P04150
DB00959,P04083
DB00960,P08588
DB00960,P07550
DB00960,P13945
DB00960,P08908
DB00960,P28222
DB00961,Q9Y5Y9
DB00963,P35354
DB00963,P23219
DB00964,P35348
DB00964,P08913
DB00964,P18089
DB00966,P37231
DB00966,P30556
DB00967,P35367
DB00968,P20711
DB00968,P08913
DB00972,P35367
DB00972,P25021
DB00972,P04054
DB00972,Q16873
DB00973,Q9UHC9
DB00973,P35610
DB00973,P15144
DB00977,P03372
DB00977,O75469
DB00978,P43700
DB00978,P43702
DB00978,P11388
DB00981,P22303
DB00981,P43681
DB00981,P17787
DB00982,P13631
DB00982,P10276
DB00983,P07550
DB00983,P08588
DB00983,P13945
DB00985,P35367
DB00986,P11229
DB00986,P20309
DB00986,P08172
DB00986,P08173
DB00986,P08912
DB00987,P06746
DB00988,P14416
DB00988,P21728
DB00988,P21918
DB00988,P35462
DB00988,P21917
DB00988,Q01959
DB00988,P09172
DB00988,P08908
DB00988,P34969
DB00988,P21728
DB00988,P21918
DB00988,P23975
DB00988,P31645
DB00988,P46098
DB00988,O95264
DB00988,P00441
DB00988,Q05940
DB00989,P22303
DB00989,P06276
DB00990,P11511
DB00991,P23219
