Drug,Disease
DB00416,D009188
DB00410,D009203
DB00484,D009203
DB00697,D009203
DB00709,D009203
DB00818,D009203
DB01602,D009203
DB00370,D009220
DB01006,D009220
DB00370,D009230
DB00557,D009230
DB00584,D009230
DB00798,D009230
DB01205,D009290
DB00672,D009293
DB00679,D009293
DB00684,D009325
DB00416,D009332
DB00557,D009332
DB00679,D009332
DB00860,D009332
DB00231,D009336
DB00672,D009347
DB00753,D009362
DB00773,D009362
DB00215,D009369
DB00215,D009369
DB00245,D009369
DB00285,D009376
DB00543,D009376
DB00621,D009376
DB01261,D009376
DB00390,D009393
DB01410,D009393
DB00484,D009404
DB01235,D009447
DB00583,D009459
DB00715,D009459
DB00301,D009461
DB00484,D009461
DB00557,D009461
DB00626,D009461
DB00818,D009461
DB00985,D009461
DB01205,D009461
DB01601,D009461
DB00344,D009494
DB00240,D009503
DB00671,D009503
DB01324,D009503
DB00215,D009617
DB00331,D009617
DB00332,D009617
DB00410,D009750
DB00484,D009750
DB00697,D009750
DB00860,D009750
DB00269,D009765
DB00301,D009765
DB00370,D009765
DB00584,D009765
DB00798,D009765
DB01602,D009765
DB00261,D009771
DB00602,D009798
DB00772,D009855
DB00671,D009889
DB01176,D009889
DB00344,D010003
DB01007,D010014
DB00344,D010019
DB00652,D010019
DB00790,D010019
DB01060,D010019
DB01076,D010019
DB01100,D010019
DB01103,D010019
DB01113,D010019
DB01177,D010019
DB00652,D010032
DB00790,D010032
DB01060,D010032
DB00414,D010033
DB00716,D010035
DB00393,D010051
DB00748,D010145
DB00301,D010146
DB00269,D010148
DB00301,D010148
DB00411,D010148
DB00468,D010148
DB00672,D010148
DB00410,D010149
DB00847,D010149
DB00215,D010190
DB00320,D010190
DB00325,D010190
DB00331,D010190
DB00894,D010190
DB00967,D010190
DB00582,D010195
DB00583,D010195
DB00799,D010229
DB00341,D010300
DB00799,D010300
DB00799,D010301
DB01427,D010301
DB00215,D010373
DB00850,D010373
DB00999,D010373
DB00348,D010391
DB00539,D010391
DB00541,D010391
DB00542,D010391
DB00547,D010391
DB01106,D010391
DB00539,D010392
DB00541,D010392
DB00542,D010392
DB00547,D010392
DB00677,D010392
DB00788,D010392
DB00948,D010392
DB00426,D010437
DB00288,D010505
DB00484,D010538
DB00602,D010547
DB00281,D010612
DB00456,D010612
DB00458,D010612
DB00782,D010612
DB01083,D010612
DB00750,D010673
DB00270,D010698
DB00301,D010698
DB00484,D010698
DB00240,D010787
DB00247,D010787
DB00370,D010787
DB00414,D010787
DB00669,D010787
DB00860,D010787
DB00357,D010930
DB00400,D010930
DB00966,D010930
DB01113,D010930
DB01235,D010930
DB00357,D010996
DB00400,D010996
DB00675,D010996
DB00966,D010996
DB01235,D010996
DB00247,D011008
DB00384,D011008
DB00400,D011008
DB00414,D011008
DB01235,D011008
DB00909,D011014
DB01099,D011014
DB00203,D011018
DB00717,D011018
DB01169,D011018
DB00244,D011019
DB00544,D011019
DB00379,D011020
DB01126,D011020
DB00485,D011041
DB00532,D011041
DB00748,D011041
DB00983,D011041
DB01216,D011041
DB01403,D011041
DB00557,D011081
DB00818,D011081
DB01601,D011081
DB00415,D011087
DB01029,D011087
DB00247,D011125
DB00176,D011141
DB00222,D011141
DB00232,D011141
DB00268,D011141
DB00303,D011141
DB00455,D011141
DB00507,D011141
DB00537,D011141
DB00724,D011141
DB00750,D011141
DB00838,D011141
DB00885,D011141
DB00944,D011141
DB00993,D011141
DB01033,D011141
DB01088,D011141
DB01190,D011141
DB01229,D011141
DB01233,D011141
DB01597,D011141
DB00357,D011183
DB00400,D011183
DB00966,D011183
DB01235,D011183
DB01222,D011225
DB01332,D011225
DB00828,D011251
DB00861,D011251
DB00252,D011271
DB00254,D011271
DB00281,D011271
DB00283,D011271
DB00351,D011271
DB00397,D011271
DB00432,D011271
DB00456,D011271
DB00458,D011271
DB00459,D011271
DB00472,D011271
DB00674,D011271
DB00883,D011271
DB01010,D011271
DB01069,D011271
DB01082,D011271
DB01083,D011271
DB01219,D011271
DB01329,D011271
DB00187,D011293
DB01022,D011349
DB00244,D011350
DB00407,D011470
DB00697,D011471
DB00432,D011472
DB00831,D011472
DB01056,D011472
DB01057,D011472
DB00205,D011512
DB01248,D011512
DB00772,D011537
DB00251,D011538
DB00254,D011538
DB00285,D011538
DB00347,D011538
DB00356,D011538
DB00405,D011538
DB00543,D011538
DB00621,D011538
DB00661,D011538
DB00666,D011538
DB00688,D011538
DB00822,D011538
DB00836,D011538
DB01047,D011538
DB01110,D011538
DB01261,D011538
DB01326,D011538
DB00411,D011552
DB00484,D011552
DB00557,D011552
DB00709,D011552
DB01602,D011552
DB00187,D011565
DB00280,D011595
DB00414,D011595
DB00831,D011602
DB01064,D011618
DB00316,D011628
DB00325,D011628
DB00368,D011628
DB00715,D011628
DB00799,D011628
DB01427,D011628
DB01176,D011629
DB01180,D011629
DB01190,D011629
DB00186,D011654
DB00301,D011654
DB00776,D011655
DB00964,D011655
DB00369,D011656
DB00382,D011656
DB00596,D011656
DB00607,D011656
DB00990,D011656
DB01151,D011656
DB01586,D011656
DB00223,D011666
DB00716,D011693
DB00715,D011704
DB01209,D011704
DB00384,D011833
DB00749,D011833
DB00810,D011833
DB00900,D011833
DB00902,D011833
DB00187,D011928
DB00252,D012004
DB00231,D012120
DB00333,D012120
DB00443,D012120
DB00448,D012120
DB00554,D012120
DB00575,D012120
DB00602,D012120
DB00635,D012120
DB00677,D012120
DB00692,D012120
DB00721,D012120
DB00794,D012120
DB00884,D012120
DB00903,D012120
DB00972,D012120
DB01039,D012120
DB01192,D012120
DB01242,D012120
DB00985,D012127
DB00368,D012128
DB00387,D012128
DB00443,D012128
DB00894,D012128
DB00967,D012128
DB00193,D012140
DB00985,D012140
DB01115,D012140
DB01130,D012140
DB00818,D012141
DB00252,D012148
DB00341,D012148
DB00955,D012148
DB00215,D012202
DB00244,D012202
DB00252,D012202
DB00307,D012202
DB00312,D012202
DB00317,D012202
DB00322,D012202
DB00324,D012202
DB00328,D012202
DB00331,D012202
DB00763,D012202
DB01000,D012202
DB01180,D012202
DB01190,D012202
DB00955,D012208
DB00468,D012213
DB00484,D012213
DB00672,D012213
DB00985,D012213
DB01247,D012213
DB01606,D012213
DB00586,D012216
DB00193,D012220
DB00985,D012220
DB01130,D012220
DB01227,D012220
DB00177,D012221
DB00210,D012221
DB00231,D012221
DB00286,D012221
DB00343,D012221
DB00357,D012221
DB00382,D012221
DB00400,D012221
DB00422,D012221
DB00424,D012221
DB00434,D012221
DB00437,D012221
DB00440,D012221
DB00448,D012221
DB00482,D012221
DB00489,D012221
DB00554,D012221
DB00555,D012221
DB00575,D012221
DB00622,D012221
DB00686,D012221
DB00692,D012221
DB00718,D012221
DB00722,D012221
DB00744,D012221
DB00750,D012221
DB00774,D012221
DB00794,D012221
DB00795,D012221
DB00797,D012221
DB00819,D012221
DB00860,D012221
DB00884,D012221
DB00951,D012221
DB00966,D012221
DB00983,D012221
DB01002,D012221
DB01059,D012221
DB01067,D012221
DB01083,D012221
DB01087,D012221
DB01118,D012221
DB01142,D012221
DB01170,D012221
DB01246,D012221
DB01275,D012221
DB01329,D012221
DB01586,D012221
DB00247,D012223
DB00384,D012223
DB00810,D012223
DB00876,D012223
DB00279,D012282
DB00677,D012282
DB00899,D012282
DB01137,D012282
DB00468,D012393
DB00484,D012393
DB00594,D012393
DB00697,D012393
DB01197,D012393
DB01085,D012480
DB00382,D012509
DB00596,D012509
DB00607,D012509
DB00686,D012509
DB00774,D012509
DB00990,D012509
DB01088,D012509
DB01151,D012509
DB01204,D012509
DB00715,D012512
DB00719,D012512
DB00407,D012514
DB00199,D012516
DB00254,D012516
DB00264,D012516
DB00280,D012516
DB00289,D012516
DB00298,D012516
DB00508,D012516
DB00747,D012516
DB01048,D012516
DB01136,D012516
DB01150,D012516
DB01331,D012516
DB01144,D012532
DB01070,D012536
DB01183,D012559
DB00344,D012563
DB00373,D012595
DB00641,D012595
DB00675,D012595
DB01085,D012595
DB00363,D012628
DB00519,D012628
DB01240,D012628
DB00320,D012640
DB00320,D012640
DB00321,D012640
DB00331,D012640
DB00799,D012640
DB01240,D012769
DB00307,D012770
DB00308,D012770
DB00313,D012770
DB00324,D012770
DB00332,D012770
DB00334,D012770
DB00841,D012772
DB01088,D012772
DB00622,D012798
DB00990,D012798
DB00443,D012810
DB00722,D012810
DB00671,D012848
DB00814,D012852
DB01169,D012871
DB00485,D012874
DB00215,D012893
DB00394,D012893
DB01161,D012983
DB00307,D013035
DB00309,D013035
DB00310,D013035
DB00312,D013035
DB00313,D013035
DB00316,D013035
DB00317,D013035
DB00319,D013035
DB00320,D013035
DB00322,D013035
DB00325,D013035
DB00330,D013035
DB00331,D013035
DB00332,D013035
DB00334,D013035
DB00387,D013035
DB00443,D013035
DB00485,D013035
DB00625,D013035
DB00748,D013035
DB00880,D013035
DB01409,D013035
DB00244,D013036
DB00633,D013119
DB00235,D013120
DB00374,D013120
DB01001,D013120
DB01177,D013120
DB01392,D013120
DB01394,D013120
DB00706,D013145
DB00708,D013145
DB00416,D013167
DB00220,D013169
DB00672,D013169
DB00204,D013174
DB00671,D013203
DB00351,D013207
DB00387,D013224
DB00443,D013224
DB00507,D013224
DB00894,D013224
DB00967,D013224
DB01083,D013224
DB01427,D013224
DB01613,D013224
DB00834,D013226
DB00452,D013274
DB00523,D013274
DB00524,D013274
DB00827,D013274
DB00772,D013276
DB00416,D013285
DB00679,D013285
DB00798,D013285
DB00215,D013290
DB00320,D013290
DB00321,D013290
DB00847,D013313
DB00677,D013322
DB00788,D013322
DB00539,D013345
DB00541,D013345
DB00542,D013345
DB00547,D013345
DB00800,D013375
DB00331,D013471
DB00481,D013530
DB00490,D013530
DB00577,D013530
DB01050,D013530
DB01200,D013530
DB01208,D013530
DB00205,D013587
DB00262,D013587
DB00348,D013587
DB00446,D013587
DB00484,D013587
DB00539,D013587
DB00540,D013587
DB00541,D013587
DB00542,D013587
DB00547,D013587
DB00557,D013587
DB00577,D013587
DB00603,D013587
DB00672,D013587
DB00860,D013587
DB00924,D013587
DB00368,D013611
DB00949,D013611
DB00955,D013611
DB00307,D013614
DB00308,D013614
DB00309,D013614
DB00310,D013614
DB00312,D013614
DB00316,D013614
DB00317,D013614
DB00319,D013614
DB00320,D013614
DB00320,D013614
DB00321,D013614
DB00322,D013614
DB00324,D013614
DB00325,D013614
DB00330,D013614
DB00331,D013614
DB00332,D013614
DB00334,D013614
DB00335,D013614
DB00336,D013614
DB00337,D013614
DB00368,D013614
DB00503,D013614
DB00625,D013614
DB00748,D013614
DB00757,D013614
DB00880,D013614
DB00943,D013614
DB00955,D013614
DB01036,D013614
DB01161,D013614
DB01202,D013614
DB01392,D013614
DB00252,D013617
DB00407,D013617
DB00440,D013617
DB00447,D013617
DB00482,D013617
DB00591,D013617
DB00651,D013617
DB00674,D013617
DB00794,D013617
DB00869,D013617
DB00905,D013617
DB01053,D013617
DB00255,D013736
DB00665,D013736
DB01023,D013736
DB00203,D013742
DB00245,D013742
DB00316,D013742
DB00319,D013742
DB00325,D013742
DB00368,D013742
DB00503,D013742
DB00634,D013742
DB00685,D013742
DB00748,D013742
DB00757,D013742
DB00799,D013742
DB00844,D013742
DB00880,D013742
DB00949,D013742
DB01036,D013742
DB01202,D013742
DB01224,D013742
DB01237,D013742
DB01409,D013742
DB00180,D013771
DB00255,D013771
DB00545,D013771
DB00590,D013771
DB00672,D013771
DB00818,D013771
DB00882,D013771
DB00883,D013771
DB01139,D013771
DB01201,D013771
DB00434,D013919
DB01087,D013919
DB00214,D013920
DB00297,D013921
DB00351,D013921
DB00355,D013921
DB00388,D013921
DB00489,D013921
DB00598,D013921
DB00653,D013921
DB00765,D013921
DB00771,D013921
DB00804,D013921
DB00868,D013921
DB00957,D013921
DB01010,D013921
DB01032,D013921
DB01069,D013921
DB01082,D013921
DB01101,D013921
DB01222,D013921
DB01327,D013921
DB01329,D013921
DB00643,D013923
DB01214,D013923
DB00643,D013924
DB00887,D013924
DB01197,D013924
DB00285,D013927
DB00543,D013927
DB00621,D013927
DB01261,D013927
DB00222,D013958
DB00444,D013958
DB00507,D013958
DB00987,D013958
DB01021,D013958
DB01613,D013958
DB00206,D013964
DB00694,D013964
DB01217,D013964
DB00196,D013967
DB00519,D013971
DB00240,D014006
DB01601,D014006
DB00316,D014008
DB00527,D014008
DB00625,D014008
DB00748,D014008
DB00880,D014008
DB00379,D014009
DB01183,D014009
DB00201,D014010
DB00295,D014029
DB00987,D014029
DB01050,D014029
DB01240,D014029
DB00594,D014069
DB00697,D014069
DB00900,D014098
DB00519,D014103
DB00831,D014103
DB00935,D014120
DB01125,D014123
DB00641,D014141
DB01056,D014141
DB01057,D014141
DB01190,D014202
DB00203,D014235
DB00215,D014235
DB00245,D014235
DB00245,D014235
DB00320,D014235
DB00321,D014235
DB00335,D014235
DB00336,D014235
DB00337,D014235
DB00394,D014235
DB00527,D014235
DB00634,D014235
DB00685,D014235
DB00717,D014235
DB00799,D014235
DB00844,D014235
DB00894,D014235
DB00967,D014235
DB01036,D014235
DB01202,D014235
DB01224,D014235
DB01237,D014235
DB00297,D014247
DB01010,D014257
DB00411,D014277
DB00557,D014277
DB01602,D014277
DB00665,D014328
DB01056,D014328
DB01057,D014328
DB01324,D014328
DB00231,D014352
DB00999,D014352
DB00512,D014376
DB00675,D014376
DB00982,D014376
DB00239,D014397
DB00243,D014397
DB00249,D014397
DB00281,D014397
DB00282,D014397
DB00284,D014397
DB00299,D014397
DB00338,D014397
DB00350,D014397
DB00372,D014397
DB00393,D014397
DB00407,D014397
DB00425,D014397
DB00432,D014397
DB00433,D014397
DB00458,D014397
DB00486,D014397
DB00576,D014397
DB00588,D014397
DB00605,D014397
DB00694,D014397
DB00764,D014397
DB00814,D014397
DB00869,D014397
DB00871,D014397
DB01015,D014397
DB01016,D014397
DB01083,D014397
DB01095,D014397
DB01324,D014397
DB01333,D014397
DB01399,D014397
DB00243,D014406
DB00282,D014406
DB00299,D014406
DB00694,D014406
DB01023,D014406
DB01144,D014406
DB00341,D014435
DB00485,D014435
DB00983,D014435
DB01216,D014435
DB00242,D014456
DB00768,D014456
DB00839,D014456
DB00215,D014522
DB00319,D014522
DB00320,D014522
DB00331,D014522
DB00341,D014522
DB00625,D014522
DB00748,D014522
DB00880,D014522
DB00955,D014522
DB01161,D014522
DB00269,D014526
DB00484,D014526
DB00860,D014526
DB00557,D014549
DB00194,D014552
DB00557,D014552
DB00985,D014552
DB01601,D014552
DB00716,D014581
DB00753,D014581
DB00190,D014592
DB00200,D014592
DB00255,D014592
DB00376,D014592
DB00378,D014592
DB00427,D014592
DB00431,D014592
DB00447,D014592
DB00545,D014592
DB00651,D014592
DB00665,D014592
DB01053,D014592
DB01139,D014592
DB01324,D014592
DB00228,D014594
DB00297,D014594
DB00351,D014594
DB00388,D014594
DB00407,D014594
DB00421,D014594
DB00598,D014594
DB00653,D014594
DB00804,D014594
DB00868,D014594
DB00957,D014594
DB01010,D014594
DB01124,D014594
DB01131,D014594
DB01150,D014594
DB01222,D014594
DB01327,D014594
DB11315,D014594
DB00355,D014605
DB00784,D014606
DB00344,D014648
DB00519,D014648
DB01240,D014648
DB00178,D014657
DB00550,D014657
DB00564,D014657
DB00618,D014657
DB00730,D014657
DB00772,D014657
DB01018,D014693
DB00316,D014717
DB00320,D014717
DB00325,D014717
DB00330,D014717
DB00331,D014717
DB00203,D014777
DB00245,D014777
DB00320,D014777
DB00321,D014777
DB00527,D014777
DB00634,D014777
DB00685,D014777
DB00844,D014777
DB00894,D014777
DB00967,D014777
DB01036,D014777
DB01202,D014777
DB01224,D014777
DB00316,D014839
DB00319,D014839
DB00320,D014839
DB00325,D014839
DB00330,D014839
DB00478,D014860
DB00665,D014860
DB00808,D014860
DB00947,D014860
DB00449,D014901
DB00450,D014901
DB00688,D014901
DB00432,D014917
DB00513,D014917
DB00900,D014917
DB01023,D014917
DB00384,D014927
DB00675,D014927
DB00800,D014946
DB00238,D014987
DB00215,D015043
DB00312,D015043
DB00324,D015043
DB00332,D015043
DB00368,D015043
DB00433,D015043
DB00625,D015043
DB00763,D015043
DB00880,D015043
DB01000,D015043
DB01095,D015043
DB01409,D015043
DB00194,D015155
DB00794,D015155
DB01056,D015155
DB01057,D015155
DB00215,D015179
DB00215,D015179
DB00246,D015179
DB00307,D015179
DB00309,D015179
DB00310,D015179
DB00312,D015179
DB00316,D015179
DB00317,D015179
DB00319,D015179
DB00320,D015179
DB00320,D015179
DB00321,D015179
DB00322,D015179
DB00324,D015179
DB00325,D015179
DB00330,D015179
DB00331,D015179
DB00334,D015179
DB00335,D015179
DB00336,D015179
DB00337,D015179
DB00368,D015179
DB00634,D015179
DB00748,D015179
DB00894,D015179
DB00908,D015179
DB00955,D015179
DB01172,D015179
DB00665,D015210
DB00244,D015212
DB00245,D015212
DB00763,D015212
DB00844,D015212
DB01000,D015212
DB01036,D015212
DB01202,D015212
DB01224,D015212
DB13866,D015228
DB00281,D015270
DB00458,D015270
DB00486,D015270
DB00765,D015270
DB01086,D015270
DB01148,D015270
DB01204,D015270
DB01299,D015270
DB00215,D015423
DB00215,D015423
DB00246,D015423
DB00307,D015423
DB00308,D015423
DB00309,D015423
DB00310,D015423
DB00313,D015423
DB00316,D015423
DB00317,D015423
DB00319,D015423
DB00320,D015423
DB00320,D015423
DB00321,D015423
DB00322,D015423
DB00325,D015423
DB00330,D015423
DB00331,D015423
DB00332,D015423
DB00334,D015423
DB00335,D015423
DB00336,D015423
DB00337,D015423
DB00443,D015423
DB00527,D015423
DB00634,D015423
DB00748,D015423
DB00799,D015423
DB00844,D015423
DB00955,D015423
DB01036,D015423
DB01202,D015423
DB01224,D015423
DB00468,D015439
DB00357,D015440
DB00400,D015440
DB00675,D015440
DB00966,D015440
DB01085,D015440
DB01235,D015440
DB01240,D015440
DB01246,D015451
DB00247,D015464
DB00414,D015464
DB00247,D015465
DB00247,D015470
DB00999,D015473
DB01000,D015473
DB00443,D015523
DB00677,D015523
DB00903,D015523
DB01039,D015523
DB00247,D015614
DB00715,D015663
DB00215,D015673
DB00244,D015673
DB00246,D015673
DB00307,D015673
DB00309,D015673
DB00310,D015673
DB00312,D015673
DB00316,D015673
DB00317,D015673
DB00319,D015673
DB00320,D015673
DB00320,D015673
DB00321,D015673
DB00324,D015673
DB00325,D015673
DB00330,D015673
DB00331,D015673
DB00334,D015673
DB00335,D015673
DB00336,D015673
DB00337,D015673
DB00368,D015673
DB00374,D015673
DB00394,D015673
DB00503,D015673
DB00532,D015673
DB00625,D015673
DB00634,D015673
DB00685,D015673
DB00748,D015673
DB00752,D015673
DB00757,D015673
DB00880,D015673
DB00894,D015673
DB00910,D015673
DB00949,D015673
DB00955,D015673
DB00967,D015673
DB01161,D015673
DB01237,D015673
DB01392,D015673
DB01403,D015673
DB01409,D015673
DB01427,D015673
DB00246,D015812
DB00313,D015812
DB00387,D015812
DB00412,D015812
DB00443,D015812
DB00527,D015812
DB00943,D015812
DB00502,D015818
DB00654,D015818
DB00665,D015818
DB00701,D015818
DB00555,D015823
DB00618,D015823
DB00765,D015823
DB01003,D015823
DB01087,D015823
DB00468,D015863
DB00581,D015863
DB00594,D015863
DB00697,D015863
DB00818,D015863
DB00238,D015877
DB00366,D015877
DB00563,D015877
DB00731,D015877
DB00946,D015877
DB00961,D015877
DB00418,D015878
DB00703,D015878
DB00215,D016055
DB00244,D016055
DB00245,D016055
DB00246,D016055
DB00307,D016055
DB00309,D016055
DB00310,D016055
DB00312,D016055
DB00313,D016055
DB00316,D016055
DB00317,D016055
DB00319,D016055
DB00320,D016055
DB00320,D016055
DB00321,D016055
DB00322,D016055
DB00324,D016055
DB00325,D016055
DB00328,D016055
DB00330,D016055
DB00331,D016055
DB00334,D016055
DB00335,D016055
DB00336,D016055
DB00337,D016055
DB00341,D016055
DB00374,D016055
DB00412,D016055
DB00527,D016055
DB00532,D016055
DB00625,D016055
DB00685,D016055
DB00748,D016055
DB00752,D016055
DB00757,D016055
DB00880,D016055
DB00943,D016055
DB00999,D016055
DB01036,D016055
DB01161,D016055
DB01169,D016055
DB01202,D016055
DB01403,D016055
DB01409,D016055
DB00297,D016156
DB00756,D016156
DB00990,D016156
DB01151,D016156
DB01296,D016156
DB01007,D016171
DB01613,D016171
DB00716,D016410
DB01218,D016410
DB00925,D016469
DB01294,D016469
DB00297,D016481
DB00384,D016481
DB00653,D016481
DB00674,D016481
DB00765,D016481
DB01010,D016481
DB01067,D016481
DB00424,D016489
DB01039,D016491
DB00215,D016553
DB00320,D016553
DB00321,D016553
DB00332,D016553
DB00334,D016553
DB00839,D016553
DB00485,D016584
DB00532,D016584
DB00983,D016584
DB00999,D016584
DB01216,D016584
DB01403,D016584
DB00186,D016585
DB00186,D016649
DB00750,D016649
DB00208,D016778
DB00232,D016778
DB00268,D016778
DB00449,D016778
DB00450,D016778
DB00455,D016778
DB00537,D016778
DB00838,D016778
DB01023,D016778
DB01066,D016778
DB01084,D016778
DB01088,D016778
DB01159,D016778
DB01597,D016778
DB00176,D016779
DB00232,D016779
DB00275,D016779
DB00513,D016779
DB00537,D016779
DB00579,D016779
DB00750,D016779
DB00838,D016779
DB00873,D016779
DB01066,D016779
DB01088,D016779
DB01159,D016779
DB00269,D016780
DB00484,D016780
DB00557,D016780
DB00818,D016780
DB01601,D016780
DB00351,D016781
DB00400,D016781
DB00835,D016781
DB00835,D016781
DB00966,D016781
DB00196,D016849
DB01240,D016868
DB00672,D016870
DB00220,D016889
DB00227,D016889
DB00222,D016905
DB00224,D016905
DB00227,D016905
DB00444,D016905
DB00507,D016905
DB00987,D016905
DB01021,D016905
DB01613,D016905
DB00507,D016908
DB01240,D016908
DB01613,D016908
DB01007,D016919
DB00816,D016920
DB01089,D016920
DB00484,D017029
DB01222,D017029
DB01332,D017029
DB01222,D017088
DB01332,D017088
DB01222,D017116
DB01332,D017116
DB00644,D017118
DB01209,D017118
DB00288,D017119
DB00494,D017119
DB00644,D017119
DB00719,D017119
DB00845,D017119
DB00896,D017119
DB00978,D017119
DB01209,D017119
DB00288,D017180
DB00494,D017180
DB00719,D017180
DB01209,D017180
DB00287,D017192
DB00369,D017192
DB00917,D017192
DB00244,D017229
DB00312,D017229
DB00322,D017229
DB00328,D017229
DB00252,D017443
DB00705,D017449
DB00772,D017449
DB01010,D017511
DB00384,D017515
DB00653,D017515
DB00780,D017515
DB01010,D017515
DB01032,D017515
DB01131,D017515
DB11315,D017515
DB00187,D017681
DB00374,D017714
DB01176,D017714
DB01180,D017714
DB01392,D017714
DB00235,D017726
DB01172,D018273
DB01190,D018273
DB00675,D018276
DB01062,D018276
DB01218,D018288
DB00839,D018357
DB00187,D018410
DB00716,D018410
DB00777,D018410
DB00196,D018461
DB00247,D018487
DB00297,D018487
DB01235,D018487
DB01238,D018487
DB00557,D018589
DB00818,D018589
DB01001,D018636
DB00207,D018754
DB00401,D018754
DB00544,D018754
DB00548,D018754
DB00704,D018754
DB01097,D018754
DB00748,D018783
DB00955,D018783
DB01126,D018783
DB01127,D018783
DB01169,D018784
DB00368,D018785
DB00934,D018805
DB00211,D018879
DB01085,D019226
DB00244,D019584
DB00532,D019584
DB00909,D019586
DB01085,D019586
DB01244,D019586
DB01019,D019698
DB00484,D019955
DB00557,D019955
DB01416,D019955
DB00247,D019958
DB00260,D019958
DB00675,D019958
DB00981,D019958
DB00577,D019966
DB00846,D019966
DB00981,D019966
DB01019,D019966
DB01244,D019966
DB00260,D019970
DB00481,D019970
DB00763,D019970
DB00909,D019970
DB01050,D019970
DB01208,D019970
DB00215,D020019
DB00215,D020019
DB00245,D020019
DB00245,D020019
DB00307,D020019
DB00308,D020019
DB00309,D020019
DB00310,D020019
DB00316,D020019
DB00317,D020019
DB00319,D020019
DB00320,D020019
DB00320,D020019
DB00321,D020019
DB00322,D020019
DB00325,D020019
DB00330,D020019
DB00331,D020019
DB00332,D020019
DB00334,D020019
DB00335,D020019
DB00336,D020019
DB00337,D020019
DB00368,D020019
DB00368,D020019
DB00387,D020019
DB00394,D020019
DB00420,D020019
DB00443,D020019
DB00503,D020019
DB00612,D020019
DB00625,D020019
DB00633,D020019
DB00634,D020019
DB00685,D020019
DB00748,D020019
DB00757,D020019
DB00799,D020019
DB00844,D020019
DB00880,D020019
DB00894,D020019
DB00938,D020019
DB00949,D020019
DB00955,D020019
DB00967,D020019
DB01000,D020019
DB01036,D020019
DB01173,D020019
DB01176,D020019
DB01179,D020019
DB01180,D020019
DB01190,D020019
DB01202,D020019
DB01224,D020019
DB01237,D020019
DB01392,D020019
DB00239,D020031
DB00281,D020031
DB00338,D020031
DB00350,D020031
DB00366,D020031
DB00372,D020031
DB00407,D020031
DB00425,D020031
DB00458,D020031
DB00563,D020031
DB00576,D020031
DB00764,D020031
DB00814,D020031
DB00946,D020031
DB01015,D020031
DB01016,D020031
DB01333,D020031
DB01399,D020031
DB00783,D020096
DB00950,D020096
DB01073,D020096
DB00457,D020176
DB00484,D020176
DB00557,D020176
DB00672,D020176
DB00238,D020246
DB01129,D020250
DB00374,D020268
DB00839,D020268
DB01158,D020269
DB01007,D020329
DB00222,D020336
DB00224,D020336
DB00444,D020336
DB01021,D020336
DB00750,D020521
DB00250,D020734
DB00292,D020734
DB00295,D020734
DB00501,D020734
DB00521,D020734
DB00615,D020734
DB00695,D020734
DB00754,D020734
DB00767,D020734
DB00864,D020734
DB00959,D020734
DB01009,D020734
DB01104,D020734
DB01116,D020734
DB01203,D020734
DB01291,D020734
DB01421,D020734
DB00176,D020760
DB00208,D020760
DB00232,D020760
DB00275,D020760
DB00513,D020760
DB00537,D020760
DB00705,D020760
DB00750,D020760
DB00772,D020760
DB00838,D020760
DB00843,D020760
DB00873,D020760
DB01088,D020760
DB01159,D020760
DB00464,D020795
DB00502,D020795
DB00750,D020795
DB00843,D020795
DB01066,D020795
DB00283,D020803
DB00456,D020803
DB00459,D020803
DB00782,D020803
DB01219,D020803
DB00266,D020820
DB00252,D020918
DB00254,D020918
DB00283,D020918
DB00351,D020918
DB00397,D020918
DB00432,D020918
DB00456,D020918
DB00459,D020918
DB00472,D020918
DB00653,D020918
DB00674,D020918
DB00765,D020918
DB00883,D020918
DB01010,D020918
DB01069,D020918
DB01082,D020918
DB01083,D020918
DB01219,D020918
DB01329,D020918
DB00545,D020936
DB01044,D020936
DB01139,D020936
DB01125,D021441
DB00420,D021501
DB00532,D021501
DB00186,D043183
DB00246,D054198
DB00387,D054198
DB00443,D054198
DB00894,D054198
DB00943,D054198
DB00967,D054198
DB00339,D058186
DB00452,D058186
DB01029,D058186
DB00366,D062787
DB00563,D062787
DB00731,D062787
DB00946,D062787
DB00961,D062787
DB00986,D062787
DB01114,D062787
DB00715,D064420
