Drug,Disease
DB00909,D004832
DB00996,D004832
DB01202,D004832
DB00213,D016481
DB00338,D016481
DB00448,D016481
DB00585,D016481
DB00736,D016481
DB00759,D016481
DB00927,D016481
DB01129,D016481
DB01165,D016481
DB01402,D016481
DB00214,C563949
DB00384,C563949
DB00421,C563949
DB00436,C563949
DB00635,C563949
DB00695,C563949
DB00804,C563949
DB00808,C563949
DB00819,C563949
DB00860,C563949
DB00880,C563949
DB00887,C563949
DB00903,C563949
DB00999,C563949
DB01197,C563949
DB01234,C563949
DB01406,C563949
DB00222,C563933
DB00284,C563933
DB00331,C563933
DB00412,C563933
DB00414,C563933
DB00491,C563933
DB00672,C563933
DB00731,C563933
DB00839,C563933
DB00912,C563933
DB01016,C563933
DB01029,C563933
DB01067,C563933
DB01124,C563933
DB01132,C563933
DB01261,C563933
DB00035,D053206
DB00458,D053206
DB00540,D053206
DB00248,D010911
DB01327,D002764
DB00180,D001249
DB00221,D001249
DB00277,D001249
DB00332,D001249
DB00394,D001249
DB00471,D001249
DB00588,D001249
DB00651,D001249
DB00668,D001249
DB00716,D001249
DB00744,D001249
DB00764,D001249
DB00816,D001249
DB00852,D001249
DB00871,D001249
DB00901,D001249
DB00938,D001249
DB00983,D001249
DB01001,D001249
DB01003,D001249
DB01064,D001249
DB01222,D001249
DB01223,D001249
DB01291,D001249
DB01364,D001249
DB00035,C563439
DB00458,C563439
DB00540,C563439
DB00928,C563407
DB01262,C563407
DB00181,C563401
DB00371,C563401
DB00575,C563401
DB00697,C563401
DB00829,C563401
DB00924,C563401
DB01219,C563401
DB00175,D000083242
DB00393,D000083242
DB00682,D000083242
DB00758,D000083242
DB00806,D000083242
DB00945,D000083242
DB00975,D000083242
DB01109,D000083242
DB01219,D000083242
DB00007,C537243
DB00014,C537243
DB00286,C537243
DB01196,C537243
DB00541,C566652
DB01234,C566652
DB01406,C566652
DB00352,D015470
DB00541,D015470
DB00563,D015470
DB00694,D015470
DB00982,D015470
DB00987,D015470
DB00997,D015470
DB01177,D015470
DB01204,D015470
DB00191,D009765
DB00397,D009765
DB00865,D009765
DB00937,D009765
DB01083,D009765
DB01105,D009765
DB01577,D009765
DB01579,D009765
DB00287,D005902
DB00373,D005902
DB00388,D005902
DB00449,D005902
DB00484,D005902
DB00654,D005902
DB00668,D005902
DB00869,D005902
DB00905,D005902
DB01194,D005902
DB01214,D005902
DB00437,D007896
DB01167,D007896
DB00017,D010001
DB00399,D010001
DB00630,D010001
DB00884,D010001
DB01133,D010001
DB00328,C566530
DB01197,C566530
DB00337,C566404
DB00443,C566404
DB00591,C566404
DB00864,C566404
DB01142,C566404
DB04272,C567038
DB00007,C536253
DB00010,C536253
DB00199,C536253
DB00210,C536253
DB00421,C536253
DB00440,C536253
DB00548,C536253
DB00717,C536253
DB00755,C536253
DB00759,C536253
DB00936,C536253
DB00957,C536253
DB00977,C536253
DB00982,C536253
DB01017,C536253
DB01395,C536253
DB00776,D020190
DB00794,D020190
DB00909,D020190
DB00996,D020190
DB01202,D020190
DB00273,D004831
DB01080,D004831
DB00163,C565728
DB00313,C565728
DB00382,C565728
DB00674,C565728
DB00843,C565728
DB00989,C565728
DB01043,C565728
DB00398,C535516
DB00399,C535516
DB00441,C535516
DB00603,C535516
DB01005,C535516
DB01268,C535516
DB01590,C535516
DB06287,C535516
DB00163,C564676
DB00434,C564676
DB00434,C535428
DB06285,C564655
DB00181,C537217
DB01219,C537217
DB00122,C537583
DB00328,C537583
DB00482,C537583
DB00500,C537583
DB00554,C537583
DB00573,C537583
DB00580,C537583
DB00586,C537583
DB00605,C537583
DB00712,C537583
DB00749,C537583
DB00788,C537583
DB00814,C537583
DB00861,C537583
DB00945,C537583
DB00991,C537583
DB01009,C537583
DB01050,C537583
DB01068,C537583
DB01296,C537583
DB00216,D020325
DB00273,D052018
DB00285,D052018
DB00472,D052018
DB00216,D020326
DB00216,D020325
DB00216,D020326
DB00204,C563817
DB00264,C563817
DB00308,C563817
DB00343,C563817
DB00390,C563817
DB00489,C563817
DB00575,C563817
DB00661,C563817
DB00682,C563817
DB00908,C563817
DB01035,C563817
DB01125,C563817
DB01136,C563817
DB01182,C563817
DB01195,C563817
DB00776,C562694
DB00794,C562694
DB00909,C562694
DB00996,C562694
DB01202,C562694
DB00776,D004832
DB00794,D004832
DB00909,D004832
DB00996,D004832
DB01202,D004832
DB00776,C565811
DB00794,C565811
DB00909,C565811
DB00996,C565811
DB01202,C565811
DB00776,C562694
DB00794,C562694
DB00909,C562694
DB00996,C562694
DB01202,C562694
DB00619,D017681
DB00122,D010003
DB00328,D010003
DB00482,D010003
DB00500,D010003
DB00554,D010003
DB00573,D010003
DB00580,D010003
DB00586,D010003
DB00605,D010003
DB00712,D010003
DB00749,D010003
DB00788,D010003
DB00814,D010003
DB00861,D010003
DB00945,D010003
DB00991,D010003
DB01009,D010003
DB01050,D010003
DB01068,D010003
DB01296,D010003
DB00167,D001925
DB00215,D001925
DB00433,D001925
DB00734,D001925
DB00316,C564296
DB00318,C564296
DB00327,C564296
DB00388,C564296
DB00397,C564296
DB00514,C564296
DB00852,C564296
DB00868,C564296
DB00907,C564296
DB00956,C564296
DB01069,C564296
DB01075,C564296
DB01551,C564296
DB00776,C535499
DB00794,C535499
DB00909,C535499
DB00996,C535499
DB01202,C535499
DB01174,C564274
DB00227,C564258
DB00381,C564258
DB00722,C564258
DB00775,C564258
DB00790,C564258
DB00883,C564258
DB01020,C564258
DB00204,C538261
DB00264,C538261
DB00308,C538261
DB00343,C538261
DB00390,C538261
DB00489,C538261
DB00661,C538261
DB00682,C538261
DB00908,C538261
DB01035,C538261
DB00177,C563897
DB00178,C563897
DB00187,C563897
DB00195,C563897
DB00206,C563897
DB00214,C563897
DB00226,C563897
DB00264,C563897
DB00270,C563897
DB00275,C563897
DB00310,C563897
DB00325,C563897
DB00343,C563897
DB00350,C563897
DB00373,C563897
DB00381,C563897
DB00401,C563897
DB00421,C563897
DB00436,C563897
DB00457,C563897
DB00492,C563897
DB00519,C563897
DB00521,C563897
DB00524,C563897
DB00542,C563897
DB00571,C563897
DB00575,C563897
DB00584,C563897
DB00590,C563897
DB00594,C563897
DB00598,C563897
DB00622,C563897
DB00657,C563897
DB00661,C563897
DB00678,C563897
DB00691,C563897
DB00692,C563897
DB00695,C563897
DB00722,C563897
DB00796,C563897
DB00800,C563897
DB00808,C563897
DB00876,C563897
DB00880,C563897
DB00881,C563897
DB00887,C563897
DB00903,C563897
DB00960,C563897
DB00966,C563897
DB00968,C563897
DB00999,C563897
DB01018,C563897
DB01023,C563897
DB01029,C563897
DB01088,C563897
DB01115,C563897
DB01136,C563897
DB01162,C563897
DB01170,C563897
DB01189,C563897
DB01193,C563897
DB01197,C563897
DB01203,C563897
DB01244,C563897
DB01258,C563897
DB01275,C563897
DB01359,C563897
DB04861,C563897
