Drug,Disease
DB00973,D006938
DB01076,D006938
DB01098,D006938
DB00175,D006938
DB00227,D006938
DB00375,D006938
DB00509,D006938
DB00627,D006938
DB00641,D006938
DB00930,D006938
DB00973,D006938
DB00994,D006938
DB01039,D006938
DB01076,D006938
DB01095,D006938
DB01098,D006938
DB01241,D006938
DB01393,D006938
DB01599,D006938
DB09064,D006938
DB13780,D006938
DB00321,D006945
DB00424,D006945
DB00575,D006945
DB00996,D006945
DB01062,D006945
DB01162,D006945
DB00627,D006950
DB00641,D006950
DB00973,D006950
DB01039,D006950
DB01098,D006950
DB01393,D006950
DB00641,D006938
DB00973,D006938
DB01076,D006938
DB01098,D006938
DB00627,D006954
DB00636,D006954
DB01039,D006954
DB01241,D006954
DB01393,D006954
DB00022,D002292
DB00158,D002292
DB00309,D002292
DB00328,D002292
DB00398,D002292
DB00399,D002292
DB00441,D002292
DB00482,D002292
DB00530,D002292
DB00531,D002292
DB00541,D002292
DB00544,D002292
DB00570,D002292
DB00603,D002292
DB00661,D002292
DB00773,D002292
DB00851,D002292
DB00997,D002292
DB01005,D002292
DB01030,D002292
DB01041,D002292
DB01101,D002292
DB01181,D002292
DB01268,D002292
DB01590,D002292
DB02709,D002292
DB05073,D002292
DB06287,D002292
DB06589,D002292
DB06626,D002292
DB12769,D002292
DB14063,D002292
DB00755,C562400
DB00755,C564164
DB00328,D011546
DB00311,D012021
DB00328,D012021
DB00571,D012021
DB00575,D012021
DB00657,D012021
DB00925,D012021
DB01115,D012021
DB01954,D012021
DB03322,D012021
DB06660,D012021
DB06774,D012021
DB06809,D012021
DB13581,D012021
DB00381,D000075222
DB00657,D000075222
DB00678,D000075222
DB00960,D000075222
DB00966,D000075222
DB01088,D000075222
DB01258,D000075222
DB01275,D000075222
DB00140,C564156
DB00201,C564156
DB00241,C564156
DB00316,C564156
DB00318,C564156
DB00320,C564156
DB00354,C564156
DB00366,C564156
DB00371,C564156
DB00388,C564156
DB00433,C564156
DB00477,C564156
DB00508,C564156
DB00514,C564156
DB00537,C564156
DB00557,C564156
DB00757,C564156
DB00767,C564156
DB00788,C564156
DB00852,C564156
DB00889,C564156
DB00904,C564156
DB00945,C564156
DB01009,C564156
DB01050,C564156
DB01075,C564156
DB01176,C564156
DB01231,C564156
DB01234,C564156
DB01399,C564156
DB01219,C535694
DB00636,D006953
DB01039,D006953
DB01098,D006953
DB01241,D006953
DB13780,D006953
DB11672,D015417
DB00644,C562785
DB00136,C537156
DB00146,C537156
DB00153,C537156
DB00169,C537156
DB01070,C537156
DB01436,C537156
DB06724,C537156
DB00136,C537907
DB00153,C537907
DB00178,C537907
DB00214,C537907
DB00492,C537907
DB00519,C537907
DB00542,C537907
DB00584,C537907
DB00678,C537907
DB00691,C537907
DB00695,C537907
DB00722,C537907
DB00790,C537907
DB00881,C537907
DB00887,C537907
DB00988,C537907
DB01029,C537907
DB01070,C537907
DB01197,C537907
DB00211,D019578
DB00368,D019578
DB00388,D019578
DB00457,D019578
DB01235,D019578
DB09205,D019578
DB00755,D016112
DB00635,D007154
DB00860,D007154
DB00959,D007154
DB00635,D018979
DB00819,C535932
DB01586,C535932
DB00122,D000699
DB00181,D000699
DB00193,D000699
DB00201,D000699
DB00230,D000699
DB00273,D000699
DB00281,D000699
DB00285,D000699
DB00295,D000699
DB00297,D000699
DB00316,D000699
DB00321,D000699
DB00327,D000699
DB00328,D000699
DB00333,D000699
DB00346,D000699
DB00356,D000699
DB00454,D000699
DB00457,D000699
DB00458,D000699
DB00461,D000699
DB00465,D000699
DB00476,D000699
DB00482,D000699
DB00497,D000699
DB00508,D000699
DB00527,D000699
DB00540,D000699
DB00557,D000699
DB00573,D000699
DB00575,D000699
DB00586,D000699
DB00590,D000699
DB00605,D000699
DB00611,D000699
DB00647,D000699
DB00652,D000699
DB00686,D000699
DB00706,D000699
DB00721,D000699
DB00749,D000699
DB00750,D000699
DB00788,D000699
DB00813,D000699
DB00844,D000699
DB00861,D000699
DB00898,D000699
DB00899,D000699
DB00907,D000699
DB00921,D000699
DB00924,D000699
DB00936,D000699
DB00939,D000699
DB00945,D000699
DB00956,D000699
DB00996,D000699
DB01002,D000699
DB01050,D000699
DB01086,D000699
DB01142,D000699
DB01151,D000699
DB01161,D000699
DB01162,D000699
DB01173,D000699
DB01189,D000699
DB01192,D000699
DB01204,D000699
DB01216,D000699
DB01221,D000699
DB01399,D000699
DB01403,D000699
DB00342,D007299
DB00366,D007299
DB00388,D007299
DB00397,D007299
DB00434,D007299
DB00620,D007299
DB00635,D007299
DB00637,D007299
DB00668,D007299
DB00860,D007299
DB00959,D007299
DB01069,D007299
DB01075,D007299
DB00290,D012514
DB00495,D012514
DB00523,D012514
DB00541,D012514
DB00570,D012514
DB00694,D012514
DB00724,D012514
DB00997,D012514
DB01041,D012514
DB01229,D012514
DB00620,D007627
DB00586,D007873
DB00630,D007873
DB00788,D007873
DB00945,D007873
DB01050,D007873
DB00694,D007948
DB00242,D015451
DB00277,D015451
DB00291,D015451
DB00531,D015451
DB00552,D015451
DB00563,D015451
DB00603,D015451
DB00741,D015451
DB00791,D015451
DB00822,D015451
DB00877,D015451
DB00987,D015451
DB01033,D015451
DB01041,D015451
DB01073,D015451
DB01083,D015451
DB01169,D015451
DB01181,D015451
DB01204,D015451
DB01393,D015451
DB03496,D015451
DB04944,D015451
DB06769,D015451
DB09053,D015451
DB11752,D015451
DB13811,D015451
DB00443,D018459
DB00563,D018459
DB00620,D018459
DB00635,D018459
DB00755,D018459
DB01013,D018459
DB00412,D052496
DB00091,D008180
DB00291,D008180
DB00328,D008180
DB00482,D008180
DB00531,D008180
DB00541,D008180
DB00563,D008180
DB00586,D008180
DB00608,D008180
DB00620,D008180
DB00635,D008180
DB00688,D008180
DB00784,D008180
DB00859,D008180
DB00860,D008180
DB00863,D008180
DB00864,D008180
DB00945,D008180
DB00959,D008180
DB00993,D008180
DB01024,D008180
DB01041,D008180
DB01050,D008180
DB01065,D008180
DB01103,D008180
DB01234,D008180
DB01611,D008180
DB08895,D008180
DB11366,D008180
DB12025,D008180
DB00480,C535323
DB00188,D008258
DB00242,D008258
DB00997,D008258
DB01041,D008258
DB01073,D008258
DB01234,D008258
DB02709,D008258
DB05073,D008258
DB00460,C562479
DB00699,C562479
DB00620,D008269
DB00712,D008269
DB01234,D008269
DB00594,C537152
DB00653,C537152
DB01219,C535695
DB01219,C535696
DB00254,D008382
DB00335,D008382
DB00678,D008382
DB00692,C535507
DB01148,C535507
DB01210,C535507
DB01225,C535507
DB00188,D008527
DB00262,D008527
DB00398,D008527
DB00515,D008527
DB00531,D008527
DB00541,D008527
DB00563,D008527
DB00650,D008527
DB00755,D008527
DB00773,D008527
DB00783,D008527
DB00853,D008527
DB00958,D008527
DB00987,D008527
DB01008,D008527
DB01042,D008527
DB01168,D008527
DB01169,D008527
DB02546,D008527
DB04572,D008527
DB12948,D008527
DB13956,D008527
DB00290,D000096142
DB00851,D000096142
DB00853,D000096142
DB01005,D000096142
DB01248,D000096142
DB00290,D000096142
DB00851,D000096142
DB00853,D000096142
DB01005,D000096142
DB01248,D000096142
DB01169,D000098943
DB00829,D008575
DB01231,D008575
DB00490,C563591
DB00026,D000086002
DB00631,D000086002
DB01167,D000086002
DB01169,D000086002
DB02709,D000086002
DB05073,D000086002
DB00201,D020326
DB00216,D020326
DB00241,D020326
DB00273,D020326
DB00315,D020326
DB00316,D020326
DB00320,D020326
DB00328,D020326
DB00353,D020326
DB00373,D020326
DB00434,D020326
DB00571,D020326
DB00635,D020326
DB00661,D020326
DB00669,D020326
DB00696,D020326
DB00697,D020326
DB00788,D020326
DB00918,D020326
DB00924,D020326
DB00945,D020326
DB00952,D020326
DB00953,D020326
DB00996,D020326
DB00998,D020326
DB01173,D020326
DB01233,D020326
DB00211,D008945
DB00264,D008945
DB00335,D008945
DB00571,D008945
DB00598,D008945
DB00612,D008945
DB00687,D008945
DB01203,D008945
DB04861,D008945
DB00457,D020254
DB01019,D020254
DB01162,D020254
DB01400,D020254
DB00747,D009041
DB01069,D009041
DB01075,D009041
DB00495,D015493
DB00635,D015493
DB00993,D049310
DB00697,D009220
DB00924,D009220
DB01173,D009220
DB00252,D009223
DB00564,D009223
DB01115,D009223
DB00182,C563534
DB00745,C563534
DB01440,C563534
DB00515,D000077274
DB00544,D000077274
DB01169,D000077274
DB02709,D000077274
DB05073,D000077274
DB00177,C562889
DB00178,C562889
DB00187,C562889
DB00195,C562889
DB00203,C562889
DB00206,C562889
DB00214,C562889
DB00226,C562889
DB00264,C562889
DB00270,C562889
DB00275,C562889
DB00287,C562889
DB00310,C562889
DB00325,C562889
DB00343,C562889
DB00350,C562889
DB00364,C562889
DB00373,C562889
DB00374,C562889
DB00381,C562889
DB00401,C562889
DB00421,C562889
DB00436,C562889
DB00449,C562889
DB00457,C562889
DB00484,C562889
DB00492,C562889
DB00519,C562889
DB00521,C562889
DB00524,C562889
DB00542,C562889
DB00559,C562889
DB00571,C562889
DB00575,C562889
DB00590,C562889
DB00594,C562889
DB00598,C562889
DB00622,C562889
DB00654,C562889
DB00657,C562889
DB00661,C562889
DB00678,C562889
DB00691,C562889
DB00692,C562889
DB00695,C562889
DB00722,C562889
DB00796,C562889
DB00800,C562889
DB00808,C562889
DB00820,C562889
DB00869,C562889
DB00876,C562889
DB00880,C562889
DB00881,C562889
DB00883,C562889
DB00887,C562889
DB00903,C562889
DB00905,C562889
DB00960,C562889
DB00966,C562889
DB00968,C562889
DB00988,C562889
DB00999,C562889
DB01018,C562889
DB01023,C562889
DB01029,C562889
DB01085,C562889
DB01088,C562889
DB01115,C562889
DB01136,C562889
DB01162,C562889
DB01170,C562889
DB01189,C562889
DB01193,C562889
DB01194,C562889
DB01197,C562889
DB01203,C562889
DB01210,C562889
DB01240,C562889
DB01244,C562889
DB01258,C562889
DB01275,C562889
DB01359,C562889
DB04861,C562889
DB00584,D005922
DB00635,D005922
DB00722,D005922
DB00860,D005922
DB00993,D005922
DB01029,D005922
DB02709,D005922
DB05073,D005922
DB13718,D005922
DB15300,D005922
DB00394,D007589
DB01234,D007589
DB00176,D009771
DB00215,D009771
DB00285,D009771
DB00334,D009771
DB00363,D009771
DB00370,D009771
DB00472,D009771
DB00490,D009771
DB00540,D009771
DB00575,D009771
DB00656,D009771
DB00715,D009771
DB00734,D009771
DB00752,D009771
DB00780,D009771
DB00904,D009771
DB01068,D009771
DB01104,D009771
DB01175,D009771
DB01224,D009771
DB01238,D009771
DB01242,D009771
DB01255,D009771
DB01356,D009771
DB01576,D009771
DB06678,D009771
DB13178,D009771
DB00230,D020754
DB00996,D020754
DB00230,D020754
DB00996,D020754
DB00490,C563498
DB00230,C535351
DB00252,C535351
DB00476,C535351
DB00564,C535351
DB00620,C535351
DB00996,C535351
DB00122,D010003
DB00141,D010003
DB00168,D010003
DB00193,D010003
DB00254,D010003
DB00316,D010003
DB00328,D010003
DB00461,D010003
DB00469,D010003
DB00482,D010003
DB00500,D010003
DB00533,D010003
DB00554,D010003
DB00573,D010003
DB00580,D010003
DB00586,D010003
DB00605,D010003
DB00712,D010003
DB00749,D010003
DB00784,D010003
DB00788,D010003
DB00812,D010003
DB00814,D010003
DB00861,D010003
DB00929,D010003
DB00939,D010003
DB00945,D010003
DB00991,D010003
DB01009,D010003
DB01050,D010003
DB01068,D010003
DB01283,D010003
DB01296,D010003
DB01399,D010003
DB01419,D010003
DB01551,D010003
DB01628,D010003
DB02709,D010003
DB04743,D010003
DB04812,D010003
DB05073,D010003
DB06774,D010003
DB08951,D010003
DB11672,D010003
DB11994,D010003
DB15359,D010003
DB00214,C536051
DB00282,C536051
DB00695,C536051
DB00887,C536051
DB00988,C536051
DB00136,D010024
DB00146,D010024
DB00153,D010024
DB00169,D010024
DB00282,D010024
DB00286,D010024
DB00342,D010024
DB00367,D010024
DB00399,D010024
DB00481,D010024
DB00571,D010024
DB00584,D010024
DB00630,D010024
DB00710,D010024
DB00783,D010024
DB00884,D010024
DB01065,D010024
DB01070,D010024
DB01077,D010024
DB01276,D010024
DB01296,D010024
DB01373,D010024
DB01436,D010024
DB01645,D010024
DB01852,D010024
DB02709,D010024
DB03322,D010024
DB04115,D010024
DB04861,D010024
DB05073,D010024
DB05295,D010024
DB05829,D010024
DB06202,D010024
DB06285,D010024
DB06724,D010024
DB08804,D010024
DB09070,D010024
DB09267,D010024
DB11094,D010024
DB11672,D010024
DB12052,D010024
DB13956,D010024
DB15359,D010024
DB15381,D010024
DB00207,D010033
DB00397,D010033
DB00440,D010033
DB00535,D010033
DB00537,D010033
DB00671,D010033
DB00741,D010033
DB00798,D010033
DB00833,D010033
DB01060,D010033
DB01069,D010033
DB01086,D010033
DB01137,D010033
DB01165,D010033
DB01211,D010033
DB01212,D010033
DB01234,D010033
DB12127,D010033
DB00282,C563476
DB00399,C563476
DB00630,C563476
DB00884,C563476
DB01133,C563476
DB00176,D016584
DB00186,D016584
DB00215,D016584
DB00285,D016584
DB00313,D016584
DB00334,D016584
DB00363,D016584
DB00391,D016584
DB00404,D016584
DB00458,D016584
DB00472,D016584
DB00476,D016584
DB00490,D016584
DB00540,D016584
DB00546,D016584
DB00571,D016584
DB00715,D016584
DB00734,D016584
DB00752,D016584
DB00780,D016584
DB00829,D016584
DB00842,D016584
DB00977,D016584
DB01064,D016584
DB01068,D016584
DB01104,D016584
DB01151,D016584
DB01156,D016584
DB01175,D016584
DB01202,D016584
DB01242,D016584
DB03322,D016584
DB11868,D016584
DB12537,D016584
DB13876,D016584
DB00264,D010235
DB00925,D010235
DB01169,D010235
DB06704,D010235
DB00190,D010300
DB00245,D010300
DB00268,D010300
DB00323,D010300
DB00376,D010300
DB00387,D010300
DB00413,D010300
DB00494,D010300
DB00714,D010300
DB00747,D010300
DB00810,D010300
DB00915,D010300
DB00989,D010300
DB01186,D010300
DB01200,D010300
DB01235,D010300
DB01367,D010300
DB00819,D020967
DB00190,D010300
DB00245,D010300
DB00268,D010300
DB00323,D010300
DB00376,D010300
DB00387,D010300
DB00392,D010300
DB00413,D010300
DB00424,D010300
DB00494,D010300
DB00589,D010300
DB00714,D010300
DB00747,D010300
DB00989,D010300
DB01037,D010300
DB01173,D010300
DB01186,D010300
DB01235,D010300
DB01367,D010300
DB05271,D010300
DB00268,D010300
DB00323,D010300
DB00376,D010300
DB00387,D010300
DB00392,D010300
DB00413,D010300
DB00424,D010300
DB00494,D010300
DB00589,D010300
DB00714,D010300
DB00989,D010300
DB01037,D010300
DB01173,D010300
DB01186,D010300
DB01235,D010300
DB05271,D010300
DB00570,D016506
DB00993,D016506
DB00806,D010520
DB00115,D000752
DB00200,D000752
DB00457,D010673
DB00571,D010673
DB00575,D010673
DB00598,D010673
DB00692,D010673
DB00765,D010673
DB00925,D010673
DB01115,D010673
DB00472,D020774
DB00563,D010916
DB00620,D010916
DB00926,D010916
DB00279,D007690
DB00412,D007690
DB00877,D007690
DB04513,D007690
DB08889,C536330
DB00675,D005359
DB01217,D005359
DB00482,D011125
DB00605,D011125
DB00712,D011125
DB02709,D011125
DB04216,D011125
DB05073,D011125
DB06246,D011125
DB11672,D011125
DB12422,D011125
DB00482,C562464
DB01065,D017118
DB01914,D017118
DB00252,D017119
DB00898,D017119
DB01217,D017119
DB00734,D011218
DB00007,D011629
DB00675,D011629
DB01026,D011629
DB04839,D011629
DB01026,C536961
DB01217,C536961
DB02709,D011371
DB05073,D011371
DB00331,C566757
DB00650,C566757
DB00007,D011471
DB00014,D011471
DB00020,D011471
DB00126,D011471
DB00136,D011471
DB00146,D011471
DB00169,D011471
DB00170,D011471
DB00179,D011471
DB00203,D011471
DB00238,D011471
DB00250,D011471
DB00255,D011471
DB00269,D011471
DB00286,D011471
DB00305,D011471
DB00309,D011471
DB00317,D011471
DB00357,D011471
DB00361,D011471
DB00399,D011471
DB00441,D011471
DB00445,D011471
DB00480,D011471
DB00481,D011471
DB00482,D011471
DB00499,D011471
DB00515,D011471
DB00523,D011471
DB00531,D011471
DB00541,D011471
DB00544,D011471
DB00563,D011471
DB00570,D011471
DB00590,D011471
DB00603,D011471
DB00619,D011471
DB00624,D011471
DB00635,D011471
DB00644,D011471
DB00665,D011471
DB00675,D011471
DB00712,D011471
DB00741,D011471
DB00773,D011471
DB00783,D011471
DB00822,D011471
DB00851,D011471
DB00860,D011471
DB00910,D011471
DB00928,D011471
DB00958,D011471
DB00977,D011471
DB00997,D011471
DB01005,D011471
DB01026,D011471
DB01041,D011471
DB01042,D011471
DB01050,D011471
DB01065,D011471
DB01083,D011471
DB01101,D011471
DB01126,D011471
DB01128,D011471
DB01162,D011471
DB01169,D011471
DB01181,D011471
DB01196,D011471
DB01204,D011471
DB01216,D011471
DB01229,D011471
DB01234,D011471
DB01248,D011471
DB01268,D011471
DB01420,D011471
DB01593,D011471
DB01645,D011471
DB02115,D011471
DB02342,D011471
DB02546,D011471
DB02709,D011471
DB03404,D011471
DB03496,D011471
DB04017,D011471
DB04115,D011471
DB04216,D011471
DB04815,D011471
DB04839,D011471
DB04942,D011471
DB04996,D011471
DB05073,D011471
DB05076,D011471
DB05434,D011471
DB05812,D011471
DB06195,D011471
DB06199,D011471
DB06246,D011471
DB06287,D011471
DB06603,D011471
DB06719,D011471
DB06772,D011471
DB06774,D011471
DB06778,D011471
DB06803,D011471
DB07352,D011471
DB07795,D011471
DB08399,D011471
DB08831,D011471
DB08899,D011471
DB08913,D011471
DB09199,D011471
DB09369,D011471
DB11094,D011471
DB11119,D011471
DB11231,D011471
DB11251,D011471
DB11430,D011471
DB11544,D011471
DB11672,D011471
DB11674,D011471
DB11841,D011471
DB11890,D011471
DB12066,D011471
DB12116,D011471
DB12415,D011471
DB12647,D011471
DB12681,D011471
DB12812,D011471
DB13063,D011471
DB13066,D011471
DB13245,D011471
DB13387,D011471
DB13956,D011471
DB14183,D011471
DB14482,D011471
DB14484,D011471
DB14490,D011471
DB15289,D011471
DB15334,D011471
DB15394,D011471
DB00594,D056929
DB00373,D017889
DB00449,D017889
DB00654,D017889
DB01085,D017889
DB00328,D011546
DB00126,D011561
DB14001,D011561
DB14003,D011561
DB14476,D011561
DB14482,D011561
DB14484,D011561
DB14490,D011561
DB00091,D011565
DB00136,D011565
DB00158,D011565
DB00162,D011565
DB00197,D011565
DB00210,D011565
DB00250,D011565
DB00288,D011565
DB00337,D011565
DB00352,D011565
DB00443,D011565
DB00459,D011565
DB00548,D011565
DB00553,D011565
DB00563,D011565
DB00688,D011565
DB00755,D011565
DB00759,D011565
DB00795,D011565
DB00799,D011565
DB00855,D011565
DB00860,D011565
DB00864,D011565
DB00877,D011565
DB00926,D011565
DB00982,D011565
DB00993,D011565
DB01005,D011565
DB01013,D011565
DB01017,D011565
DB01024,D011565
DB01047,D011565
DB01260,D011565
DB01394,D011565
DB01677,D011565
DB02300,D011565
DB04571,D011565
DB04812,D011565
DB04942,D011565
DB08877,D011565
DB08895,D011565
DB11082,D011565
DB11157,D011565
DB11750,D011565
DB12216,D011565
DB12369,D011565
DB13083,D011565
DB13689,D011565
DB00917,D054990
DB04951,D054990
DB06603,D054990
DB00015,D006976
DB00203,D006976
DB00214,D006976
DB00235,D006976
DB00264,D006976
DB00313,D006976
DB00317,D006976
DB00325,D006976
DB00328,D006976
DB00350,D006976
DB00374,D006976
DB00412,D006976
DB00435,D006976
DB00472,D006976
DB00549,D006976
DB00559,D006976
DB00571,D006976
DB00584,D006976
DB00641,D006976
DB00653,D006976
DB00678,D006976
DB00682,D006976
DB00692,D006976
DB00727,D006976
DB00744,D006976
DB00770,D006976
DB00797,D006976
DB00813,D006976
DB00820,D006976
DB00883,D006976
DB00975,D006976
DB01005,D006976
DB01076,D006976
DB01088,D006976
DB01115,D006976
DB01119,D006976
DB01136,D006976
DB01183,D006976
DB01240,D006976
DB01340,D006976
DB01427,D006976
DB02342,D006976
DB02546,D006976
DB02709,D006976
DB03052,D006976
DB03322,D006976
DB04216,D006976
DB05073,D006976
DB05229,D006976
DB05367,D006976
DB05407,D006976
DB06268,D006976
DB06403,D006976
DB06558,D006976
DB06762,D006976
DB08932,D006976
DB09140,D006976
DB12017,D006976
DB12054,D006976
DB12116,D006976
DB12163,D006976
DB12465,D006976
DB00270,D011928
DB00343,D011928
DB00381,D011928
DB00401,D011928
DB00457,D011928
DB00528,D011928
DB00590,D011928
DB00727,D011928
DB01023,D011928
DB01113,D011928
DB01115,D011928
DB01197,D011928
DB00531,D000141
DB00635,D000141
DB09154,D000141
DB00136,D012175
DB00531,D012175
DB00773,D012175
DB00958,D012175
DB01169,D012175
DB06410,D012175
DB00091,D001172
DB00168,D001172
DB00291,D001172
DB00316,D001172
DB00328,D001172
DB00443,D001172
DB00461,D001172
DB00469,D001172
DB00487,D001172
DB00531,D001172
DB00554,D001172
DB00563,D001172
DB00573,D001172
DB00580,D001172
DB00586,D001172
DB00605,D001172
DB00608,D001172
DB00635,D001172
DB00712,D001172
DB00741,D001172
DB00755,D001172
DB00784,D001172
DB00788,D001172
DB00795,D001172
DB00812,D001172
DB00814,D001172
DB00848,D001172
DB00859,D001172
DB00860,D001172
DB00864,D001172
DB00927,D001172
DB00929,D001172
DB00945,D001172
DB00959,D001172
DB00993,D001172
DB00995,D001172
DB01009,D001172
DB01017,D001172
DB01041,D001172
DB01097,D001172
DB01103,D001172
DB01169,D001172
DB01178,D001172
DB01234,D001172
DB01611,D001172
DB01628,D001172
DB02546,D001172
DB02709,D001172
DB03585,D001172
DB04812,D001172
DB04942,D001172
DB05073,D001172
DB06736,D001172
DB06823,D001172
DB08895,D001172
DB09121,D001172
DB09276,D001172
DB11672,D001172
DB11753,D001172
DB11785,D001172
DB11841,D001172
DB12025,D001172
DB12160,D001172
DB12243,D001172
DB12510,D001172
DB13167,D001172
DB13481,D001172
DB13657,D001172
DB13722,D001172
DB14154,D001172
DB14644,D001172
DB00126,D002607
DB14482,D002607
DB14484,D002607
DB14490,D002607
DB00608,D012507
DB00620,D012507
DB00635,D012507
DB00860,D012507
DB00959,D012507
DB00993,D012507
DB01041,D012507
DB01043,D012507
DB01234,D012507
DB00435,D012555
DB01058,D012555
DB01096,D012555
DB06151,D012555
DB06697,D012555
DB06803,D012555
DB14479,D012555
DB00118,D012559
DB00158,D012559
DB00165,D012559
DB00182,D012559
DB00186,D012559
DB00206,D012559
DB00245,D012559
DB00246,D012559
DB00285,D012559
DB00313,D012559
DB00321,D012559
DB00334,D012559
DB00363,D012559
DB00376,D012559
DB00387,D012559
DB00391,D012559
DB00404,D012559
DB00408,D012559
DB00409,D012559
DB00434,D012559
DB00458,D012559
DB00472,D012559
DB00477,D012559
DB00502,D012559
DB00555,D012559
DB00564,D012559
DB00571,D012559
DB00575,D012559
DB00623,D012559
DB00656,D012559
DB00679,D012559
DB00734,D012559
DB00745,D012559
DB00767,D012559
DB00776,D012559
DB00810,D012559
DB00829,D012559
DB00831,D012559
DB00850,D012559
DB00875,D012559
DB00933,D012559
DB01017,D012559
DB01063,D012559
DB01068,D012559
DB01069,D012559
DB01100,D012559
DB01104,D012559
DB01174,D012559
DB01198,D012559
DB01221,D012559
DB01224,D012559
DB01233,D012559
DB01238,D012559
DB01239,D012559
DB01255,D012559
DB01267,D012559
DB01356,D012559
DB01403,D012559
DB01576,D012559
DB01608,D012559
DB01618,D012559
DB01623,D012559
DB01708,D012559
DB03322,D012559
DB04842,D012559
DB04888,D012559
DB05316,D012559
DB05687,D012559
DB06144,D012559
DB06216,D012559
DB06247,D012559
DB06288,D012559
DB06413,D012559
DB08922,D012559
DB09003,D012559
DB09061,D012559
DB09223,D012559
DB09225,D012559
DB11447,D012559
DB11642,D012559
DB12401,D012559
DB12458,D012559
DB12478,D012559
DB12537,D012559
DB12579,D012559
DB12867,D012559
DB13273,D012559
DB13791,D012559
DB14509,D012559
DB00118,D012559
DB00158,D012559
DB00165,D012559
DB00182,D012559
DB00186,D012559
DB00206,D012559
DB00245,D012559
DB00246,D012559
DB00285,D012559
DB00313,D012559
DB00321,D012559
DB00334,D012559
DB00363,D012559
DB00376,D012559
DB00387,D012559
DB00391,D012559
DB00404,D012559
DB00408,D012559
DB00409,D012559
DB00458,D012559
DB00472,D012559
DB00477,D012559
DB00502,D012559
DB00555,D012559
DB00564,D012559
DB00571,D012559
DB00575,D012559
DB00623,D012559
DB00656,D012559
DB00679,D012559
DB00734,D012559
DB00745,D012559
DB00767,D012559
DB00776,D012559
DB00810,D012559
DB00829,D012559
DB00831,D012559
DB00850,D012559
DB00875,D012559
DB00933,D012559
DB01017,D012559
DB01063,D012559
DB01069,D012559
DB01100,D012559
DB01104,D012559
DB01174,D012559
DB01198,D012559
DB01221,D012559
DB01224,D012559
DB01233,D012559
DB01238,D012559
DB01239,D012559
DB01255,D012559
DB01267,D012559
DB01356,D012559
DB01403,D012559
DB01576,D012559
DB01608,D012559
DB01618,D012559
DB01623,D012559
DB01708,D012559
DB03322,D012559
DB04842,D012559
DB04888,D012559
DB05316,D012559
DB05687,D012559
DB06144,D012559
DB06216,D012559
DB06247,D012559
DB06288,D012559
DB06413,D012559
DB08922,D012559
DB09003,D012559
DB09061,D012559
DB09223,D012559
DB09225,D012559
DB11447,D012559
DB11642,D012559
DB12401,D012559
DB12458,D012559
DB12478,D012559
DB12537,D012559
DB12579,D012559
DB12867,D012559
DB13273,D012559
DB13791,D012559
DB14509,D012559
DB00523,D017492
DB00755,D017492
DB00114,D000756
DB00126,D000756
DB00158,D000756
DB00165,D000756
DB00537,D000756
DB00806,D000756
DB01143,D000756
DB01234,D000756
DB06757,D000756
DB14482,D000756
DB14484,D000756
DB14490,D000756
DB00309,D018288
DB00444,D018288
DB00515,D018288
DB00531,D018288
DB00541,D018288
DB00563,D018288
DB00773,D018288
DB01030,D018288
DB01169,D018288
DB01181,D018288
DB00734,D058496
DB00215,D010264
DB00433,D010264
DB00502,D010264
DB00734,D010264
DB00158,D009436
DB00169,D009436
DB00650,D009436
DB01174,D009436
DB01593,D009436
DB01783,D009436
DB02709,D009436
DB04216,D009436
DB04485,D009436
DB04557,D009436
DB04789,D009436
DB05073,D009436
DB06151,D009436
DB06756,D009436
DB09350,D009436
DB11256,D009436
DB12224,D009436
DB13178,D009436
DB14001,D009436
DB14003,D009436
DB14476,D009436
DB14479,D009436
DB00230,D020754
DB00996,D020754
DB00230,D020754
DB00996,D020754
DB00126,D011085
DB00137,D011085
DB00143,D011085
DB00158,D011085
DB00197,D011085
DB00304,D011085
DB00331,D011085
DB00367,D011085
DB00412,D011085
DB00421,D011085
DB00499,D011085
DB00641,D011085
DB00717,D011085
DB00882,D011085
DB00977,D011085
DB01083,D011085
DB01393,D011085
DB01395,D011085
DB01593,D011085
DB02709,D011085
DB04839,D011085
DB05073,D011085
DB11135,D011085
DB13178,D011085
DB14482,D011085
DB14484,D011085
DB14490,D011085
DB00181,D016750
DB00083,D013285
DB01174,D013341
DB00635,D013700
DB00388,D013771
DB00770,D013771
DB00236,D013922
DB00261,D013922
DB00619,D013922
DB00758,D013922
DB00791,D013922
DB00945,D013922
DB01005,D013922
DB01008,D013922
DB01042,D013922
DB04572,D013922
DB05258,D013922
DB00091,D016553
DB00302,D016553
DB00541,D016553
DB00570,D016553
DB00620,D016553
DB00635,D016553
DB00741,D016553
DB00959,D016553
DB00993,D016553
DB01234,D016553
DB01240,D016553
DB01406,D016553
DB00208,D019851
DB00278,D019851
DB00407,D019851
DB00569,D019851
DB00682,D019851
DB00806,D019851
DB00945,D019851
DB01225,D019851
DB01340,D019851
DB00398,C572845
DB00997,C572845
DB01098,D000077273
DB00575,D014029
DB00181,D014103
DB00186,D014103
DB00252,D011225
DB00264,D011225
DB00297,D011225
DB00381,D011225
DB00443,D011225
DB00598,D011225
DB00653,D011225
DB00727,D011225
DB00783,D011225
DB00842,D011225
