Disease,Protein
D003110,Q9UIU0
D006973,Q9UIU0
D010146,Q9UIU0
D004832,Q9NY47
D007247,Q9NY47
D015179,Q86Y37
D001321,Q9BY67
D001943,Q9BY67
D003866,Q9BY67
D001321,Q86UW7
D019966,Q86UW7
D007674,P05937
D001321,P06881
D004487,P06881
D006934,P06881
D006973,P06881
D006976,P06881
D007249,P06881
D008607,P06881
D010003,P06881
D011471,P06881
D014277,P06881
D015179,Q13137
D006934,P30988
D001171,Q9NYG1
D001172,Q9NYG1
D001749,Q8IU99
D000544,Q96HY3
D019970,Q96HY3
D019970,Q96HY3
D008175,P27482
D015179,P27797
D011471,P27797
D001281,Q6IAW5
D001289,Q9NYX4
D019970,Q8IWE0
D019970,Q75LA8
D012559,Q75LA8
D001281,Q4G1A8
D019970,Q16566
D010051,Q8IZW1
D011471,Q8IZW1
D012393,Q96JM3
D002292,Q9BPX3
D015470,Q9BPX3
D008545,P07384
D009369,P07384
D003924,Q9HC96
D008607,Q9HC96
D015470,P17655
D011471,P04632
D002277,Q7L4N0
D002292,Q9BXL7
D003876,Q9BXL7
D016410,Q9BXL7
D011565,Q9BXL6
D002289,P57730
D002294,P57730
D006073,Q9Y2G2
D003324,Q9NXV6
D011565,Q86X55
D001008,Q16568
D019970,Q16568
D009765,Q16568
D002277,Q5JS79
D006967,Q5FBZ0
D007249,Q5FBZ0
D007674,Q5FBZ0
D009103,Q5FBZ0
D009765,Q5FBZ0
D011014,Q5FBZ0
D013226,Q5FBZ0
D008228,Q92851
D008545,Q92851
D013274,Q92851
D002292,P42575
D008607,P42575
D000544,P42574
D002545,P42574
D003093,P42574
D003924,P42574
D003925,P42574
D003929,P42574
D004487,P42574
D009175,P42574
D009203,P42574
D018805,P42574
D013119,P42574
D013226,P42574
D013345,P42574
D012559,P49662
D001943,Q5SVL2
D015470,Q5SVL2
D001943,Q6NVI2
D002289,Q6NVI2
D015179,Q6NVI2
D017449,Q6NVI2
D003924,Q6NVI2
D004487,Q6NVI2
D004938,Q6NVI2
D008175,Q6NVI2
D008545,Q6NVI2
D054198,Q6NVI2
D013226,Q6NVI2
D013274,Q6NVI2
D002545,Q5JRU8
D004487,Q5JRU8
D011471,Q5JRU8
D006934,Q86UN7
D006961,Q86UN7
D006996,Q86UN7
D000544,Q9NQ75
D009336,Q86YM9
D018487,Q86YM9
D001281,Q86V15
D011471,Q86V15
D020521,Q86V15
D000014,Q6IB77
D001172,Q6IB77
D001249,Q6IB77
D001321,Q6IB77
D002545,Q6IB77
D001943,Q6IB77
D002289,Q6IB77
D003924,Q6IB77
D003929,Q6IB77
D004409,Q6IB77
D004487,Q6IB77
D006333,Q6IB77
D006973,Q6IB77
D007022,Q6IB77
D007642,Q6IB77
D007676,Q6IB77
D008180,Q6IB77
D008654,Q6IB77
D009203,Q6IB77
D009336,Q6IB77
D009362,Q6IB77
D009369,Q6IB77
D015663,Q6IB77
D010698,Q6IB77
D011565,Q6IB77
D011654,Q6IB77
D011655,Q6IB77
D012640,Q6IB77
D013226,Q6IB77
D013276,Q6IB77
D001749,Q6IB77
D001281,Q2TNI1
D001943,Q2TNI1
D005902,Q2TNI1
D006973,Q2TNI1
D008175,Q2TNI1
D009362,Q2TNI1
D010051,Q2TNI1
D011471,Q2TNI1
D013274,Q2TNI1
D001172,Q53X57
D001281,Q53X57
D005902,Q53X57
D011471,Q53X57
D015470,Q13951
D006130,P22681
D007248,P22681
D014657,P22681
D009103,Q13191
D012559,P27352
D006976,Q8IUK8
D003110,P16152
D007676,P16152
D011471,P16152
D003924,Q5CCK7
D006973,Q5CCK7
D008228,Q5CCK7
D008545,Q5CCK7
D011471,Q9Y654
D015179,Q6I9T7
D008607,Q6UXH8
D008113,Q9H6E4
D012559,Q6PK04
D000544,Q05CP8
D008545,Q8NA47
D003876,Q76M96
D019966,Q05D28
D003327,Q53HC0
D003924,Q53HC0
D011471,Q5STF0
D000855,Q6FG82
D004409,Q6FG82
D005334,Q6FG82
D005767,Q6FG82
D007249,Q6FG82
D010195,Q6FG82
D012640,Q6FG82
D013276,Q6FG82
D019970,P32239
D009771,P32239
D016584,P32239
D013375,P32239
D004715,P22362
D006976,P22362
D001249,Q6I9T4
D002545,Q6I9T4
D003876,Q6I9T4
D004342,Q6I9T4
D004715,Q6I9T4
D006967,Q6I9T4
D007249,Q6I9T4
D011014,Q6I9T4
D003876,Q92583
D006967,Q92583
D011014,Q92583
D008175,P55774
D017449,Q6IBD6
D006967,Q6IBD6
D011014,Q6IBD6
D001249,P13500
D002545,P13500
D002294,P13500
D003324,P13500
D003424,P13500
D003928,P13500
D064420,P13500
D016889,P13500
D006333,P13500
D006967,P13500
D006973,P13500
D006976,P13500
D007249,P13500
D007676,P13500
D008103,P13500
D009101,P13500
D009765,P13500
D011014,P13500
D012128,P13500
D012559,P13500
D013226,P13500
D013964,P13500
D014397,P13500
D001943,P78556
D003093,P78556
D003110,P78556
D006967,P78556
D009103,P78556
D009362,P78556
D010190,P78556
D011014,P78556
D012871,P78556
D001172,Q5VZ73
D002545,P10147
D003110,P10147
D006967,P10147
D007249,P10147
D013226,P10147
D012871,P16619
D002545,Q7M4M2
D064420,Q7M4M2
D006967,Q7M4M2
D007249,Q7M4M2
D011014,Q7M4M2
D012871,Q7M4M2
D001249,P13501
D003876,P13501
D008105,P13501
D006967,Q7Z7Q8
D011014,Q7Z7Q8
D001172,P80075
D006967,P80075
D011014,P80075
D001172,P20248
D008175,P20248
D012595,P20248
D001172,P29279
D006333,P29279
D006973,P29279
D007247,P29279
D008103,P29279
D008175,P29279
D012595,P29279
D008607,P20248
D002289,P14635
D001932,Q6FI00
D001943,Q6FI00
D002277,Q6FI00
D002294,Q6FI00
D003110,Q6FI00
D015179,Q6FI00
D016889,Q6FI00
D004938,Q6FI00
D006961,Q6FI00
D007680,Q6FI00
D007938,Q6FI00
D008113,Q6FI00
D008175,Q6FI00
D009101,Q6FI00
D011471,Q6FI00
D013274,Q6FI00
D013964,Q6FI00
D001749,Q6FI00
D003110,P30279
D015179,P30279
D003924,P30279
D015470,P30279
D010051,P30279
D011471,P30279
D001943,P24864
D008527,P24864
D010051,P24864
D001749,P24864
D004715,Q8WUE3
D008175,P51959
D001943,P51946
D002277,P51946
D002289,P51946
D003110,P51946
D004938,P51946
D005909,P51946
D008113,P51946
D010051,P51946
D011471,P51946
D003110,Q5U003
D006967,Q5U003
D011014,Q5U003
D013226,P46092
D017449,P41597
D006967,P41597
D011014,P41597
D013226,P41597
D003876,Q96T97
D013226,Q96T97
D002545,Q9ULM6
D008113,Q9ULM6
D058186,Q9UN28
D003110,Q9UN28
D015179,Q9UN28
D003876,Q9UN28
D009362,Q9UN28
D009393,Q9UN28
D014901,Q9UN28
D001172,P51684
D003093,P51684
D006967,P51684
D011014,P51684
D003424,P32248
D013226,P32248
D013226,P51685
D006967,Q9UN87
D011014,Q9UN87
D013226,Q9UN87
D019970,Q9C0I3
D001943,P48643
D058186,Q6IBT3
D013274,Q6IBT3
D001943,Q6YHK3
D015179,Q6YHK3
D001171,P08571
D001249,P08571
D003967,P08571
D004485,P08571
D006073,P08571
D008103,P08571
D000022,Q86VB7
D009765,Q86VB7
D008545,Q9NR16
D001172,Q5JVN7
D009404,Q5JVN7
D013927,Q5JVN7
D000022,Q15762
D015179,Q15762
D004715,Q15762
D008180,Q15762
D010190,P25063
D001172,Q9BZW8
D002100,P26842
D002311,P26842
D014777,P26842
D006967,Q9NZQ7
D008175,Q9NZQ7
D008223,Q9NZQ7
D008545,Q9NZQ7
D010051,Q9NZQ7
D013274,Q9NZQ7
D019966,Q9NZQ7
D011471,Q5ZPR3
D001172,P10747
D001327,P10747
D016410,P10747
D000544,Q9Y5K6
D000544,Q546G0
D015470,Q546G0
D002311,Q13965
D003327,Q13965
D017449,Q13965
D003924,Q13965
D006973,Q13965
D008288,Q13965
D013203,Q13965
D017449,P04234
D008105,P04234
D001172,P07766
D007249,P07766
D017088,Q6LCP8
D001172,Q6P2H9
D001943,Q6P2H9
D006689,Q6P2H9
D009103,Q6P2H9
D009765,Q6P2H9
D013226,Q6P2H9
D000690,Q45QX2
D001327,Q45QX2
D003324,Q45QX2
D006689,Q45QX2
D006967,Q45QX2
D006976,Q45QX2
D008180,Q45QX2
D009336,Q45QX2
D011014,Q45QX2
D058186,Q9P2Z2
D011125,Q9P2Z2
D015470,Q9P2Z2
D015473,Q9P2Z2
D009103,Q9P2Z2
D009362,Q9P2Z2
D009447,Q9P2Z2
D010190,Q9P2Z2
D012871,Q9P2Z2
D013274,Q9P2Z2
D001714,Q08722
D001172,P06127
D015451,P06127
D004715,P08174
D009103,Q9BRW0
D007674,Q6FHM9
D009103,Q8N4Q7
D000022,P34810
D007676,P34810
D009765,P34810
D000022,Q6LAB3
D001168,Q6LAB3
D000022,Q29VG3
D002311,P32970
D014777,P32970
D001943,P04233
D002289,P04233
D008105,P33681
D000022,P27701
D009362,P27701
D001171,Q01151
D001172,Q01151
D012871,Q01151
D009101,P42081
D000022,Q96QR6
D002289,P21926
D015179,P21926
D005909,P21926
D015470,P21926
D008103,P21926
D011471,P21926
D009103,Q8WUE2
D001943,Q71UE9
D007248,Q9UNH5
D011471,P30260
D002277,Q5JYX0
D009336,Q5JYX0
D019966,Q9H5V8
D001943,Q9UM11
D002277,Q9UM11
D002294,Q9UM11
D003093,Q9UM11
D015179,Q9UM11
D016889,Q9UM11
D016481,Q9UM11
D007674,Q9UM11
D008103,Q9UM11
D008654,Q9UM11
D009175,Q9UM11
D009362,Q9UM11
D010051,Q9UM11
D010190,Q9UM11
D011471,Q9UM11
D013274,Q9UM11
D001749,Q9UM11
D001321,Q9Y6N8
D011471,P55289
D002289,P55290
D004938,P55290
D008175,P55290
D011471,P55290
D019966,P55290
D001943,P19022
D009362,P19022
D013226,P19022
D013274,P19022
D015179,Q49AS4
D001943,Q4VAI4
D015179,Q4VAI4
D008105,Q4VAI4
D015179,Q9ULB5
D001321,Q32LY1
D001249,Q6ZTQ4
D011471,Q9NYV4
D009103,Q00537
D008545,P24941
D011471,Q6IAV4
D001932,Q96BE9
D002277,Q96BE9
D013274,Q96BE9
D001172,Q00534
D001281,Q00534
D005909,Q00534
D015470,Q00534
D008527,Q00534
D054198,Q00534
D020521,Q00534
D003924,Q5VV42
D009362,Q92772
D001281,P38936
D003110,P38936
D003928,P38936
D007674,P38936
D008113,P38936
D008175,P38936
D011471,P38936
D013274,P38936
D001749,P38936
D001943,Q708J1
D016481,Q708J1
D007680,Q708J1
D008113,Q708J1
D008175,Q708J1
D008654,Q708J1
D010051,Q708J1
D011471,Q708J1
D012004,Q708J1
D013274,Q708J1
D014594,Q708J1
D004714,P49918
D016889,P49918
D008175,P49918
D008545,P49918
D001932,Q9UPB7
D001943,Q9UPB7
D002289,Q9UPB7
D021441,Q9UPB7
D002294,Q9UPB7
D015179,Q9UPB7
D004938,Q9UPB7
D005901,Q9UPB7
D008113,Q9UPB7
D008175,Q9UPB7
D008223,Q9UPB7
D016410,Q9UPB7
D008545,Q9UPB7
D008654,Q9UPB7
D009101,Q9UPB7
D009369,Q9UPB7
D009447,Q9UPB7
D010190,Q9UPB7
D011041,Q9UPB7
D054198,Q9UPB7
D013274,Q9UPB7
D001749,Q9UPB7
D003324,Q8NIA6
D005901,Q8NIA6
D008113,Q8NIA6
D008223,Q8NIA6
D011041,Q8NIA6
D013274,P55273
D003924,Q16878
D002277,Q92903
D003110,Q99626
D013274,Q99626
D000022,Q3KRG8
D008175,Q3KRG8
D000022,P40199
D010300,P40199
D002294,P49715
D006258,P49715
D007247,P49715
D015470,P49715
D015473,P49715
D009765,P49715
D011225,P49715
D002545,Q9BSC0
D007247,Q9BSC0
D013274,Q9BSC0
D015470,Q504X4
D015473,Q15744
D054198,Q15744
D006973,P08217
D011471,Q5VZZ6
D012559,Q5VZZ6
D003324,Q9HCU4
D004714,Q9HCU4
D001943,P49454
D011471,P49454
D001281,Q05C09
D019966,Q6ZMG9
D002289,Q9Y5P4
D004827,Q9Y5P4
D019970,P23141
D006937,P23141
D008175,P23141
D009765,P23141
D009293,P23141
D019970,Q6IPK9
D064420,Q6IPK9
D012128,Q6UWW8
D006951,Q9H4L8
D006938,Q9H4L8
D006973,Q9H4L8
D015228,Q9H4L8
D012559,Q49A14
D003093,P00751
D008180,P00751
D009157,P00751
D004715,P00746
D006333,P00746
D008589,P00746
D016870,P00746
D008589,Q5TFM2
D001943,P23528
D009362,P23528
D001281,Q549N0
D008585,P27918
D015179,Q9UMN4
D003550,Q9UMN4
D007248,Q9UMN4
D010195,Q9UMN4
D012220,Q9UMN4
D012852,Q9UMN4
D019966,Q9UMN4
D001281,Q96QJ4
D008113,Q99674
D009059,Q13112
D015812,Q6LEN6
D012640,Q6LEN6
D019966,Q9NX63
D015179,Q7Z4M7
D011471,Q7Z4M7
D019966,Q86WJ1
D004827,Q8N677
D011471,Q2TAZ1
D001321,Q05CG6
D016889,Q05CG6
D008175,Q05CG6
D012559,Q05CG6
D013274,Q05CG6
D015179,Q8TDI0
D009447,Q8TDI0
D009447,Q8TD26
D011471,Q8TD26
D001749,Q8TD26
D011471,Q9P2D1
D001008,Q9HCK8
D001321,Q9HCK8
D005767,Q9HCK8
D008607,Q9HCK8
D006333,Q8NE62
D001943,Q6W8P8
D002289,Q96EP1
D016889,Q96EP1
D013274,Q96EP1
D002289,P10645
D010673,P10645
D005909,Q9NY41
D010003,Q9NY41
D012559,Q9NY41
D015470,Q9UKJ5
D008607,Q96FC9
D012559,Q96FC9
D010051,Q96CF2
D015470,Q9NZZ3
D008113,Q75MY2
D010300,Q99653
D012128,Q8WUD6
D002545,Q53XZ3
D004827,Q53XZ3
D012640,Q53XZ3
D001919,Q96RH0
D003929,Q96RH0
D004827,Q96RH0
D019966,Q96RH0
D001750,Q96RH0
D001201,Q96RG9
D008103,Q96RG9
D001745,Q96RG9
D002389,Q96RG8
D014202,Q96RG8
D019970,Q8IVW0
D013375,Q8IVW0
D008175,Q15822
D000437,Q6EWN2
D008175,Q6EWN2
D012640,Q6EWN2
D014029,Q6EWN2
D001289,Q5RLM1
D001321,Q5RLM1
D007249,Q5RLM1
D012640,Q5RLM1
D012893,Q5RLM1
D000437,Q6EWN4
D001008,Q6EWN4
D008175,Q6EWN4
D012640,Q6EWN4
D019966,Q6EWN4
D013375,Q6EWN4
D014029,Q6EWN4
D013375,Q15825
D014029,Q15825
D000544,Q693P7
D001321,Q693P7
D008175,Q693P7
D012640,Q693P7
D013375,Q693P7
D014029,Q693P7
D000544,Q5SXY3
D001008,Q5SXY3
D001289,Q5SXY3
D001321,Q5SXY3
D007249,Q5SXY3
D012893,Q5SXY3
D013375,Q5SXY3
D008175,P30926
D012640,P30926
D013375,P30926
D014029,P30926
D011471,Q8NCH0
D008175,Q7LFX5
D001321,Q562E6
D001289,Q96RK0
D008607,Q96RK0
D009362,Q96RK0
D006333,Q8N5P9
D008113,Q8N5P9
D009765,Q8N5P9
D000224,Q6LC19
D001172,Q6LC19
D020268,Q53XX5
D003924,Q8N5K1
D017449,Q9NSE2
D008288,Q9NSE2
D009369,Q99967
D011471,Q5SYW2
D012512,Q5SYW2
D009203,P12277
D013274,P12277
D003110,P06732
D009203,P06732
D008175,Q9UQC9
D006929,P51788
D013274,Q7Z4M4
D006042,P51795
D006973,P51800
D001249,P56856
D010195,P57739
D011471,Q75L79
D013274,Q75L79
D001943,Q75L80
D016778,Q9Y240
D001172,Q5QGZ9
D000224,Q2KHT3
D008105,Q2KHT3
D008180,Q2KHT3
D009103,Q2KHT3
D006967,Q9UMR7
D001943,Q5SRT3
D009362,Q5SRT3
D010003,Q5SRT3
D010003,Q6FIC5
D011471,Q6FIC5
D013274,Q9UP10
D007249,Q9NWW5
D008545,P54105
D002280,Q96KA5
D002289,Q96KA5
D007945,Q96KA5
D008175,Q96KA5
D011471,Q96KA5
D001749,Q96KA5
D008113,Q9H4D0
D008175,P09497
D058186,Q8IWM0
D000544,Q8IWM0
D001171,Q8IWM0
D064420,Q8IWM0
D007674,Q8IWM0
D008180,Q8IWM0
D008545,Q8IWM0
D010003,Q8IWM0
D011471,Q8IWM0
D012640,Q8IWM0
D001943,Q15846
D006973,Q4FEB5
D009103,Q9Y471
D001943,Q9NRP2
D003924,Q8IY22
D003928,Q96KN2
D008607,Q96KN2
D009461,Q96KN2
D003928,Q96KP4
D004715,Q8TBE1
D003924,Q8WXI2
D002292,Q6FHE4
D002277,Q9BWY6
D011471,Q9BWY6
D008545,Q9NRU3
D001145,Q9H8M5
D007674,Q9H8M5
D012640,Q9H8M5
D015179,Q9BV87
D013274,Q9Y2B0
D001008,Q9BYY6
D001289,Q9BYY6
D019970,Q9BYY6
D016889,Q9BYY6
D004715,Q9BYY6
D004833,Q9BYY6
D006816,Q9BYY6
D007022,Q9BYY6
D008103,Q9BYY6
D009103,Q9BYY6
D009128,Q9BYY6
D009765,Q9BYY6
D010146,Q9BYY6
D010190,Q9BYY6
D010195,Q9BYY6
D012208,Q9BYY6
D012559,Q9BYY6
D012595,Q9BYY6
D012640,Q9BYY6
D013226,Q9BYY6
D013313,Q9BYY6
D019966,Q9BYY6
D013375,Q9BYY6
D001943,P34972
D003866,P34972
D003967,P34972
D016889,P34972
D015212,P34972
D015470,P34972
D008103,P34972
D010190,P34972
D010195,P34972
D012595,P34972
D013313,P34972
D001321,Q9P232
D017449,Q9P232
D001321,Q8IWV2
D006130,Q8IWV2
D001321,Q9UDV4
D004827,Q9UDV4
D010300,Q9UDV4
D012559,Q9UDV4
D001281,Q9UP83
D015812,Q5XNW2
D011471,P39059
D010300,Q5JVU1
D000022,Q9UNF2
D001327,Q9UNF2
D006973,Q9UNF2
D008103,Q9UNF2
D009404,Q9UNF2
D000022,Q7KZ71
D008103,Q7KZ71
D010003,Q7KZ71
D012595,Q7KZ71
D019970,Q96P44
D001168,Q2V4X9
D001172,Q2V4X9
D004487,Q2V4X9
D007249,Q2V4X9
D008545,Q2V4X9
D010003,Q2V4X9
D006937,P02461
D006973,P02461
D008103,P02461
D012559,P02461
D003928,Q14051
D009404,Q14051
D009404,P08572
D000022,Q9UML4
D002277,Q9UML4
D011471,Q9UML4
D000022,Q5PR22
D008103,Q5PR22
D011471,P25940
D000022,Q05BT9
D008175,Q05BT9
D010003,Q6FHW5
D000022,P12111
D001943,Q02388
D002289,Q02388
D015179,Q02388
D019966,Q5KU26
D064420,Q8N668
D006967,Q8N668
D008103,Q8N668
D010003,P49747
D000437,P21964
D001289,P21964
D001321,P21964
D001714,P21964
D001943,P21964
D019970,P21964
D010146,P21964
D016584,P21964
D010673,P21964
D011471,P21964
D012559,P21964
D001321,Q8NHY2
D001168,P53621
D001327,P53621
D004715,P61201
D013274,Q567U8
D002277,P31146
D014376,P31146
D002289,Q9ULV4
D001943,Q14019
D002277,Q9B2W6
D008175,Q14061
D009447,Q9B2U8
D009765,P15954
D058186,Q6NSB2
D001172,Q6NSB2
D001321,Q6NSB2
D003110,Q6NSB2
D003704,Q6NSB2
D064420,Q6NSB2
D020820,Q6NSB2
D008103,Q6NSB2
D008545,Q6NSB2
D010300,Q6NSB2
D011225,Q6NSB2
D011565,Q6NSB2
D012559,Q6NSB2
D015179,Q6NVW5
D000568,Q96IY4
D009765,Q96IY4
D008175,P16870
D009765,P16870
D015451,Q9BZB8
D001714,Q6PUV4
D011618,Q6PUV4
D012559,Q6PUV4
D004715,P14384
D011471,Q05DL8
D017119,P36551
D002292,Q9Y646
D010547,Q5R211
D013274,Q10570
D001943,Q8WZ48
D003924,Q8WZ48
D007676,Q8WZ48
D008113,Q92523
D009290,Q92523
D008545,Q8TCG5
D000544,Q9HC55
D008288,Q9HC55
D016778,Q9HC55
D008180,Q5SR47
D002292,P29762
D008113,P29762
D010051,Q5SYZ4
D002292,Q8IY43
D000014,Q96SW2
D009101,Q96SW2
D019970,Q5U0J5
D009203,Q5U0J5
D009362,Q5U0J5
D013375,Q5U0J5
D011471,Q5T4L2
D001281,Q02930
D002294,Q4G0V0
D011471,Q4G0V0
D001749,Q4G0V0
D001171,Q9BYY5
D017449,Q9BYY5
D003925,Q9BYY5
D009203,Q9BYY5
D000505,P06850
D000544,P06850
D000855,P06850
D001008,P06850
D001919,P06850
D019970,P06850
D003480,P06850
D003866,P06850
D005334,P06850
D007022,P06850
D010146,P06850
D011628,P06850
D012640,P06850
D013036,P06850
D013226,P06850
D013375,P06850
D019970,P24387
D000855,Q8WXR7
D001008,Q8WXR7
D001943,Q8WXR7
D019970,Q8WXR7
D010149,Q8WXR7
D000855,Q99432
D001008,Q99432
D019970,Q99432
D006973,Q99432
D007249,Q99432
D054198,Q9HC73
D001008,Q5VVP7
D001172,Q5VVP7
D003324,Q5VVP7
D003424,Q5VVP7
D006333,Q5VVP7
D006973,Q5VVP7
D015228,Q5VVP7
D007249,Q5VVP7
D007676,Q5VVP7
D007896,Q5VVP7
D007898,Q5VVP7
D008175,Q5VVP7
D008180,Q5VVP7
D008288,Q5VVP7
D009765,Q5VVP7
D011565,Q5VVP7
D013375,Q5VVP7
D013927,Q5VVP7
D015464,Q16526
D015464,Q49AN0
D001327,Q71V83
D014605,Q71V83
D002292,P02511
D002294,P02511
D003110,P02511
D004938,P02511
D011471,P02511
D001327,P43320
D014605,P43320
D008545,Q96QW7
D011471,Q9Y2S2
D006333,Q14894
D006333,Q0QEL2
D009765,Q0QEL2
D001943,P09603
D001943,Q14085
D015470,Q14085
D009362,Q14085
D009369,Q14085
D001172,P04141
D001943,P04141
D002277,P04141
D015179,P04141
D064420,P04141
D006333,P04141
D007249,P04141
D007898,P04141
D015470,P04141
D008113,P04141
D008228,P04141
D008545,P04141
D009101,P04141
D009503,P04141
D010146,P04141
D011014,P04141
D011565,P04141
D012509,P04141
D013921,P04141
D013964,P04141
D020246,P04141
D000022,Q8N4W3
D001943,Q8N4W3
D002277,Q8N4W3
D002289,Q8N4W3
D002311,Q8N4W3
D003866,Q8N4W3
D003967,Q8N4W3
D064420,Q8N4W3
D004938,Q8N4W3
D005334,Q8N4W3
D005767,Q8N4W3
D006261,Q8N4W3
D006258,Q8N4W3
D006333,Q8N4W3
D006689,Q8N4W3
D006932,Q8N4W3
D007674,Q8N4W3
D015470,Q8N4W3
D008113,Q8N4W3
D008228,Q8N4W3
D008545,Q8N4W3
D009101,Q8N4W3
D009362,Q8N4W3
D009503,Q8N4W3
D010146,Q8N4W3
D011041,Q8N4W3
D018805,Q8N4W3
D012983,Q8N4W3
D013203,Q8N4W3
D013921,Q8N4W3
D001749,Q8N4W3
D014594,Q8N4W3
D018487,Q8N4W3
D007964,Q99062
D008180,P41240
D011565,Q96PZ7
D019966,Q96PZ7
D001321,Q7Z407
D002292,Q7Z407
D019966,Q7Z407
D002277,P61201
D002277,Q9UNS2
D002294,Q5U5J2
D002294,P19784
D002294,Q5SRQ6
D002311,Q96S65
D000022,Q8WYN3
D019966,Q8WYN3
D004714,P21291
D011471,P21291
D019966,P50461
D011471,P01037
D013274,P01037
D058186,P01034
D000544,P01034
D064420,P01034
D007674,P01034
D015470,P01034
D011041,P01034
D001943,Q6IBD2
D002289,Q6IBD2
D008545,Q6IBD2
D011471,Q6IBD2
D005909,P01040
D009362,P01040
D005909,Q76LA1
D015179,Q6IP95
D011471,P56545
D016410,P49711
D006937,Q16619
D007022,Q16619
D007674,Q16619
D009336,Q16619
D009765,Q16619
D008545,Q96IQ7
D001171,Q6GR94
D001172,Q6GR94
D001249,Q6GR94
D006086,Q6GR94
D008180,Q6GR94
D016410,Q6GR94
D008545,Q6GR94
D015470,Q16370
D013274,Q49AD3
D001249,Q8WW10
D019966,Q8WW10
D001943,P35222
D002311,P35222
D003110,P35222
D015179,P35222
D008103,P35222
D008113,P35222
D008175,P35222
D008527,P35222
D009362,P35222
D010051,P35222
D010190,P35222
D011471,P35222
D013964,P35222
D018487,P35222
D005909,Q9UQB3
D002292,Q8TAC7
D005909,Q8TAC7
D009336,Q8TAC7
D011471,Q8TAC7
D017449,P53634
D013274,P53634
D001172,P07339
D002292,P07339
D003928,P07339
D007674,P07339
D010003,P07339
D011471,P07339
D015470,Q6IBC3
D005909,Q6FHN2
D010003,Q6FHN2
D013274,Q9HBQ7
D009765,P25774
D015470,Q9UBR2
D001171,Q14247
D002294,Q14247
D001943,Q7Z7A3
D009362,Q7Z7A3
D001943,Q2VPK5
D009362,Q2VPK5
D008545,Q96RV0
D008545,Q53S54
D011471,Q53S54
D001281,Q13619
D001943,Q93034
D001321,Q14999
D002292,Q14999
D008175,Q9H720
D006967,Q6I9S9
D011014,Q6I9S9
D011471,Q6I9S9
D003327,P49238
D001171,P09341
D006967,P09341
D008113,P09341
D011014,P09341
D000022,P02778
D002545,P02778
D003110,P02778
D003876,P02778
D008105,P02778
D013964,P02778
D001943,P48061
D003324,P48061
D003872,P48061
D009362,P48061
D011471,P48061
D018487,P48061
D004715,Q53X90
D001172,P19875
D001943,P19875
D017449,P19875
D004938,P19875
D006333,P19875
D006973,P19875
D007249,P19875
D010003,P19875
D012871,P19875
D001943,P19876
D012871,P19876
D006967,Q6I9S7
D011014,Q6I9S7
D001172,P80162
D010003,P80162
D000789,P10145
D001172,P10145
D001943,P10145
D002100,P10145
D002289,P10145
D002294,P10145
D003093,P10145
D015179,P10145
D064420,P10145
D004487,P10145
D016889,P10145
D004942,P10145
D015818,P10145
D005334,P10145
D005764,P10145
D005909,P10145
D006333,P10145
D006976,P10145
D007249,P10145
D007634,P10145
D007898,P10145
D010051,P10145
D010148,P10145
D010190,P10145
D010391,P10145
D011018,P10145
D011471,P10145
D013203,P10145
D013274,P10145
D013964,P10145
D014029,P10145
D001749,P10145
D001943,Q07325
D004715,Q07325
D006967,Q07325
D008105,Q07325
D011014,Q07325
D001171,Q6LCZ7
D003093,Q6LCZ7
D006967,Q6LCZ7
D006973,Q6LCZ7
D011014,Q6LCZ7
D018805,Q6LCZ7
D001327,P49682
D003876,P49682
D006967,P49682
D007249,P49682
D011014,P49682
D020521,P49682
D001171,Q5MIL4
D001172,Q5MIL4
D001943,Q5MIL4
D009362,Q5MIL4
D008105,Q2YD84
D004715,P00167
D009765,P00167
D012128,P00167
D003490,P00387
D003924,Q86SL0
D006973,Q86SL0
D007676,Q86SL0
D008103,Q86SL0
D001172,P04839
D006333,P04839
D006973,P04839
D007674,P04839
D007676,P04839
D002545,P99999
D009765,P99999
D013921,P99999
D008105,Q8WWM9
D002289,Q9NQC7
D008088,Q9NQC7
D000309,Q2HZF3
D016889,Q2HZF3
D012640,Q2HZF3
D006929,Q16316
D011471,Q16316
D000312,Q1HB44
D000568,Q1HB44
D001943,Q1HB44
D006974,Q1HB44
D007006,Q1HB44
D007247,Q1HB44
D007248,Q1HB44
D011471,Q1HB44
D001749,Q1HB44
D000568,Q8IYG4
D001321,Q8IYG4
D001943,Q8IYG4
D004715,Q8IYG4
D004938,Q8IYG4
D007006,Q8IYG4
D007247,Q8IYG4
D009362,Q8IYG4
D011471,Q8IYG4
D000022,Q5J9B1
D001919,Q5J9B1
D001943,Q5J9B1
D017449,Q5J9B1
D003876,Q5J9B1
D006967,Q5J9B1
D006973,Q5J9B1
D007248,Q5J9B1
D007680,Q5J9B1
D016491,Q5J9B1
D011471,Q5J9B1
D002294,P05177
D015179,P05177
D003924,P05177
D064420,P05177
D006130,P05177
D008103,P05177
D008175,P05177
D017119,P05177
D054198,P05177
D001943,Q53TK1
D002294,Q53TK1
D015179,Q53TK1
D008175,Q53TK1
D008545,Q53TK1
D009765,Q53TK1
D010051,Q53TK1
D054198,Q53TK1
D011471,Q53TK1
D000022,Q07973
D001943,Q07973
D006934,Q07973
D008175,Q07973
D009059,Q9NR63
D009765,Q9NR63
D008103,Q96T86
D006934,Q9UP42
D018288,P11509
D015179,P11509
