Drug,Disease
DB00860,D015212
DB00993,D015212
DB01014,D015212
DB01033,D015212
DB01222,D015212
DB01250,D015212
DB00262,D008228
DB00290,D008228
DB00444,D008228
DB00541,D008228
DB00563,D008228
DB00987,D008228
DB01073,D008228
DB01204,D008228
DB00776,C564847
DB00794,C564847
DB00909,C564847
DB00996,C564847
DB00541,D018232
DB00563,D018232
DB00851,D018232
DB00997,D018232
DB01042,D018232
DB00357,C535865
DB00787,C535865
DB00882,D053713
DB00290,C563236
DB00515,C563236
DB00563,C563236
DB00570,C563236
DB00773,C563236
DB01181,C563236
DB00692,D013915
DB01148,D013915
DB01210,D013915
DB01225,D013915
DB00279,D006111
DB00451,D006111
DB00550,D006111
DB00763,D006111
DB00242,C536928
DB00255,C536928
DB00262,C536928
DB00282,C536928
DB00307,C536928
DB00399,C536928
DB00445,C536928
DB00515,C536928
DB00541,C536928
DB00544,C536928
DB00552,C536928
DB00563,C536928
DB00570,C536928
DB00619,C536928
DB00635,C536928
DB00642,C536928
DB00694,C536928
DB00755,C536928
DB00762,C536928
DB00773,C536928
DB00848,C536928
DB00851,C536928
DB00853,C536928
DB00860,C536928
DB00958,C536928
DB00959,C536928
DB00987,C536928
DB00997,C536928
DB01005,C536928
DB01008,C536928
DB01030,C536928
DB01073,C536928
DB01101,C536928
DB01143,C536928
DB01169,C536928
DB01181,C536928
DB01234,C536928
DB01248,C536928
DB01254,C536928
DB01259,C536928
DB02546,C536928
DB00162,C567296
DB00136,C562794
DB00146,C562794
DB00153,C562794
DB00169,C562794
DB01070,C562794
DB00136,C535393
DB00163,C535393
DB00035,D056729
DB00152,D020915
DB00859,D006527
DB00324,C536746
DB00635,D000326
DB00216,D020326
DB00273,D020326
DB00320,D020326
DB00373,D020326
DB00434,D020326
DB00571,D020326
DB00669,D020326
DB00696,D020326
DB08907,D003922
DB00490,C564714
DB01065,D001321
DB00776,C564505
DB00794,C564505
DB00909,C564505
DB00996,C564505
DB01202,C564505
DB00334,D020817
DB00734,D020817
DB01255,D020817
DB01065,D001321
DB01065,D001321
DB00191,D015794
DB00397,D015794
DB00865,D015794
DB01083,D015794
DB01105,D015794
DB01577,D015794
DB01579,D015794
DB00338,C580192
DB00501,C580192
DB00585,C580192
DB00604,C580192
DB00635,C580192
DB00804,C580192
DB00860,C580192
DB00863,C580192
DB00927,C580192
DB00035,D003919
DB00380,D056889
DB00136,C562782
DB00146,C562782
DB00153,C562782
DB00169,C562782
DB01070,C562782
DB00465,C536085
DB00586,C536085
DB00273,C567924
DB01080,C567924
DB01174,C564118
DB00437,C562901
DB00706,C562901
DB00988,C562901
DB00286,D016649
DB00655,D016649
DB00783,D016649
DB00977,D016649
DB00434,C536692
DB00536,C536692
DB00682,D017241
DB00758,D017241
DB00806,D017241
DB01219,D017241
DB00268,C564015
DB00323,C564015
DB00376,C564015
DB00387,C564015
DB00392,C564015
DB00413,C564015
DB00424,C564015
DB00494,C564015
DB00589,C564015
DB00714,C564015
DB00989,C564015
DB01037,C564015
DB01173,C564015
DB01186,C564015
DB01235,C564015
DB05271,C564015
DB00136,C564005
DB00146,C564005
DB00153,C564005
DB00169,C564005
DB01070,C564005
DB00346,D011470
DB00457,D011470
DB00590,D011470
DB00706,D011470
DB01162,D011470
DB01216,D011470
DB00268,D020734
DB00323,D020734
DB00376,D020734
DB00387,D020734
DB00392,D020734
DB00413,D020734
DB00424,D020734
DB00494,D020734
DB00589,D020734
DB00714,D020734
DB00989,D020734
DB01037,D020734
DB01173,D020734
DB01186,D020734
DB01235,D020734
DB05271,D020734
DB00776,D004832
DB00794,D004832
DB00909,D004832
DB00996,D004832
DB01202,D004832
DB00213,D016481
DB00338,D016481
DB00448,D016481
DB00585,D016481
DB00736,D016481
DB00759,D016481
DB00927,D016481
DB01129,D016481
DB01165,D016481
DB08907,C563959
DB00214,C563949
DB00384,C563949
DB00421,C563949
DB00436,C563949
DB00635,C563949
DB00695,C563949
DB00804,C563949
DB00808,C563949
DB00819,C563949
DB00860,C563949
DB00880,C563949
DB00887,C563949
DB00903,C563949
DB00999,C563949
DB01197,C563949
DB01234,C563949
DB01406,C563949
DB01219,C535697
DB00222,C563933
DB00284,C563933
DB00331,C563933
DB00412,C563933
DB00414,C563933
DB00491,C563933
DB00672,C563933
DB00731,C563933
DB00839,C563933
DB00912,C563933
DB01016,C563933
DB01029,C563933
DB01067,C563933
DB01124,C563933
DB01132,C563933
DB01261,C563933
DB00035,D053206
DB00458,D053206
DB00540,D053206
DB00248,D010911
DB01327,D002764
DB00180,D001249
DB00221,D001249
DB00277,D001249
DB00332,D001249
DB00394,D001249
DB00471,D001249
DB00588,D001249
DB00651,D001249
DB00668,D001249
DB00716,D001249
DB00744,D001249
DB00764,D001249
DB00816,D001249
DB00852,D001249
DB00871,D001249
DB00938,D001249
DB00983,D001249
DB01001,D001249
DB01003,D001249
DB01064,D001249
DB01222,D001249
DB01223,D001249
DB01291,D001249
DB01364,D001249
DB00035,C563439
DB00458,C563439
DB00540,C563439
DB00928,C563407
DB01262,C563407
DB00181,C563401
DB00371,C563401
DB00575,C563401
DB00697,C563401
DB00829,C563401
DB00924,C563401
DB01219,C563401
DB08907,C563371
DB08907,C563352
DB00175,D000083242
DB00393,D000083242
DB00682,D000083242
DB00758,D000083242
DB00806,D000083242
DB00945,D000083242
DB00975,D000083242
DB01219,D000083242
DB00014,C537243
DB00286,C537243
DB01196,C537243
DB00541,C566652
DB01234,C566652
DB01406,C566652
DB00276,D015470
DB00352,D015470
DB00541,D015470
DB00563,D015470
DB00619,D015470
DB00694,D015470
DB00982,D015470
DB00987,D015470
DB00997,D015470
DB01008,D015470
DB01177,D015470
DB01204,D015470
DB01254,D015470
DB08901,D015470
DB00191,D009765
DB00397,D009765
DB00865,D009765
DB00937,D009765
DB01083,D009765
DB01105,D009765
DB01577,D009765
DB01579,D009765
DB08907,C566645
DB00287,D005902
DB00373,D005902
DB00388,D005902
DB00449,D005902
DB00484,D005902
DB00654,D005902
DB00668,D005902
DB00869,D005902
DB00905,D005902
DB01194,D005902
DB01214,D005902
DB00635,D008180
DB00860,D008180
DB00945,D008180
DB01611,D008180
DB01219,C535698
DB01219,C535699
DB08907,C566603
DB08907,C566602
DB00437,D007896
DB01167,D007896
DB00399,D010001
DB00630,D010001
DB00884,D010001
DB01077,D010001
DB01133,D010001
DB00163,C566578
DB00382,C566578
DB00674,C566578
DB00843,C566578
DB00989,C566578
DB01037,C566578
DB01043,C566578
DB08824,C536546
DB00268,C566552
DB00323,C566552
DB00376,C566552
DB00387,C566552
DB00392,C566552
DB00413,C566552
DB00424,C566552
DB00494,C566552
DB00589,C566552
DB00714,C566552
DB00989,C566552
DB01037,C566552
DB01173,C566552
DB01186,C566552
DB01235,C566552
DB05271,C566552
DB00276,D004915
DB00619,D004915
DB00997,D004915
DB01008,D004915
DB01177,D004915
DB01254,D004915
DB08901,D004915
DB00328,C566530
DB01197,C566530
DB00253,C566404
DB00271,C566404
DB00283,C566404
DB00337,C566404
DB00341,C566404
DB00342,C566404
DB00394,C566404
DB00427,C566404
DB00434,C566404
DB00443,C566404
DB00455,C566404
DB00557,C566404
DB00588,C566404
DB00591,C566404
DB00620,C566404
DB00635,C566404
DB00663,C566404
DB00719,C566404
DB00741,C566404
DB00748,C566404
DB00751,C566404
DB00759,C566404
DB00764,C566404
DB00768,C566404
DB00835,C566404
DB00852,C566404
DB00864,C566404
DB00873,C566404
DB00920,C566404
DB00950,C566404
DB00967,C566404
DB00972,C566404
DB01069,C566404
DB01071,C566404
DB01084,C566404
DB01106,C566404
DB01142,C566404
DB01146,C566404
DB01234,C566404
DB01246,C566404
DB01410,C566404
DB01620,C566404
DB08799,C566404
DB08800,C566404
DB08801,C566404
DB08802,C566404
DB08803,C566404
DB08835,C566404
DB08906,C566404
DB08907,C566395
DB00763,D006111
DB00482,C565798
DB00500,C565798
DB00563,C565798
DB00945,C565798
DB01050,C565798
DB00199,C536253
DB00210,C536253
DB00421,C536253
DB00440,C536253
DB00548,C536253
DB00717,C536253
DB00755,C536253
DB00759,C536253
DB00936,C536253
DB00957,C536253
DB00977,C536253
DB00982,C536253
DB01017,C536253
DB01395,C536253
DB00776,D020190
DB00794,D020190
DB00909,D020190
DB00996,D020190
DB01202,D020190
DB00273,D004831
DB01080,D004831
DB00163,C565728
DB00313,C565728
DB00382,C565728
DB00674,C565728
DB00843,C565728
DB00989,C565728
DB01043,C565728
DB00635,D008180
DB00860,D008180
DB00945,D008180
DB01611,D008180
DB00635,D008180
DB00860,D008180
DB00945,D008180
DB01611,D008180
DB00163,C565325
DB00382,C565325
DB00674,C565325
DB00843,C565325
DB00989,C565325
DB01037,C565325
DB01043,C565325
DB00253,C565292
DB00271,C565292
DB00283,C565292
DB00337,C565292
DB00341,C565292
DB00342,C565292
DB00394,C565292
DB00427,C565292
DB00434,C565292
DB00443,C565292
DB00455,C565292
DB00557,C565292
DB00588,C565292
DB00620,C565292
DB00635,C565292
DB00663,C565292
DB00719,C565292
DB00741,C565292
DB00748,C565292
DB00751,C565292
DB00759,C565292
DB00764,C565292
DB00768,C565292
DB00835,C565292
DB00852,C565292
DB00864,C565292
DB00873,C565292
DB00920,C565292
DB00950,C565292
DB00967,C565292
DB00972,C565292
DB01069,C565292
DB01071,C565292
DB01084,C565292
DB01106,C565292
DB01146,C565292
DB01234,C565292
DB01246,C565292
DB01410,C565292
DB01620,C565292
DB08799,C565292
DB08800,C565292
DB08801,C565292
DB08802,C565292
DB08803,C565292
DB08835,C565292
DB08906,C565292
DB00253,C565291
DB00271,C565291
DB00283,C565291
DB00337,C565291
DB00341,C565291
DB00342,C565291
DB00394,C565291
DB00427,C565291
DB00434,C565291
DB00443,C565291
DB00455,C565291
DB00557,C565291
DB00588,C565291
DB00620,C565291
DB00635,C565291
DB00663,C565291
DB00719,C565291
DB00741,C565291
DB00748,C565291
DB00751,C565291
DB00759,C565291
DB00764,C565291
DB00768,C565291
DB00835,C565291
DB00852,C565291
DB00864,C565291
DB00873,C565291
DB00920,C565291
DB00950,C565291
DB00967,C565291
DB00972,C565291
DB01069,C565291
DB01071,C565291
DB01084,C565291
DB01106,C565291
DB01146,C565291
DB01234,C565291
DB01246,C565291
DB01410,C565291
DB01620,C565291
DB08799,C565291
DB08800,C565291
DB08801,C565291
DB08802,C565291
DB08803,C565291
DB08835,C565291
DB08906,C565291
DB00398,C535516
DB00399,C535516
DB00441,C535516
DB00603,C535516
DB01005,C535516
DB01268,C535516
DB01590,C535516
DB06287,C535516
DB00182,D009290
DB00745,D009290
DB01440,D009290
DB00253,C565280
DB00271,C565280
DB00283,C565280
DB00337,C565280
DB00341,C565280
DB00342,C565280
DB00394,C565280
DB00427,C565280
DB00434,C565280
DB00443,C565280
DB00455,C565280
DB00557,C565280
DB00588,C565280
DB00620,C565280
DB00635,C565280
DB00663,C565280
DB00719,C565280
DB00741,C565280
DB00748,C565280
DB00751,C565280
DB00759,C565280
DB00764,C565280
DB00768,C565280
DB00835,C565280
DB00852,C565280
DB00864,C565280
DB00873,C565280
DB00920,C565280
DB00950,C565280
DB00967,C565280
DB00972,C565280
DB01069,C565280
DB01071,C565280
DB01084,C565280
DB01106,C565280
DB01146,C565280
DB01234,C565280
DB01246,C565280
DB01410,C565280
DB01620,C565280
DB08799,C565280
DB08800,C565280
DB08801,C565280
DB08802,C565280
DB08803,C565280
DB08835,C565280
DB08906,C565280
DB00583,D056693
DB00268,C565238
DB00323,C565238
DB00376,C565238
DB00387,C565238
DB00392,C565238
DB00413,C565238
DB00424,C565238
DB00494,C565238
DB00589,C565238
DB00714,C565238
DB00989,C565238
DB01037,C565238
DB01173,C565238
DB01186,C565238
DB01235,C565238
DB05271,C565238
DB00273,C535500
DB00313,C535500
DB00349,C535500
DB00555,C535500
DB01068,C535500
DB06201,C535500
DB00163,C564676
DB00434,C564676
DB01268,D046152
DB08896,D046152
DB00434,C535428
DB00163,C536596
DB00382,C536596
DB00674,C536596
DB00843,C536596
DB00989,C536596
DB01037,C536596
DB01043,C536596
DB00268,D010300
DB00323,D010300
DB00376,D010300
DB00387,D010300
DB00392,D010300
DB00413,D010300
DB00424,D010300
DB00494,D010300
DB00589,D010300
DB00714,D010300
DB00989,D010300
DB01037,D010300
DB01173,D010300
DB01186,D010300
DB01235,D010300
DB05271,D010300
DB00283,D065631
DB00341,D065631
DB00342,D065631
DB00394,D065631
DB00405,D065631
DB00427,D065631
DB00434,D065631
DB00455,D065631
DB00588,D065631
DB00620,D065631
DB00635,D065631
DB00719,D065631
DB00748,D065631
DB00764,D065631
DB00835,D065631
DB00852,D065631
DB00873,D065631
DB00950,D065631
DB00967,D065631
DB00972,D065631
DB01071,D065631
DB01106,D065631
DB01114,D065631
DB01146,D065631
DB01222,D065631
DB01237,D065631
DB01410,D065631
DB01620,D065631
DB08800,D065631
DB08801,D065631
DB08906,D065631
DB00200,D002446
DB00860,D002446
DB00181,C537217
DB01219,C537217
DB01065,D001321
DB00770,D004374
DB01050,D004374
DB00122,C537583
DB00328,C537583
DB00482,C537583
DB00500,C537583
DB00554,C537583
DB00573,C537583
DB00586,C537583
DB00605,C537583
DB00712,C537583
DB00749,C537583
DB00788,C537583
DB00814,C537583
DB00861,C537583
DB00945,C537583
DB00991,C537583
DB01009,C537583
DB01050,C537583
DB01068,C537583
DB01296,C537583
DB00216,D020325
DB00176,D052018
DB00273,D052018
DB00285,D052018
DB00472,D052018
DB00780,D052018
DB00216,D020326
DB00320,D020326
DB00669,D020326
DB00952,D020326
DB00953,D020326
DB00998,D020326
DB00216,D020325
DB00216,D020326
DB00204,C563817
DB00264,C563817
DB00308,C563817
DB00343,C563817
DB00390,C563817
DB00489,C563817
DB00575,C563817
DB00661,C563817
DB00682,C563817
DB00908,C563817
DB01035,C563817
DB01125,C563817
DB01136,C563817
DB01182,C563817
DB01195,C563817
DB00419,D052537
DB00419,C536119
DB00776,C562694
DB00794,C562694
DB00909,C562694
DB00996,C562694
DB01202,C562694
DB00776,D004832
DB00794,D004832
DB00909,D004832
DB00996,D004832
DB01202,D004832
DB00776,C565811
DB00794,C565811
DB00909,C565811
DB00996,C565811
DB01202,C565811
DB00776,C562694
DB00794,C562694
DB00909,C562694
DB00996,C562694
DB01202,C562694
DB00619,D017681
DB00268,C564345
DB00323,C564345
DB00376,C564345
DB00387,C564345
DB00392,C564345
DB00413,C564345
DB00424,C564345
DB00494,C564345
DB00589,C564345
DB00714,C564345
DB00989,C564345
DB01037,C564345
DB01173,C564345
DB01186,C564345
DB01235,C564345
DB05271,C564345
DB00163,C564330
DB00382,C564330
DB00674,C564330
DB00843,C564330
DB00989,C564330
DB01037,C564330
DB01043,C564330
DB00122,D010003
DB00141,D010003
DB00193,D010003
DB00328,D010003
DB00461,D010003
DB00469,D010003
DB00482,D010003
DB00500,D010003
DB00554,D010003
DB00573,D010003
DB00586,D010003
DB00605,D010003
DB00712,D010003
DB00749,D010003
DB00784,D010003
DB00788,D010003
DB00814,D010003
DB00861,D010003
DB00939,D010003
DB00945,D010003
DB00991,D010003
DB01009,D010003
DB01050,D010003
DB01068,D010003
DB01283,D010003
DB01296,D010003
DB01399,D010003
DB01628,D010003
DB00419,C564306
DB00167,D001925
DB00215,D001925
DB00433,D001925
DB00734,D001925
DB01065,D001321
DB00316,C564296
DB00318,C564296
DB00327,C564296
DB00388,C564296
DB00397,C564296
DB00514,C564296
DB00852,C564296
DB00868,C564296
DB00907,C564296
DB00956,C564296
DB01069,C564296
DB01075,C564296
DB01551,C564296
DB00776,C535499
DB00794,C535499
DB00909,C535499
DB00996,C535499
DB01202,C535499
DB01174,C564274
DB00236,D015464
DB00619,D015464
DB01008,D015464
DB01254,D015464
DB04865,D015464
DB04868,D015464
DB08901,D015464
DB01012,D010282
DB00227,C564258
DB00381,C564258
DB00722,C564258
DB00775,C564258
DB00790,C564258
DB00883,C564258
DB01020,C564258
DB00635,D008180
DB00860,D008180
DB00945,D008180
DB01611,D008180
DB00482,C563924
DB00204,C538261
DB00264,C538261
DB00308,C538261
DB00343,C538261
DB00390,C538261
DB00489,C538261
DB00661,C538261
DB00682,C538261
DB00908,C538261
DB01035,C538261
DB00177,C563897
DB00178,C563897
DB00187,C563897
DB00195,C563897
DB00206,C563897
DB00214,C563897
DB00226,C563897
DB00264,C563897
DB00270,C563897
DB00275,C563897
DB00310,C563897
DB00325,C563897
DB00343,C563897
DB00350,C563897
DB00373,C563897
DB00381,C563897
DB00401,C563897
DB00421,C563897
DB00436,C563897
DB00457,C563897
DB00492,C563897
DB00519,C563897
DB00521,C563897
DB00524,C563897
DB00542,C563897
DB00571,C563897
DB00575,C563897
DB00584,C563897
DB00590,C563897
DB00594,C563897
DB00598,C563897
DB00622,C563897
DB00657,C563897
DB00661,C563897
DB00678,C563897
DB00691,C563897
DB00692,C563897
DB00695,C563897
DB00722,C563897
DB00796,C563897
DB00800,C563897
DB00808,C563897
DB00876,C563897
DB00880,C563897
DB00881,C563897
DB00887,C563897
DB00903,C563897
DB00960,C563897
DB00966,C563897
DB00968,C563897
DB00999,C563897
DB01018,C563897
DB01023,C563897
DB01029,C563897
DB01088,C563897
DB01115,C563897
DB01136,C563897
DB01162,C563897
DB01170,C563897
DB01189,C563897
DB01193,C563897
DB01197,C563897
DB01203,C563897
DB01244,C563897
DB01258,C563897
DB01275,C563897
DB01359,C563897
DB04861,C563897
DB01065,D001321
DB00460,C563838
DB00699,C563838
DB00163,C563834
DB00382,C563834
DB00674,C563834
DB00843,C563834
DB00989,C563834
DB01037,C563834
DB01043,C563834
