Disease,Disease,Similarity_Score
C537057,C565494,0.474398107
C537057,D000075262,0.00204793
C537057,D012614,0.007988838
C537057,D005058,0
C537057,C538603,0.341268857
C537057,D011559,0.400773865
C537057,D007918,0.035778448
C537057,D006646,0.025823457
C537057,C565441,0.296904643
C537057,D054221,0.369747689
C537057,C565429,0.036271912
C537057,C565423,0.355499102
C537057,D010505,0.304196217
C537057,C536988,0.301636596
C537057,D009157,0.24314524
C537057,D009182,0.017973293
C537057,D055728,0.019391615
C537057,D009101,0.039104406
C537057,D020190,0.601858353
C537057,D020194,0.532542505
C537057,D009230,0.246759568
C537057,D009404,0.029288365
C537057,D009447,0.035856571
C537057,D052536,0.2680856
C537057,D052556,0.310114293
C537057,C536420,1
C537057,D012516,0.049107733
C537057,C535282,0.725223273
C537057,C564906,0.325390404
C537057,C564899,0.429370397
C537057,C564894,0.442531366
C537057,C538556,0.331802042
C537057,C537286,0.41162549
C537057,D011087,0.019267394
C537057,D053579,0.242888298
C537057,C562688,0.269872424
C537057,C564862,0.038260831
C537057,D015212,0.052697801
C537057,D008228,0.057535036
C537057,C564847,1
C537057,D018232,0
C537057,C535865,0.744942947
C537057,D053713,0.006288725
C537057,C563236,0.076786361
C537057,D013915,0.264913536
C537057,D006111,0.031020149
C537057,C536928,0.491194656
C537057,C562794,0.269872424
C537057,C535393,0.426516045
C537057,D056729,0.217359457
C537057,D020915,0.486372913
C537057,D006527,0.351415521
C537057,C536746,1
C537057,D000326,0.598349973
C537057,D020326,0.345639598
C537057,D003922,0.045496302
C537057,C564714,0.398441307
C537057,D015794,0.246472583
C537057,C580192,0.390151812
C537057,D003919,0.081255046
C537057,D056889,0.298943451
C537057,C536085,1
C537057,C567924,0.657797761
C537057,C564118,0.277107961
C537057,C562901,0.371974957
C537057,D016649,0.009460544
C537057,C536692,0.644447029
C537057,D017241,0.322984632
C537057,C564015,0.433252267
C537057,C564005,0.269872424
C537057,D011470,0.032441244
C537057,D020734,0.473184869
C537057,D004832,0.661320779
C537057,D016481,0.035862076
C537057,C563959,0.045496302
C537057,C563949,0.358271337
C537057,C535697,0.175682572
C537057,C563933,0.05068087
C537057,D053206,0.001643899
C537057,D010911,0.396920079
C537057,D002764,0.030052315
C537057,D001249,0.05130989
C537057,C563439,0.001643899
C537057,C563401,0.479375051
C537057,C563371,0.045496302
C537057,C563352,0.045496302
C537057,C537243,0.05080203
C537057,C566652,0.353519834
C537057,D015470,0.045014239
C537057,D009765,0.35777335
C537057,C566645,0.045496302
C537057,D005902,0.028103156
C537057,D008180,0.303661407
C537057,C535698,0.175682572
C537057,C535699,0.175682572
C537057,C566603,0.045496302
C537057,C566602,0.045496302
C537057,D007896,0.342065403
C537057,D010001,0.332346957
C537057,C566578,0.453329498
C537057,C536546,0.429774876
C537057,C566552,0.433252267
C537057,D004915,0.019130839
C537057,C566530,0.406088072
C537057,C566404,0.341483189
C537057,C566395,0.045496302
C537057,D006111,0.031020149
C537057,C565798,0.328185277
C537057,C536253,0.363522826
C537057,D020190,0.601858353
C537057,D004831,0.677978333
C537057,C565728,0.453329498
C537057,D008180,0.303661407
C537057,D008180,0.303661407
C537057,C565325,0.453329498
C537057,C565292,0.341483189
C537057,C565291,0.341483189
C537057,C535516,0.400998544
C537057,D009290,0.261754843
C537057,C565280,0.341483189
C537057,D056693,0.235523944
C537057,C565238,0.433252267
C537057,C535500,0.584784024
C537057,C564676,0.479375051
C537057,D046152,0.030579192
C537057,C535428,0.002998964
C537057,C536596,0.453329498
C537057,D010300,0.433252267
C537057,D065631,0.039602323
C537057,D002446,0.031510365
C537057,C537217,0.353519834
C537057,D004374,0.403997972
C537057,C537583,0.488867677
C537057,D020325,0.362573526
C537057,D020326,0.345639598
C537057,D020325,0.362573526
C537057,D020326,0.345639598
C537057,C563817,0.216026841
C537057,D052537,0.273558183
C537057,C536119,0.310114293
C537057,C562694,0.769219642
C537057,D004832,0.661320779
C537057,C565811,0.769219642
C537057,C562694,0.769219642
C537057,D017681,0.011732765
C537057,C564345,0.433252267
C537057,C564330,0.535090983
C537057,D010003,0.378188559
C537057,C564306,0.355535429
C537057,D001925,0.485090801
C537057,C564296,0.380768667
C537057,C535499,0.611192531
C537057,C564274,0.608158818
C537057,D015464,0.033257236
C537057,D010282,0.022029324
C537057,C564258,0.054961324
C537057,D008180,0.303661407
C537057,C563924,0.296904643
C537057,C538261,0.216026841
C537057,C563897,0.061854508
C537057,C563838,0.036481187
C537057,C563834,0.453329498
D000544,C536595,1
D000544,D054179,0
D000544,D004057,0
D000544,C531622,0.012622855
D000544,D020181,0.219541966
D000544,D001327,0.065177487
D000544,D000505,0.020484615
D000544,D005764,0.025565161
D000544,D015451,0.0197196
D000544,D001749,0.032630707
D000544,C562419,0.046001533
D000544,C566188,0.364692473
D000544,D017488,0
D000544,D001943,0.051744304
D000544,D015179,0.051953137
D000544,D006528,0.036872432
D000544,C567779,0
D000544,D001145,0.055346517
D000544,D020936,0.296097928
D000544,D020936,0.296097928
D000544,D007644,0
D000544,D046589,0.498166909
D000544,C565115,0.755834317
D000544,C562379,0.041502685
D000544,D020790,0.036149329
D000544,C565101,0.041422229
D000544,C564219,0.041422229
D000544,C565100,0.036237661
D000544,D003924,0.041422229
D000544,D009103,0.275172959
D000544,C565080,0.046543363
D000544,D020961,0.586606021
D000544,C536698,0.440423046
D000544,D004715,0.022941398
D000544,D003966,0
D000544,C565054,0.039089689
D000544,D004828,0.397511048
D000544,D010787,0.023590955
D000544,D020195,0.325626498
D000544,D004938,0.031729214
D000544,C565034,0.010332179
D000544,C565025,0.037673436
D000544,D006467,0.022648072
D000544,C565024,0.037673436
D000544,C565023,0.037673436
D000544,D005198,0
D000544,D005258,0
D000544,D005351,0
D000544,D006970,0.214421332
D000544,D013274,0.038581205
D000544,C564239,0
D000544,D005879,0.475573005
D000544,C564234,0.018844515
D000544,D005902,0.018844515
D000544,D005910,0.043800616
D000544,D018310,0.00995865
D000544,D050031,0.001061421
D000544,D010003,0.037555269
D000544,D006392,0.01359106
D000544,D006816,0.597969192
D000544,D005878,0
D000544,C562999,0.017888041
D000544,D006938,0.010522574
D000544,D006938,0.010522574
D000544,D006945,0.006421358
D000544,D006950,0
D000544,D006938,0.010522574
D000544,D006954,0
D000544,D002292,0.027078352
D000544,C564164,0.025375892
D000544,D000075222,0
D000544,C564156,0.042150397
D000544,C535694,0.0047435
D000544,D006953,0
D000544,C562785,0.021669702
D000544,C537156,0.015901213
D000544,C537907,0.231799945
D000544,D019578,0.486507738
D000544,D016112,0
D000544,D007154,0.082503726
D000544,C535932,0.064869112
D000544,D000699,0.167343902
D000544,D007299,0.00985772
D000544,D012514,0.015476407
D000544,D007627,0.004713969
D000544,D007873,0
D000544,D007948,0.001671679
D000544,D015451,0.0197196
D000544,D018459,0
D000544,D008180,0.03482303
D000544,C562479,0.027222546
D000544,D008269,0.01057006
D000544,C535695,0.0047435
D000544,C535696,0.0047435
D000544,C535507,0.231799945
D000544,D008575,0.011638956
D000544,C563591,0.358872673
D000544,D020326,0.301505448
D000544,D008945,0.007572166
D000544,D020254,0
D000544,D009041,0.012706006
D000544,D049310,0.154239591
D000544,D009220,0.240302847
D000544,C563534,0.197552406
D000544,C562889,0
D000544,C563498,0.279082099
D000544,C535351,0.364692473
D000544,D010003,0.037555269
D000544,C536051,0.0130161
D000544,D010024,0.035212912
D000544,D010033,0.028283936
D000544,C563476,0.579202691
D000544,D010300,0.555367579
D000544,D010300,0.555367579
D000544,D010300,0.555367579
D000544,D000752,0.009580629
D000544,D010673,0.019990508
D000544,D010916,0
D000544,D005359,0
D000544,D011125,0.011385293
D000544,C562464,0.038581205
D000544,C566757,0.412840218
D000544,D011471,0.041543389
D000544,D006976,0.02900219
D000544,D011928,0.011722671
D000544,D012507,0.026042314
D000544,D012555,0.009647358
D000544,D017492,0
D000544,D018288,0.021161299
D000544,D010264,0.221758342
D000544,D011085,0.018357462
D000544,D013700,0.328329468
D000544,D013922,0.013783394
D000544,D016553,0.009899291
D000544,D019851,0.031127232
D000544,C572845,0.008262781
D000544,D014029,0.016019636
D000544,D014103,0.275102991
D000544,D011225,0.026550462
D000544,C536545,0.283360493
D000544,C536406,0.236864762
D000544,D014277,0.204632737
D000544,C565346,0.44149483
D000544,D003093,0.027855125
D000544,D001750,0.211167338
D000544,D014648,0.023810173
D000544,D001327,0.065177487
D000544,D056725,0
D000544,D009396,0.014249937
D000544,D014927,0.00911875
D000544,C536000,0.189197565
D000544,D000326,0.303991329
D000544,D000347,1.38E-05
D000544,D002549,0.320843857
D000544,D000744,0.009408145
D000544,C562385,0.014448213
D000544,C535382,0.066793884
D000544,C535387,0.065190562
D000544,D002915,0
D000544,C565935,0.010262713
D000544,C565933,0.755834317
D000544,C565932,0.253459324
D000544,C538013,0.364692473
D000544,D008175,0.053980093
D000544,D002178,0
D000544,D002311,0.01969836
D000544,D002311,0.01969836
D000544,C565881,0.044362639
D000544,C538280,0.044362639
D000544,C535858,0.035034904
D000544,C565850,0.479805786
D000544,C565679,0.275102991
D000544,C565678,0.278328026
D000544,C565672,0.299181171
D000544,D003414,0
D000544,D003550,0.028116288
D000544,C535765,0
D000544,D003554,0
D000544,D003555,0
D000544,D003922,0.036237661
D000544,D001927,0.565545597
D000544,D004695,0
D000544,D004760,0.024147582
D000544,D005166,0
D000544,D005776,0.32081432
D000544,D005776,0.32081432
D000544,D005776,0.32081432
D000544,D006828,0.009257736
D000544,D001606,0
D000544,D006030,0
D000544,D005317,0.019976714
D000544,C535758,0.031831583
D000544,D006689,0.028173628
D000544,D006932,0.034222042
D000544,D007566,0
D000544,C565498,0.02719553
D000544,C565494,0.255478976
D000544,D000075262,0
D000544,D012614,0
D000544,D005058,0
D000544,C538603,0
D000544,D011559,0.348991719
D000544,D007918,0.026519807
D000544,D006646,0.016564816
D000544,C565441,0.035755599
D000544,D054221,0.156994889
D000544,C565429,0.027013271
D000544,C565423,0.032556288
D000544,D010505,0.00432844
D000544,C536988,0.269002005
D000544,D009157,0.221675775
D000544,D009182,0.008714652
D000544,D055728,0.010132974
D000544,D009101,0.029845765
D000544,D020190,0.294845178
D000544,D020194,0.390622253
D000544,D009230,0.005205028
D000544,D009404,0.020029724
D000544,D009447,0.02659793
D000544,D052536,0.238279441
D000544,D052556,0.278959635
D000544,C536420,0.264934685
D000544,D012516,0.028118829
D000544,C535282,0.199937545
D000544,C564906,0.017408973
D000544,C564899,0.065366836
D000544,C564894,0.56970775
D000544,C538556,0.036540229
D000544,C537286,0.231799945
D000544,D011087,0.010008753
D000544,D053579,0
D000544,C562688,0
D000544,C564862,0.02900219
D000544,D015212,0.04343916
D000544,D008228,0.048276395
D000544,C564847,0.453329498
D000544,D018232,0
D000544,C535865,0.231424557
D000544,D053713,0
D000544,C563236,0.06752772
D000544,D013915,0
D000544,D006111,0.021761508
D000544,C536928,0.441574202
D000544,C562794,0
D000544,C535393,0.253459324
D000544,D056729,0
D000544,D020915,0.165779325
D000544,D006527,0.462976924
D000544,C536746,0.049408559
D000544,D000326,0.303991329
D000544,D020326,0.301505448
D000544,D003922,0.036237661
D000544,C564714,0.038437795
D000544,D015794,0
D000544,C580192,0.082503726
D000544,D003919,0.05382324
D000544,D056889,0
D000544,C536085,0.170697178
D000544,C567924,0.332173549
D000544,C564118,0.004217407
D000544,C562901,0.054144059
D000544,D016649,0.000201903
D000544,C536692,0.323346375
D000544,D017241,0.29451535
D000544,C564015,0.555367579
D000544,C564005,0
D000544,D011470,0.023182603
D000544,D020734,0.422202112
D000544,D004832,0.334595318
D000544,D016481,0.026603435
D000544,C563959,0.036237661
D000544,C563949,0.060921936
D000544,C535697,0.0047435
D000544,C563933,0.041422229
D000544,D053206,0
D000544,D010911,0.361279698
D000544,D002764,0.020793674
D000544,D001249,0.042051249
D000544,C563439,0
D000544,C563401,0.368168656
D000544,C563371,0.036237661
D000544,C563352,0.036237661
D000544,C537243,0.041543389
D000544,C566652,0.411817072
D000544,D015470,0.035755599
D000544,D009765,0.047952209
D000544,C566645,0.036237661
D000544,D005902,0.018844515
D000544,D008180,0.03482303
D000544,C535698,0.0047435
D000544,C535699,0.0047435
D000544,C566603,0.036237661
D000544,C566602,0.036237661
D000544,D007896,0.029784438
D000544,D010001,0.008436337
D000544,C566578,1
D000544,C536546,0.44956074
D000544,C566552,0.555367579
D000544,D004915,0.009872199
D000544,C566530,0.231799945
D000544,C566404,0.021775471
D000544,C566395,0.036237661
D000544,D006111,0.021761508
D000544,C565798,0.015349506
D000544,C536253,0.02154623
D000544,D020190,0.294845178
D000544,D004831,0.345956372
D000544,C565728,1
D000544,D008180,0.03482303
D000544,D008180,0.03482303
D000544,C565325,1
D000544,C565292,0.042051249
D000544,C565291,0.021775471
D000544,C535516,0.047882224
D000544,D009290,0.197552406
D000544,C565280,0.021775471
D000544,D056693,0
D000544,C565238,0.555367579
D000544,C535500,0.284081093
D000544,C564676,0.368168656
D000544,D046152,0.009582488
D000544,C535428,0
D000544,C536596,1
D000544,D010300,0.555367579
D000544,D065631,0.030343682
D000544,D002446,0.022251725
D000544,C537217,0.411817072
D000544,D004374,0.013980824
D000544,C537583,0.450314813
D000544,D020325,0.31778104
D000544,D020326,0.301505448
D000544,D020325,0.31778104
D000544,D020326,0.301505448
D000544,C563817,0.031991304
D000544,D052537,0.243594844
D000544,C536119,0.278959635
D000544,C562694,0.395708466
D000544,D004832,0.334595318
D000544,C565811,0.395708466
D000544,C562694,0.395708466
D000544,D017681,0.002474124
D000544,C564345,0.555367579
D000544,C564330,1
D000544,D010003,0.037555269
D000544,C564306,0.32081432
D000544,D001925,0.423801473
D000544,C564296,0.436030118
D000544,C535499,0.325969473
D000544,C564274,0.296097928
D000544,D015464,0.023998595
D000544,D010282,0.012770683
D000544,C564258,0.045702683
D000544,D008180,0.03482303
D000544,C563924,0.011385293
D000544,C538261,0.031991304
D000544,C563897,0.052595867
D000544,C563838,0.027222546
D000544,C563834,1
C536595,D054179,0
C536595,D004057,0
C536595,C531622,0.012622855
C536595,D020181,0.219541966
C536595,D001327,0.065177487
C536595,D000505,0.020484615
C536595,D005764,0.025565161
C536595,D015451,0.0197196
C536595,D001749,0.032630707
C536595,C562419,0.046001533
C536595,C566188,0.364692473
C536595,D017488,0
C536595,D001943,0.051744304
C536595,D015179,0.051953137
C536595,D006528,0.036872432
C536595,C567779,0
C536595,D001145,0.055346517
C536595,D020936,0.296097928
C536595,D020936,0.296097928
C536595,D007644,0
C536595,D046589,0.498166909
C536595,C565115,0.755834317
C536595,C562379,0.041502685
C536595,D020790,0.036149329
C536595,C565101,0.041422229
C536595,C564219,0.041422229
C536595,C565100,0.036237661
C536595,D003924,0.041422229
C536595,D009103,0.275172959
C536595,C565080,0.046543363
C536595,D020961,0.586606021
C536595,C536698,0.440423046
C536595,D004715,0.022941398
C536595,D003966,0
C536595,C565054,0.039089689
C536595,D004828,0.397511048
C536595,D010787,0.023590955
C536595,D020195,0.325626498
C536595,D004938,0.031729214
C536595,C565034,0.010332179
C536595,C565025,0.037673436
C536595,D006467,0.022648072
C536595,C565024,0.037673436
C536595,C565023,0.037673436
C536595,D005198,0
C536595,D005258,0
C536595,D005351,0
C536595,D006970,0.214421332
C536595,D013274,0.038581205
C536595,C564239,0
C536595,D005879,0.475573005
C536595,C564234,0.018844515
C536595,D005902,0.018844515
C536595,D005910,0.043800616
C536595,D018310,0.00995865
C536595,D050031,0.001061421
C536595,D010003,0.037555269
C536595,D006392,0.01359106
C536595,D006816,0.597969192
C536595,D005878,0
C536595,C562999,0.017888041
C536595,D006938,0.010522574
C536595,D006938,0.010522574
C536595,D006945,0.006421358
C536595,D006950,0
C536595,D006938,0.010522574
C536595,D006954,0
C536595,D002292,0.027078352
C536595,C564164,0.025375892
C536595,D000075222,0
C536595,C564156,0.042150397
C536595,C535694,0.0047435
C536595,D006953,0
C536595,C562785,0.021669702
C536595,C537156,0.015901213
C536595,C537907,0.231799945
C536595,D019578,0.486507738
C536595,D016112,0
C536595,D007154,0.082503726
C536595,C535932,0.064869112
C536595,D000699,0.167343902
C536595,D007299,0.00985772
C536595,D012514,0.015476407
C536595,D007627,0.004713969
C536595,D007873,0
C536595,D007948,0.001671679
C536595,D015451,0.0197196
C536595,D018459,0
C536595,D008180,0.03482303
C536595,C562479,0.027222546
C536595,D008269,0.01057006
C536595,C535695,0.0047435
C536595,C535696,0.0047435
C536595,C535507,0.231799945
C536595,D008575,0.011638956
C536595,C563591,0.358872673
C536595,D020326,0.301505448
C536595,D008945,0.007572166
C536595,D020254,0
C536595,D009041,0.012706006
C536595,D049310,0.154239591
C536595,D009220,0.240302847
C536595,C563534,0.197552406
C536595,C562889,0
C536595,C563498,0.279082099
C536595,C535351,0.364692473
C536595,D010003,0.037555269
C536595,C536051,0.0130161
C536595,D010024,0.035212912
C536595,D010033,0.028283936
C536595,C563476,0.579202691
C536595,D010300,0.555367579
C536595,D010300,0.555367579
C536595,D010300,0.555367579
C536595,D000752,0.009580629
C536595,D010673,0.019990508
C536595,D010916,0
C536595,D005359,0
C536595,D011125,0.011385293
C536595,C562464,0.038581205
C536595,C566757,0.412840218
C536595,D011471,0.041543389
C536595,D006976,0.02900219
C536595,D011928,0.011722671
C536595,D012507,0.026042314
C536595,D012555,0.009647358
C536595,D017492,0
C536595,D018288,0.021161299
C536595,D010264,0.221758342
C536595,D011085,0.018357462
C536595,D013700,0.328329468
C536595,D013922,0.013783394
C536595,D016553,0.009899291
C536595,D019851,0.031127232
C536595,C572845,0.008262781
C536595,D014029,0.016019636
C536595,D014103,0.275102991
C536595,D011225,0.026550462
C536595,C536545,0.283360493
C536595,C536406,0.236864762
C536595,D014277,0.204632737
C536595,C565346,0.44149483
C536595,D003093,0.027855125
C536595,D001750,0.211167338
C536595,D014648,0.023810173
C536595,D001327,0.065177487
C536595,D056725,0
C536595,D009396,0.014249937
C536595,D014927,0.00911875
C536595,C536000,0.189197565
C536595,D000326,0.303991329
C536595,D000347,1.38E-05
C536595,D002549,0.320843857
C536595,D000744,0.009408145
C536595,C562385,0.014448213
C536595,C535382,0.066793884
C536595,C535387,0.065190562
C536595,D002915,0
C536595,C565935,0.010262713
C536595,C565933,0.755834317
C536595,C565932,0.253459324
C536595,C538013,0.364692473
C536595,D008175,0.053980093
C536595,D002178,0
C536595,D002311,0.01969836
C536595,D002311,0.01969836
C536595,C565881,0.044362639
C536595,C538280,0.044362639
C536595,C535858,0.035034904
C536595,C565850,0.479805786
C536595,C565679,0.275102991
C536595,C565678,0.278328026
C536595,C565672,0.299181171
C536595,D003414,0
C536595,D003550,0.028116288
C536595,C535765,0
C536595,D003554,0
C536595,D003555,0
C536595,D003922,0.036237661
C536595,D001927,0.565545597
C536595,D004695,0
C536595,D004760,0.024147582
C536595,D005166,0
C536595,D005776,0.32081432
C536595,D005776,0.32081432
C536595,D005776,0.32081432
C536595,D006828,0.009257736
C536595,D001606,0
C536595,D006030,0
C536595,D005317,0.019976714
C536595,C535758,0.031831583
C536595,D006689,0.028173628
C536595,D006932,0.034222042
C536595,D007566,0
C536595,C565498,0.02719553
C536595,C565494,0.255478976
C536595,D000075262,0
C536595,D012614,0
C536595,D005058,0
C536595,C538603,0
C536595,D011559,0.348991719
C536595,D007918,0.026519807
C536595,D006646,0.016564816
C536595,C565441,0.035755599
C536595,D054221,0.156994889
C536595,C565429,0.027013271
C536595,C565423,0.032556288
C536595,D010505,0.00432844
C536595,C536988,0.269002005
C536595,D009157,0.221675775
C536595,D009182,0.008714652
C536595,D055728,0.010132974
C536595,D009101,0.029845765
C536595,D020190,0.294845178
C536595,D020194,0.390622253
C536595,D009230,0.005205028
C536595,D009404,0.020029724
C536595,D009447,0.02659793
C536595,D052536,0.238279441
C536595,D052556,0.278959635
C536595,C536420,0.264934685
C536595,D012516,0.028118829
C536595,C535282,0.199937545
C536595,C564906,0.017408973
C536595,C564899,0.065366836
C536595,C564894,0.56970775
C536595,C538556,0.036540229
C536595,C537286,0.231799945
C536595,D011087,0.010008753
C536595,D053579,0
C536595,C562688,0
C536595,C564862,0.02900219
C536595,D015212,0.04343916
C536595,D008228,0.048276395
C536595,C564847,0.453329498
C536595,D018232,0
C536595,C535865,0.231424557
C536595,D053713,0
C536595,C563236,0.06752772
C536595,D013915,0
C536595,D006111,0.021761508
C536595,C536928,0.441574202
C536595,C562794,0
C536595,C535393,0.253459324
C536595,D056729,0
C536595,D020915,0.165779325
C536595,D006527,0.462976924
C536595,C536746,0.049408559
C536595,D000326,0.303991329
C536595,D020326,0.301505448
C536595,D003922,0.036237661
C536595,C564714,0.038437795
C536595,D015794,0
C536595,C580192,0.082503726
C536595,D003919,0.05382324
C536595,D056889,0
C536595,C536085,0.170697178
C536595,C567924,0.332173549
C536595,C564118,0.004217407
C536595,C562901,0.054144059
C536595,D016649,0.000201903
C536595,C536692,0.323346375
C536595,D017241,0.29451535
C536595,C564015,0.555367579
C536595,C564005,0
C536595,D011470,0.023182603
C536595,D020734,0.422202112
C536595,D004832,0.334595318
C536595,D016481,0.026603435
C536595,C563959,0.036237661
C536595,C563949,0.060921936
C536595,C535697,0.0047435
C536595,C563933,0.041422229
C536595,D053206,0
C536595,D010911,0.361279698
C536595,D002764,0.020793674
C536595,D001249,0.042051249
C536595,C563439,0
C536595,C563401,0.368168656
C536595,C563371,0.036237661
C536595,C563352,0.036237661
C536595,C537243,0.041543389
C536595,C566652,0.411817072
C536595,D015470,0.035755599
C536595,D009765,0.047952209
C536595,C566645,0.036237661
C536595,D005902,0.018844515
C536595,D008180,0.03482303
C536595,C535698,0.0047435
C536595,C535699,0.0047435
C536595,C566603,0.036237661
C536595,C566602,0.036237661
C536595,D007896,0.029784438
C536595,D010001,0.008436337
C536595,C566578,1
C536595,C536546,0.44956074
C536595,C566552,0.555367579
C536595,D004915,0.009872199
C536595,C566530,0.231799945
C536595,C566404,0.021775471
C536595,C566395,0.036237661
C536595,D006111,0.021761508
C536595,C565798,0.015349506
C536595,C536253,0.02154623
C536595,D020190,0.294845178
C536595,D004831,0.345956372
C536595,C565728,1
C536595,D008180,0.03482303
C536595,D008180,0.03482303
C536595,C565325,1
C536595,C565292,0.042051249
C536595,C565291,0.021775471
C536595,C535516,0.047882224
C536595,D009290,0.197552406
C536595,C565280,0.021775471
C536595,D056693,0
C536595,C565238,0.555367579
C536595,C535500,0.284081093
C536595,C564676,0.368168656
C536595,D046152,0.009582488
C536595,C535428,0
C536595,C536596,1
C536595,D010300,0.555367579
C536595,D065631,0.030343682
C536595,D002446,0.022251725
C536595,C537217,0.411817072
C536595,D004374,0.013980824
C536595,C537583,0.450314813
C536595,D020325,0.31778104
C536595,D020326,0.301505448
C536595,D020325,0.31778104
C536595,D020326,0.301505448
C536595,C563817,0.031991304
C536595,D052537,0.243594844
C536595,C536119,0.278959635
C536595,C562694,0.395708466
C536595,D004832,0.334595318
C536595,C565811,0.395708466
C536595,C562694,0.395708466
C536595,D017681,0.002474124
C536595,C564345,0.555367579
C536595,C564330,1
C536595,D010003,0.037555269
C536595,C564306,0.32081432
C536595,D001925,0.423801473
C536595,C564296,0.436030118
C536595,C535499,0.325969473
C536595,C564274,0.296097928
C536595,D015464,0.023998595
C536595,D010282,0.012770683
C536595,C564258,0.045702683
C536595,D008180,0.03482303
C536595,C563924,0.011385293
C536595,C538261,0.031991304
C536595,C563897,0.052595867
C536595,C563838,0.027222546
C536595,C563834,1
D054179,D004057,0
D054179,C531622,0.216129326
D054179,D020181,0
D054179,D001327,0.311304592
D054179,D000505,0.268989726
D054179,D005764,0
D054179,D015451,0.217294461
D054179,D001749,0
D054179,C562419,0.342195791
D054179,C566188,0
D054179,D017488,0.260216419
D054179,D001943,0.329876353
D054179,D015179,0.006185294
D054179,D006528,0
D054179,C567779,0.211834723
D054179,D001145,0.238089884
D054179,D020936,0.170046869
D054179,D020936,0.170046869
D054179,D007644,0.306278631
D054179,D046589,0.276693405
D054179,C565115,0.004492074
D054179,C562379,0.325163096
D054179,D020790,0
D054179,C565101,0
D054179,C564219,0
D054179,C565100,0.249925178
D054179,D003924,0
D054179,D009103,0.242076339
D054179,C565080,0.35395404
D054179,D020961,0
D054179,C536698,0.261560638
D054179,D004715,0
D054179,D003966,0.254598295
D054179,C565054,0
D054179,D004828,0
D054179,D010787,0.294110919
D054179,D020195,0
D054179,D004938,0
D054179,C565034,0.208229122
D054179,C565025,0.358812375
D054179,D006467,0.319152783
D054179,C565024,0.358812375
D054179,C565023,0.358812375
D054179,D005198,0.270821341
D054179,D005258,0.180568216
D054179,D005351,0.167022944
D054179,D006970,0
D054179,D013274,0
D054179,C564239,0
D054179,D005879,0.288133187
D054179,C564234,0
D054179,D005902,0
D054179,D005910,0
D054179,D018310,0
D054179,D050031,0.010965473
D054179,D010003,0.010449897
D054179,D006392,0.229397659
D054179,D006816,0.301682911
D054179,D005878,0.266633556
D054179,C562999,0
D054179,D006938,0.294388957
D054179,D006938,0.294388957
D054179,D006945,0.255853889
D054179,D006950,0.25885972
D054179,D006938,0.294388957
D054179,D006954,0.238665105
D054179,D002292,0
D054179,C564164,0.284011351
D054179,D000075222,0.217677421
D054179,C564156,0
D054179,C535694,0
D054179,D006953,0.258900207
D054179,C562785,0
D054179,C537156,0
D054179,C537907,0
D054179,D019578,0
D054179,D016112,0.254222018
D054179,D007154,0.356887094
D054179,C535932,0.01910127
D054179,D000699,0.267267044
D054179,D007299,0
D054179,D012514,0
D054179,D007627,0.197492482
D054179,D007873,0
D054179,D007948,0
D054179,D015451,0.217294461
D054179,D018459,0.226521995
D054179,D008180,0.263588737
D054179,C562479,0
D054179,D008269,0
D054179,C535695,0
D054179,C535696,0
D054179,C535507,0
D054179,D008575,0
D054179,C563591,0
D054179,D020326,0
D054179,D008945,0.161449144
D054179,D020254,0
D054179,D009041,0
D054179,D049310,0.249603996
D054179,D009220,0
D054179,C563534,0
D054179,C562889,0.199431247
D054179,C563498,0
D054179,C535351,0.228486493
D054179,D010003,0.010449897
D054179,C536051,0
D054179,D010024,0
D054179,D010033,0
D054179,C563476,0.270560181
D054179,D010300,0
D054179,D010300,0
D054179,D010300,0
D054179,D000752,0
D054179,D010673,0
D054179,D010916,0.217869857
D054179,D005359,0.038380408
D054179,D011125,0.290088398
D054179,C562464,0
D054179,C566757,0.010780364
D054179,D011471,0
D054179,D006976,0
D054179,D011928,0.236911719
D054179,D012507,0.011255387
D054179,D012555,0
D054179,D017492,0.229407993
D054179,D018288,0
D054179,D010264,0
D054179,D011085,0
D054179,D013700,0.532556196
D054179,D013922,0
D054179,D016553,0.205591454
D054179,D019851,0
D054179,C572845,0
D054179,D014029,0
D054179,D014103,0
D054179,D011225,0.030383718
D054179,C536545,0
D054179,C536406,0
D054179,D014277,0
D054179,C565346,0.29023256
D054179,D003093,0
D054179,D001750,0
D054179,D014648,0.266420988
D054179,D001327,0.311304592
D054179,D056725,0.226130218
D054179,D009396,0.298479188
D054179,D014927,0.216086701
D054179,C536000,0.250323445
D054179,D000326,0.257353361
D054179,D000347,0.281289477
D054179,D002549,0.18898902
D054179,D000744,0.208188755
D054179,C562385,0
D054179,C535382,0.191255589
D054179,C535387,0.019422719
D054179,D002915,0
D054179,C565935,0.316017767
D054179,C565933,0.004492074
D054179,C565932,0.223259163
D054179,C538013,0
D054179,D008175,0.00821225
D054179,D002178,0.211834723
D054179,D002311,0.178720023
D054179,D002311,0.178720023
D054179,C565881,0.223259163
D054179,C538280,0.223259163
D054179,C535858,0.35395404
D054179,C565850,0.296750905
D054179,C565679,0.250447028
D054179,C565678,0
D054179,C565672,0.007376397
D054179,D003414,0.255672527
D054179,D003550,0.334368239
D054179,C535765,0.271618853
D054179,D003554,0.271618853
D054179,D003555,0.267530593
D054179,D003922,0.249925178
D054179,D001927,0.033354702
