Drug,Disease
DB00477,D002544
DB01234,D002544
DB01050,D002544
DB00788,D002544
DB01174,D002544
DB00795,D002544
DB00605,D002544
DB01586,D002544
DB00482,D002561
DB01076,D002561
DB01212,D002561
DB00987,D002561
DB00286,D002561
DB01016,D002561
DB00295,D002561
DB01183,D002561
DB00635,D002561
DB00396,D002561
DB01045,D002561
DB00605,D002561
DB01586,D002561
DB01241,D002561
DB00758,D056486
DB00197,D056486
DB00439,D056486
DB00533,D056486
DB00967,D056486
DB00482,D056486
DB01076,D056486
DB01224,D056486
DB00285,D056486
DB00316,D056486
DB01118,D056486
DB00321,D056486
DB00945,D056486
DB01393,D056486
DB00564,D056486
DB01212,D056486
DB00477,D056486
DB00672,D056486
DB00501,D056486
DB00537,D056486
DB00257,D056486
DB00363,D056486
DB01394,D056486
DB00987,D056486
DB00694,D056486
DB00514,D056486
DB00586,D056486
DB00280,D056486
DB00997,D056486
DB00584,D056486
DB00199,D056486
DB00783,D056486
DB00977,D056486
DB00712,D056486
DB01016,D056486
DB01050,D056486
DB00458,D056486
DB00328,D056486
DB01026,D056486
DB00227,D056486
DB01065,D056486
DB01043,D056486
DB01577,D056486
DB00563,D056486
DB00968,D056486
DB00959,D056486
DB01204,D056486
DB00295,D056486
DB00627,D056486
DB01059,D056486
DB01174,D056486
DB00812,D056486
DB00252,D056486
DB00554,D056486
DB00860,D056486
DB00635,D056486
DB00396,D056486
DB01182,D056486
DB00908,D056486
DB00863,D056486
DB01045,D056486
DB00795,D056486
DB00605,D056486
DB00675,D056486
DB00759,D056486
DB00656,D056486
DB01586,D056486
DB00313,D056486
DB00661,D056486
DB01165,D056486
DB01175,D056486
DB00927,D056486
DB01244,D056486
DB00358,D056486
DB00342,D056486
DB00175,D056486
DB01229,D056486
DB00178,D056486
DB01211,D056486
DB00715,D056486
DB01167,D056486
DB00734,D056486
DB00641,D056486
DB00877,D056486
DB00197,D002637
DB01132,D002637
DB00559,D002637
DB00482,D002637
DB01076,D002637
DB01224,D002637
DB01118,D002637
DB00564,D002637
DB01212,D002637
DB00477,D002637
DB00672,D002637
DB00987,D002637
DB00280,D002637
DB00584,D002637
DB00286,D002637
DB00977,D002637
DB00472,D002637
DB00690,D002637
DB01016,D002637
DB00502,D002637
DB01050,D002637
DB00328,D002637
DB00227,D002637
DB00968,D002637
DB00627,D002637
DB01115,D002637
DB01174,D002637
DB00812,D002637
DB00554,D002637
DB00635,D002637
DB01035,D002637
DB00863,D002637
DB01045,D002637
DB00656,D002637
DB00440,D002637
DB01586,D002637
DB00313,D002637
DB01165,D002637
DB01241,D002637
DB00641,D002637
DB00555,D002653
DB00334,D002653
DB01224,D002653
DB00915,D002653
DB00321,D002653
DB00182,D002653
DB00810,D002653
DB00477,D002653
DB00501,D002653
DB00363,D002653
DB00907,D002653
DB00829,D002653
DB00390,D002653
DB00286,D002653
DB00472,D002653
DB00875,D002653
DB00502,D002653
DB01235,D002653
DB00333,D002653
DB01577,D002653
DB00563,D002653
DB00968,D002653
DB00252,D002653
DB00863,D002653
DB00206,D002653
DB00795,D002653
DB00277,D002653
DB00656,D002653
DB00831,D002653
DB00313,D002653
DB00541,D002653
DB00927,D002653
DB00715,D002653
DB01097,D023341
DB00564,D023341
DB00907,D023341
DB00829,D023341
DB00544,D023341
DB00158,D023341
DB00741,D023341
DB01026,D023341
DB00563,D023341
DB00788,D023341
DB00627,D023341
DB01174,D023341
DB00252,D023341
DB00635,D023341
DB00755,D023341
DB00313,D023341
DB01136,D002761
DB00555,D002761
DB00441,D002761
DB01132,D002761
DB00334,D002761
DB00533,D002761
DB00482,D002761
DB01224,D002761
DB00819,D002761
DB00182,D002761
DB00810,D002761
DB00201,D002761
DB00564,D002761
DB00122,D002761
DB00363,D002761
DB00907,D002761
DB01394,D002761
DB00987,D002761
DB01234,D002761
DB00514,D002761
DB00829,D002761
DB00390,D002761
DB00343,D002761
DB01075,D002761
DB01142,D002761
DB00997,D002761
DB00783,D002761
DB00286,D002761
DB00813,D002761
DB00544,D002761
DB00472,D002761
DB00690,D002761
DB00158,D002761
DB00502,D002761
DB00741,D002761
DB00458,D002761
DB00328,D002761
DB01221,D002761
DB01235,D002761
DB01065,D002761
DB01043,D002761
DB00333,D002761
DB01577,D002761
DB00563,D002761
DB00968,D002761
DB00683,D002761
DB00295,D002761
DB00788,D002761
DB00627,D002761
DB00184,D002761
DB01595,D002761
DB01174,D002761
DB00252,D002761
DB00635,D002761
DB01069,D002761
DB00571,D002761
DB04216,D002761
DB00908,D002761
DB00811,D002761
DB01037,D002761
DB00421,D002761
DB00428,D002761
DB00382,D002761
DB00675,D002761
DB00470,D002761
DB00656,D002761
DB00313,D002761
DB00115,D002761
DB00927,D002761
DB00358,D002761
DB01229,D002761
DB00734,D002761
DB00678,D002761
DB00641,D002761
DB00877,D002761
DB01104,D002761
DB00197,D002769
DB00966,D002769
DB00412,D002769
DB00594,D002769
DB00987,D002769
DB00328,D002769
DB01065,D002769
DB00563,D002769
DB00968,D002769
DB00184,D002769
DB00795,D002769
DB00755,D002769
DB00641,D002769
DB00197,D002779
DB01132,D002779
DB01248,D002779
DB00533,D002779
DB00317,D002779
DB00482,D002779
DB00316,D002779
DB00945,D002779
DB01393,D002779
DB00201,D002779
DB00257,D002779
DB01151,D002779
DB01234,D002779
DB00586,D002779
DB00997,D002779
DB00544,D002779
DB00472,D002779
DB00328,D002779
DB00227,D002779
DB01065,D002779
DB00563,D002779
DB00295,D002779
DB00184,D002779
DB00554,D002779
DB04216,D002779
DB00795,D002779
DB00605,D002779
DB01586,D002779
DB00749,D002779
DB01645,D002779
DB01118,D002780
DB00564,D002780
DB00608,D002780
DB00537,D002780
DB00907,D002780
DB00390,D002780
DB00158,D002780
DB01050,D002780
DB00371,D002780
DB00563,D002780
DB00252,D002780
DB00908,D002780
DB00863,D002780
DB00811,D002780
DB00675,D002780
DB00313,D002780
DB01149,D002819
DB00334,D002819
DB01098,D002819
DB01224,D002819
DB00316,D002819
DB00819,D002819
DB00915,D002819
DB01118,D002819
DB00321,D002819
DB00945,D002819
DB00564,D002819
DB00608,D002819
DB00672,D002819
DB00501,D002819
DB00537,D002819
DB00575,D002819
DB00363,D002819
DB00907,D002819
DB00987,D002819
DB00514,D002819
DB00829,D002819
DB00390,D002819
DB01075,D002819
DB00280,D002819
DB01184,D002819
DB01142,D002819
DB00997,D002819
DB00813,D002819
DB00544,D002819
DB00623,D002819
DB00695,D002819
DB01016,D002819
DB00502,D002819
DB01050,D002819
DB00328,D002819
DB00602,D002819
DB01221,D002819
DB01235,D002819
DB00281,D002819
DB00934,D002819
DB00333,D002819
DB00134,D002819
DB00563,D002819
DB00683,D002819
DB00295,D002819
DB01183,D002819
DB01115,D002819
DB01595,D002819
DB01337,D002819
DB01174,D002819
DB00252,D002819
DB00635,D002819
DB00571,D002819
DB00468,D002819
DB01045,D002819
DB00795,D002819
DB00675,D002819
DB00277,D002819
DB00451,D002819
DB00656,D002819
DB00313,D002819
DB00541,D002819
DB00495,D002819
DB01175,D002819
DB00342,D002819
DB00176,D002819
DB01229,D002819
DB00715,D002819
DB00734,D002819
DB00936,D002819
DB01104,D002819
DB01149,D015267
DB00441,D015267
DB00814,D015267
DB00482,D015267
DB00285,D015267
DB00316,D015267
DB00819,D015267
DB00915,D015267
DB01118,D015267
DB00945,D015267
DB01200,D015267
DB00490,D015267
DB00564,D015267
DB00477,D015267
DB00501,D015267
DB00537,D015267
DB00882,D015267
DB00363,D015267
DB00907,D015267
DB00987,D015267
DB01151,D015267
DB01234,D015267
DB00514,D015267
DB00829,D015267
DB01396,D015267
DB00390,D015267
DB01075,D015267
DB00199,D015267
DB00773,D015267
DB00813,D015267
DB00544,D015267
DB00472,D015267
DB00695,D015267
DB00502,D015267
DB00458,D015267
DB00328,D015267
DB00602,D015267
DB01221,D015267
DB01026,D015267
DB01235,D015267
DB00281,D015267
DB01065,D015267
DB01043,D015267
DB00333,D015267
DB00563,D015267
DB00968,D015267
DB00959,D015267
DB00683,D015267
DB00295,D015267
DB01183,D015267
DB01595,D015267
DB01174,D015267
DB00252,D015267
DB00554,D015267
DB00571,D015267
DB00468,D015267
DB00863,D015267
DB00277,D015267
DB00373,D015267
DB00656,D015267
DB00313,D015267
DB00661,D015267
DB00541,D015267
DB00495,D015267
DB01165,D015267
DB01175,D015267
DB00927,D015267
DB00518,D015267
DB00358,D015267
DB00176,D015267
DB01229,D015267
DB01211,D015267
DB00715,D015267
DB00734,D015267
DB00678,D015267
DB01104,D015267
DB01248,D002972
DB00533,D002972
DB00482,D002972
DB00564,D002972
DB00987,D002972
DB01234,D002972
DB00997,D002972
DB00544,D002972
DB01050,D002972
DB00563,D002972
DB00812,D002972
DB00749,D002972
DB01248,D019970
DB00334,D019970
DB00945,D019970
DB00575,D019970
DB00987,D019970
DB01151,D019970
DB01075,D019970
DB00813,D019970
DB00502,D019970
DB00458,D019970
DB00328,D019970
DB01577,D019970
DB00563,D019970
DB00959,D019970
DB00295,D019970
DB01183,D019970
DB00252,D019970
DB01182,D019970
DB01045,D019970
DB00675,D019970
DB00313,D019970
DB01229,D019970
DB00715,D019970
DB00361,D003072
DB00334,D003072
DB00285,D003072
DB00915,D003072
DB01118,D003072
DB00321,D003072
DB01200,D003072
DB00477,D003072
DB00501,D003072
DB01242,D003072
DB00575,D003072
DB00363,D003072
DB01151,D003072
DB01234,D003072
DB00586,D003072
DB00343,D003072
DB01142,D003072
DB00997,D003072
DB00813,D003072
DB00544,D003072
DB00712,D003072
DB00458,D003072
DB00836,D003072
DB00934,D003072
DB00333,D003072
DB00563,D003072
DB00968,D003072
DB00959,D003072
DB00295,D003072
DB01183,D003072
DB01400,D003072
DB00622,D003072
DB00571,D003072
DB00661,D003072
DB00570,D003072
DB00541,D003072
DB01175,D003072
DB00518,D003072
DB01229,D003072
DB00715,D003072
DB01167,D003072
DB00349,D003092
DB00907,D003092
DB01396,D003092
DB00544,D003092
DB01050,D003092
DB00328,D003092
DB00184,D003092
DB01092,D003092
DB00252,D003092
DB01229,D003092
DB00877,D003092
DB00758,D003110
DB00177,D003110
DB01076,D003110
DB00973,D003110
DB01118,D003110
DB00945,D003110
DB01393,D003110
DB00564,D003110
DB00907,D003110
DB00390,D003110
DB00320,D003110
DB00343,D003110
DB00584,D003110
DB00668,D003110
DB00696,D003110
DB00783,D003110
DB00286,D003110
DB00695,D003110
DB01016,D003110
DB00227,D003110
DB00264,D003110
DB00627,D003110
DB00622,D003110
DB00184,D003110
DB01115,D003110
DB00860,D003110
DB00635,D003110
DB01035,D003110
DB00571,D003110
DB00908,D003110
DB00755,D003110
DB00661,D003110
DB00570,D003110
DB01241,D003110
DB00175,D003110
DB00641,D003110
DB00758,D003117
DB01095,D003117
DB00533,D003117
DB01076,D003117
DB00945,D003117
DB00201,D003117
DB00907,D003117
DB00343,D003117
DB00696,D003117
DB00286,D003117
DB00544,D003117
DB00264,D003117
DB00295,D003117
DB00627,D003117
DB00622,D003117
DB01115,D003117
DB01580,D003117
DB00571,D003117
DB00624,D003117
DB00373,D003117
DB00661,D003117
DB01241,D003117
DB01023,D003117
DB00401,D003117
DB00175,D003117
DB00590,D003117
DB00669,D003117
DB00641,D003117
DB00758,D015179
DB00203,D015179
DB00945,D015179
DB01200,D015179
DB00907,D015179
DB00997,D015179
DB00668,D015179
DB00696,D015179
DB01103,D015179
DB00675,D015179
DB00541,D015179
DB00445,D015179
DB00519,D003128
DB00398,D003128
DB03128,D003128
DB00182,D003128
DB00945,D003128
DB00443,D003128
DB01200,D003128
DB00201,D003128
DB00501,D003128
DB00907,D003128
DB00586,D003128
DB00390,D003128
DB00320,D003128
DB00668,D003128
DB00696,D003128
DB00773,D003128
DB00544,D003128
DB00328,D003128
DB01577,D003128
DB00622,D003128
DB00184,D003128
DB01115,D003128
DB01054,D003128
DB00860,D003128
DB00571,D003128
DB00661,D003128
DB00917,D003128
DB01175,D003128
DB01229,D003128
DB00669,D003128
DB00877,D003128
DB00542,D019955
DB00519,D019955
DB00549,D019955
DB00966,D019955
DB01118,D019955
DB00945,D019955
DB00363,D019955
DB00907,D019955
DB00514,D019955
DB00584,D019955
DB00668,D019955
DB00813,D019955
DB00281,D019955
DB00563,D019955
DB00295,D019955
DB00811,D019955
DB00661,D019955
DB00917,D019955
DB00802,D019955
DB01211,D019955
DB00678,D019955
DB00790,D019955
DB01132,D003221
DB00549,D003221
DB00203,D003221
DB00537,D003221
DB01050,D003221
DB00563,D003221
DB01115,D003221
DB01586,D003221
DB01165,D003221
DB00641,D003221
DB01076,D003231
DB00437,D003231
DB00945,D003231
DB00537,D003231
DB00907,D003231
DB01234,D003231
DB00997,D003231
DB00668,D003231
DB00783,D003231
DB00977,D003231
DB00695,D003231
DB00328,D003231
DB01221,D003231
DB01009,D003231
DB01065,D003231
DB00563,D003231
DB00959,D003231
DB01204,D003231
DB01059,D003231
DB00860,D003231
DB00635,D003231
DB04216,D003231
DB00811,D003231
DB00541,D003231
DB00917,D003231
DB00445,D003231
DB01177,D003231
DB00734,D003231
DB00945,D003244
DB00446,D003244
DB01234,D003244
DB00997,D003244
DB00903,D003244
DB00695,D003244
DB00571,D003244
DB00908,D003244
DB00468,D003244
DB01229,D003244
DB00316,D003248
DB00201,D003248
DB00564,D003248
DB00363,D003248
DB00907,D003248
DB01151,D003248
DB00390,D003248
DB00343,D003248
DB00280,D003248
DB00668,D003248
DB01115,D003248
DB00635,D003248
DB00759,D003248
DB00661,D003248
DB00441,D003251
DB00810,D003251
DB00477,D003251
DB00363,D003251
DB00907,D003251
DB00987,D003251
DB00829,D003251
DB00390,D003251
DB01075,D003251
DB00696,D003251
DB00695,D003251
DB00502,D003251
DB00934,D003251
DB00563,D003251
DB00683,D003251
DB01035,D003251
DB01623,D003251
DB00831,D003251
DB00313,D003251
DB00541,D003251
DB00734,D003251
DB00555,D003324
DB00334,D003324
DB01224,D003324
DB00819,D003324
DB00915,D003324
DB01118,D003324
DB00321,D003324
DB00810,D003324
DB01200,D003324
DB00564,D003324
DB00608,D003324
DB00477,D003324
DB00501,D003324
DB00537,D003324
DB00882,D003324
DB01242,D003324
DB00575,D003324
DB00363,D003324
DB00907,D003324
DB01151,D003324
DB01234,D003324
DB00514,D003324
DB00829,D003324
DB00586,D003324
DB01396,D003324
DB00390,D003324
DB00343,D003324
DB01075,D003324
DB01142,D003324
DB00813,D003324
DB00472,D003324
DB00695,D003324
DB00502,D003324
DB01050,D003324
DB00458,D003324
DB00328,D003324
DB01221,D003324
DB01235,D003324
DB00281,D003324
DB00836,D003324
DB00934,D003324
DB01043,D003324
DB00333,D003324
DB01577,D003324
DB00563,D003324
DB00264,D003324
DB00683,D003324
DB00295,D003324
DB00704,D003324
DB00627,D003324
DB00184,D003324
DB01115,D003324
DB01595,D003324
DB00252,D003324
DB00635,D003324
DB01035,D003324
DB01069,D003324
DB01182,D003324
DB00571,D003324
DB00908,D003324
DB00863,D003324
DB00811,D003324
DB01037,D003324
DB00605,D003324
DB00382,D003324
DB00277,D003324
DB00451,D003324
DB00656,D003324
DB00440,D003324
DB00313,D003324
DB00661,D003324
DB01165,D003324
DB01175,D003324
DB00927,D003324
DB00518,D003324
DB00358,D003324
DB01211,D003324
DB00715,D003324
DB01167,D003324
DB00734,D003324
DB01104,D003324
DB01136,D003327
DB00334,D003327
DB01224,D003327
DB00915,D003327
DB00945,D003327
DB00501,D003327
DB00575,D003327
DB00363,D003327
DB00390,D003327
DB00286,D003327
DB00544,D003327
DB00158,D003327
DB00502,D003327
DB01043,D003327
DB00563,D003327
DB00968,D003327
DB01183,D003327
DB00252,D003327
DB00635,D003327
DB00396,D003327
DB00908,D003327
DB00428,D003327
DB00656,D003327
DB00313,D003327
DB00115,D003327
DB00734,D003327
DB01104,D003327
DB01224,D023921
DB01118,D023921
DB00608,D023921
DB00672,D023921
DB00907,D023921
DB00987,D023921
DB01234,D023921
DB00586,D023921
DB00997,D023921
DB00254,D023921
DB00783,D023921
DB00544,D023921
DB00134,D023921
DB00563,D023921
DB01204,D023921
DB00252,D023921
DB00635,D023921
DB00396,D023921
DB00428,D023921
DB00605,D023921
DB00675,D023921
DB00541,D023921
DB00115,D023921
DB01229,D023921
DB00242,D023921
DB00877,D023921
DB01149,D003328
DB00334,D003328
DB01224,D003328
DB00285,D003328
DB00321,D003328
DB00921,D003328
DB00490,D003328
DB01242,D003328
DB00363,D003328
DB01151,D003328
DB00255,D003328
DB01142,D003328
DB00584,D003328
DB00472,D003328
DB00502,D003328
DB00741,D003328
DB00458,D003328
DB01221,D003328
DB00934,D003328
DB01577,D003328
DB00184,D003328
DB01115,D003328
DB00860,D003328
DB00571,D003328
DB00811,D003328
DB01037,D003328
DB00624,D003328
DB00451,D003328
DB00656,D003328
DB00831,D003328
DB01175,D003328
DB00358,D003328
DB00176,D003328
DB00715,D003328
DB00734,D003328
DB01104,D003328
DB00555,D003329
DB01149,D003329
DB00334,D003329
DB00482,D003329
DB00177,D003329
DB01076,D003329
DB01224,D003329
DB00285,D003329
DB01118,D003329
DB00321,D003329
DB00182,D003329
DB01435,D003329
DB00810,D003329
DB01200,D003329
DB00921,D003329
DB00490,D003329
DB00201,D003329
DB00564,D003329
DB00608,D003329
DB00477,D003329
DB00122,D003329
DB00501,D003329
DB00537,D003329
DB01242,D003329
DB00575,D003329
DB00363,D003329
DB00907,D003329
DB01151,D003329
DB01234,D003329
DB00829,D003329
DB00255,D003329
DB01396,D003329
DB00390,D003329
DB00343,D003329
DB01142,D003329
DB00997,D003329
DB00254,D003329
DB00783,D003329
DB00977,D003329
DB00544,D003329
DB00472,D003329
DB00875,D003329
DB00158,D003329
DB00502,D003329
DB00741,D003329
DB00458,D003329
DB01221,D003329
DB01009,D003329
DB00227,D003329
DB00934,D003329
DB00333,D003329
DB01577,D003329
DB00563,D003329
DB00968,D003329
DB00264,D003329
DB00295,D003329
DB00704,D003329
DB00184,D003329
DB01115,D003329
DB01595,D003329
DB01174,D003329
DB01100,D003329
DB00860,D003329
DB00635,D003329
DB00396,D003329
DB00571,D003329
DB00344,D003329
DB00863,D003329
DB00206,D003329
DB00811,D003329
DB00421,D003329
DB00428,D003329
DB00675,D003329
DB00624,D003329
DB00277,D003329
DB01623,D003329
DB00373,D003329
DB00656,D003329
DB00831,D003329
DB00726,D003329
DB00313,D003329
DB00661,D003329
DB00115,D003329
DB00917,D003329
DB01175,D003329
DB00358,D003329
DB00176,D003329
DB00175,D003329
DB01229,D003329
DB00715,D003329
DB00669,D003329
DB00734,D003329
DB00641,D003329
DB01104,D003329
DB00361,D003371
DB01248,D003371
DB00317,D003371
DB00443,D003371
DB00608,D003371
DB00672,D003371
DB00544,D003371
DB00563,D003371
DB00184,D003371
DB00468,D003371
DB00795,D003371
DB00313,D003371
DB00564,D019465
DB00608,D019465
DB00477,D019465
DB00861,D019465
DB00563,D019465
DB00704,D019465
DB01174,D019465
DB00252,D019465
DB00554,D019465
DB00877,D019465
DB01136,D003550
DB00555,D003550
DB00814,D003550
DB01248,D003550
DB00533,D003550
DB00317,D003550
DB00398,D003550
DB00482,D003550
DB01193,D003550
DB00316,D003550
DB00819,D003550
DB00437,D003550
DB00594,D003550
DB01118,D003550
DB00945,D003550
DB00443,D003550
DB01393,D003550
DB01200,D003550
DB00201,D003550
DB00564,D003550
DB01327,D003550
DB01212,D003550
DB01114,D003550
DB00501,D003550
DB00537,D003550
DB00363,D003550
DB00907,D003550
DB00586,D003550
DB01075,D003550
DB00254,D003550
DB00584,D003550
DB00712,D003550
DB00695,D003550
DB01050,D003550
DB00328,D003550
DB01026,D003550
DB01009,D003550
DB00281,D003550
DB00371,D003550
DB00563,D003550
DB01204,D003550
DB00704,D003550
DB00788,D003550
DB01115,D003550
DB01059,D003550
DB01580,D003550
DB03783,D003550
DB01174,D003550
DB00252,D003550
DB00554,D003550
DB00457,D003550
DB00635,D003550
DB01035,D003550
DB00571,D003550
DB00908,D003550
DB00468,D003550
DB01045,D003550
DB00795,D003550
DB00675,D003550
DB00500,D003550
DB00755,D003550
DB00440,D003550
DB00313,D003550
DB00115,D003550
DB01165,D003550
DB00358,D003550
DB00176,D003550
DB00175,D003550
DB01229,D003550
DB00178,D003550
DB01211,D003550
DB01167,D003550
DB00877,D003550
DB01095,D003556
DB00586,D003556
DB00773,D003556
DB00544,D003556
DB00227,D003556
DB00563,D003556
DB00959,D003556
DB00812,D003556
DB00252,D003556
DB00860,D003556
DB00635,D003556
DB00675,D003556
DB00175,D003556
DB00641,D003556
DB00197,D003638
DB01132,D003638
DB00334,D003638
DB00966,D003638
DB00412,D003638
DB01224,D003638
DB00945,D003638
DB01393,D003638
DB00477,D003638
DB00672,D003638
DB00363,D003638
DB01016,D003638
DB00959,D003638
DB00627,D003638
DB00914,D003638
DB00860,D003638
DB00635,D003638
DB00428,D003638
DB00831,D003638
DB00175,D003638
DB00178,D003638
DB00734,D003638
DB00790,D003638
DB00197,D003645
DB01132,D003645
DB00966,D003645
DB00412,D003645
DB00177,D003645
DB01393,D003645
DB00343,D003645
DB00584,D003645
DB01016,D003645
DB00788,D003645
DB04216,D003645
DB00428,D003645
DB00470,D003645
DB00178,D003645
DB00678,D003645
DB01104,D003645
DB00197,D016757
DB01132,D016757
DB00966,D016757
DB00412,D016757
DB01261,D016757
DB01393,D016757
DB00672,D016757
DB00363,D016757
DB00584,D016757
DB00158,D016757
DB01016,D016757
DB00184,D016757
DB01054,D016757
DB00428,D016757
DB01124,D016757
DB01645,D016757
DB01136,D003680
DB00758,D003680
DB00197,D003680
DB01132,D003680
DB00412,D003680
DB01098,D003680
DB00945,D003680
DB00343,D003680
DB00584,D003680
DB00627,D003680
DB00428,D003680
DB00542,D003693
DB00197,D003693
DB01132,D003693
DB00966,D003693
DB00412,D003693
DB00177,D003693
DB00945,D003693
DB00564,D003693
DB00584,D003693
DB00783,D003693
DB00695,D003693
DB01235,D003693
DB00264,D003693
DB00184,D003693
DB01115,D003693
DB00421,D003693
DB00428,D003693
DB00675,D003693
DB00178,D003693
DB00678,D003693
DB00877,D003693
DB00790,D003693
DB01095,D003704
DB00412,D003704
DB00321,D003704
DB00945,D003704
DB00514,D003704
DB00584,D003704
DB00458,D003704
DB00281,D003704
DB00396,D003704
DB00428,D003704
DB00605,D003704
DB00115,D003704
DB00715,D003704
DB00361,D003711
DB01097,D003711
DB00441,D003711
DB00814,D003711
DB01248,D003711
DB00966,D003711
DB00317,D003711
DB00398,D003711
DB01268,D003711
DB00482,D003711
DB01098,D003711
DB00619,D003711
DB00530,D003711
DB00819,D003711
DB00915,D003711
DB00276,D003711
DB00887,D003711
DB00490,D003711
DB00201,D003711
DB01212,D003711
DB00477,D003711
DB00501,D003711
DB00537,D003711
DB00845,D003711
DB01242,D003711
DB00363,D003711
DB00907,D003711
DB01394,D003711
DB00987,D003711
DB00694,D003711
DB01234,D003711
DB00514,D003711
DB00586,D003711
DB00255,D003711
DB00390,D003711
DB00343,D003711
DB00997,D003711
DB00254,D003711
DB00584,D003711
DB00696,D003711
DB00977,D003711
DB00773,D003711
DB00544,D003711
DB00472,D003711
DB00741,D003711
DB00328,D003711
DB00836,D003711
DB00643,D003711
DB00563,D003711
DB01204,D003711
DB00295,D003711
DB01183,D003711
DB00704,D003711
DB01400,D003711
DB00184,D003711
DB00860,D003711
DB00635,D003711
DB01035,D003711
DB04216,D003711
DB00908,D003711
DB01045,D003711
DB00795,D003711
DB00421,D003711
DB00759,D003711
DB00373,D003711
DB00755,D003711
DB01586,D003711
DB00570,D003711
DB00541,D003711
DB00495,D003711
DB00917,D003711
DB01165,D003711
DB00445,D003711
DB01177,D003711
DB01175,D003711
DB00358,D003711
DB01229,D003711
DB01211,D003711
DB00715,D003711
DB01167,D003711
DB00877,D003711
DB01104,D003711
DB00555,D003866
DB00564,D003866
DB00608,D003866
DB00501,D003866
DB00537,D003866
DB00987,D003866
DB00829,D003866
DB00343,D003866
DB01075,D003866
DB00668,D003866
DB00472,D003866
DB01050,D003866
DB00281,D003866
DB00563,D003866
DB00264,D003866
DB00683,D003866
DB00295,D003866
DB01183,D003866
DB01580,D003866
DB01337,D003866
DB00812,D003866
DB00252,D003866
DB00571,D003866
DB00811,D003866
DB00759,D003866
DB00755,D003866
DB00541,D003866
DB01175,D003866
DB01229,D003866
DB01136,D003865
DB00482,D003865
DB00177,D003865
DB00316,D003865
DB00437,D003865
DB00182,D003865
DB00201,D003865
DB00564,D003865
DB00608,D003865
DB00122,D003865
DB01242,D003865
DB00907,D003865
DB00694,D003865
DB01234,D003865
DB00997,D003865
DB00783,D003865
DB00158,D003865
DB04077,D003865
DB00502,D003865
DB00134,D003865
DB00959,D003865
DB01032,D003865
DB00396,D003865
DB00468,D003865
DB00206,D003865
DB00428,D003865
DB00624,D003865
DB00755,D003865
DB00313,D003865
DB00541,D003865
DB00495,D003865
DB00555,D003872
DB00334,D003872
DB01076,D003872
DB00182,D003872
DB00945,D003872
DB00564,D003872
DB01242,D003872
DB00907,D003872
DB01394,D003872
DB01234,D003872
DB00255,D003872
DB00280,D003872
DB00668,D003872
DB00783,D003872
DB00502,D003872
DB01050,D003872
DB00328,D003872
DB01235,D003872
DB01577,D003872
DB00914,D003872
DB00252,D003872
DB00860,D003872
DB01035,D003872
DB00396,D003872
DB00468,D003872
DB01045,D003872
DB00795,D003872
DB00759,D003872
DB00470,D003872
DB00313,D003872
DB00917,D003872
DB00242,D003872
DB00829,D003873
DB00813,D003873
DB00328,D003873
DB01221,D003873
DB01011,D003873
DB00295,D003873
DB00457,D003873
DB00635,D003873
DB00656,D003873
DB01104,D003873
DB01136,D003882
DB00555,D003882
DB00334,D003882
DB00966,D003882
DB00177,D003882
DB00285,D003882
DB00640,D003882
DB00915,D003882
DB01118,D003882
DB00321,D003882
DB01200,D003882
DB00921,D003882
DB00490,D003882
DB00201,D003882
DB00564,D003882
DB00608,D003882
DB00477,D003882
DB00501,D003882
DB00537,D003882
DB01242,D003882
DB00575,D003882
DB00363,D003882
DB00907,D003882
DB01394,D003882
DB00987,D003882
DB01151,D003882
DB01234,D003882
DB00514,D003882
DB00829,D003882
DB00586,D003882
DB00255,D003882
DB00390,D003882
DB00343,D003882
DB01075,D003882
DB00280,D003882
DB01142,D003882
DB00254,D003882
DB00584,D003882
DB00668,D003882
DB00977,D003882
DB00813,D003882
DB00472,D003882
DB00623,D003882
DB00158,D003882
DB00458,D003882
DB00328,D003882
DB01221,D003882
DB01235,D003882
DB00281,D003882
DB00934,D003882
DB00643,D003882
DB01065,D003882
DB01043,D003882
DB01577,D003882
DB00563,D003882
DB00264,D003882
DB00683,D003882
DB00211,D003882
DB00295,D003882
DB01183,D003882
DB00704,D003882
DB00788,D003882
DB01400,D003882
DB00627,D003882
DB00622,D003882
DB00184,D003882
DB01115,D003882
DB01059,D003882
DB01174,D003882
DB00925,D003882
DB00812,D003882
DB00252,D003882
DB00457,D003882
DB00860,D003882
DB01035,D003882
DB00396,D003882
DB01182,D003882
DB00571,D003882
DB00468,D003882
DB00863,D003882
DB00795,D003882
DB00675,D003882
DB00373,D003882
DB00656,D003882
DB00313,D003882
DB00661,D003882
DB00115,D003882
DB00495,D003882
DB01165,D003882
DB01175,D003882
DB01023,D003882
DB00401,D003882
DB00802,D003882
DB01244,D003882
DB00518,D003882
DB00358,D003882
DB00637,D003882
DB01229,D003882
DB01211,D003882
DB00590,D003882
DB00715,D003882
DB00669,D003882
DB00734,D003882
DB00678,D003882
DB01104,D003882
DB01388,D003882
DB00790,D003882
DB00555,D002658
DB00758,D002658
DB00197,D002658
DB00814,D002658
DB01248,D002658
DB00334,D002658
DB00533,D002658
DB00398,D002658
DB00482,D002658
DB01076,D002658
DB00316,D002658
DB00437,D002658
DB01118,D002658
