Disease_ID1,Disease_ID2,Similarity_Score
D006528,D012614,0
D006528,D005058,0
D006528,D011559,0.003400155
D006528,D007918,0.025442258
D006528,D006646,0.015487267274158301
D006528,C565441,0.3990230776761523
D006528,D054221,0
D006528,C565429,0.2904700338178838
D006528,C565423,0.03147874
D006528,D010505,0.003250892
D006528,C536988,0.035549404408161275
D006528,D009157,0.018424072899964304
D006528,D009182,0.2534152442210845
D006528,D055728,0.009055425
D006528,D009101,0.2935357917420707
D006528,D020190,0
D006528,D020194,0
D006528,D009230,0.004127479
D006528,D009404,0.018952175082953195
D006528,D009447,0.3786924664012844
D006528,C536420,0.056514681
D006528,D012516,0.2892788929921456
D006528,C535282,0.04833101
D006528,C564906,0.2436581725796451
D006528,C564899,0.049298028853751695
D006528,C564894,0.055823707
D006528,C537286,0.027051755639627917
D006528,D011087,0.25412975560562256
D006528,D053579,0
D006528,D015212,0.3089680358783855
D006528,D008228,0.3378853848077832
D006528,C564847,0.046131073
D006528,D018232,0.22029337034204716
D006528,C535865,0.033624447216363415
D006528,D053713,0
D006528,C563236,0.3976734965180201
D006528,D013915,0
D006528,D006111,0.020683959
D006528,C536928,0.49216410072312033
D006528,C562794,0
D006528,C535393,0.028419852
D006528,C536746,0.04833101
D006528,D020326,0
D006528,C564714,0.037360246781734684
D006528,D015794,0
D006528,C580192,0.081426178
D006528,D003919,0.014381885
D006528,D056889,0
D006528,C536085,0.019407066
D006528,C567924,0.002809134
D006528,C564118,0.003139859
D006528,C562901,0.053066511
D006528,D016649,0
D006528,C536692,0.042736661
D006528,D017241,0
D006528,D011470,0.022105055
D006528,D004832,0.004135942
D006528,D016481,0.025525886749576877
D006528,C563949,0.23229954322148152
D006528,C563933,0.040344681
D006528,D053206,0
D006528,D010911,0.27446894109518555
D006528,D002764,0.26816330619089224
D006528,D001249,0.0409737
D006528,C563439,0
D006528,C563401,0.045591985
D006528,C537243,0.310325598
D006528,C566652,0.038493379864522656
D006528,D015470,0.3111284018396832
D006528,D009765,0.046874661
D006528,D005902,0.017766966329680712
D006528,D007896,0.028706889519432944
D006528,D010001,0.007358788
D006528,C566530,0.027051755639627917
D006528,C566404,0.020697922
D006528,C567038,0.042672167
D006528,C536253,0.020468681
D006528,D020190,0
D006528,D004831,0.010251231
D006528,C565728,0.036872432
D006528,C535516,0.34183852232927386
D006528,C564676,0.045591985
D006528,C535428,0
D006528,C564655,0.043285091
D006528,C537217,0
D006528,C537583,0.018801394934726677
D006528,D020325,0
D006528,D020326,0
D006528,D020325,0
D006528,D020326,0
D006528,C563817,0.030913755557517054
D006528,C562694,0.027475511809263397
D006528,D004832,0.004135942
D006528,C565811,0.027475511809263397
D006528,C562694,0.027475511809263397
D006528,D017681,0.001396575
D006528,D010003,0.036477720370525143
D006528,D001925,0.032968197
D006528,C564296,0.27041072916079156
D006528,C535499,0.018939807109529427
D006528,C564274,0
D006528,C564258,0.044625134684578696
D006528,C538261,0.030913755557517054
D006528,C563897,0.051518318302219576
C567779,D001145,0.002130676
C567779,D020936,0
C567779,D020936,0
C567779,D046589,0
C567779,C565115,0
C567779,C562379,0.32419227900586095
C567779,D020790,0
C567779,C565101,0
C567779,C564219,0
C567779,C565100,0
C567779,D003924,0
C567779,D009103,0
C567779,C565080,0
C567779,D020961,0
C567779,C536698,0
C567779,D004715,0
C567779,D003966,0
C567779,C565054,0
C567779,D004828,0
C567779,D010787,0.29401360141936417
C567779,D020195,0
C567779,D004938,0
C567779,C565034,0.1909702422536336
C567779,C565025,0
C567779,D006467,0
C567779,C565024,0
C567779,C565023,0
C567779,D005258,0.162492833
C567779,D005351,0
C567779,D006970,0
C567779,D013274,0
C567779,C564239,0
C567779,D005879,0
C567779,C564234,0
C567779,D005902,0
C567779,D005910,0
C567779,D018310,0
C567779,D050031,0
C567779,D010003,0.013541255428345837
C567779,D006392,0
C567779,D006816,0
C567779,D005878,0
C567779,C562999,0
C567779,D006938,0
C567779,D006945,0.25412020736888824
C567779,D006954,0
C567779,D002292,0
C567779,C564164,0.2800858688734278
C567779,D000075222,0
C567779,C564156,0
C567779,C535694,0
C567779,C562785,0
C567779,C537907,0
C567779,D019578,0
C567779,D007154,0.029287885482752917
C567779,C535932,0.011653271503549468
C567779,D000699,0
C567779,D007299,0
C567779,D012514,0
C567779,D007627,0.18945102145041282
C567779,D007873,0
C567779,D007889,0
C567779,D015451,0
C567779,D018459,0.2238489224665518
C567779,D008180,0.24072869963576324
C567779,D008269,0
C567779,C535696,0
C567779,C535507,0
C567779,D008575,0
C567779,C563591,0
C567779,D020326,0
C567779,D008945,0
C567779,D020254,0
C567779,D009041,0
C567779,D049310,0
C567779,D009220,0
C567779,C562889,0.17694403245490448
C567779,C563498,0
C567779,C535351,0
C567779,D010003,0.013541255428345837
C567779,C536051,0
C567779,D010024,0
C567779,D010033,0
C567779,C563476,0
C567779,D010300,0
C567779,D010300,0
C567779,D000752,0
C567779,D010673,0
C567779,D010916,0.21535811315415404
C567779,D005359,0
C567779,D011125,0
C567779,C562464,0
C567779,D046152,0.011087343011703412
C567779,C566757,0.003332366
C567779,D011471,0
C567779,D006976,0
C567779,D011928,0
C567779,D000141,0
C567779,D000141,0
C567779,D012507,0
C567779,D012555,0
C567779,D017492,0.22820943834945034
C567779,D018288,0
C567779,D010264,0
C567779,D011085,0
C567779,D013922,0
C567779,D016553,0
C567779,D019851,0
C567779,C572845,0
C567779,D014103,0
C567779,D011225,0
C567779,C536545,0
C567779,C536406,0
C567779,D014277,0
C567779,D003093,0
C567779,D001750,0
C567779,D014648,0
C567779,D009396,0
C567779,D014927,0
C567779,C536000,0.24620276512403105
C567779,D002549,0
C567779,D000744,0
C567779,C562385,0
C567779,C535382,0.000928219
C567779,C535387,0.011974721254993192
C567779,D002915,0
C567779,C565935,0
C567779,C565933,0
C567779,C565932,0
C567779,C538013,0
C567779,D008175,0.000764252
C567779,D002178,1
C567779,D002311,0
C567779,D002311,0
C567779,C565881,0
C567779,C538280,0
C567779,C535858,0
C567779,C565850,0
C567779,C565679,0
C567779,C565678,0
C567779,C565672,0
C567779,D003414,0
C567779,D001927,0.025906704104552047
C567779,D004695,0
C567779,D004760,0
C567779,D005166,0
C567779,D005776,0
C567779,D006828,0
C567779,D001606,0
C567779,D005317,0
C567779,D006689,0
C567779,D006932,0
C567779,D007566,0
C567779,C565498,0
C567779,C565494,0
C567779,D012614,0
C567779,D005058,0
C567779,D011559,0
C567779,D007918,0.18477907581536215
C567779,D006646,0
C567779,C565441,0
C567779,D054221,0
C567779,C565429,0
C567779,C565423,0
C567779,D010505,0.029515084025106296
C567779,C536988,0
C567779,D009157,0
C567779,D009182,0
C567779,D055728,0
C567779,D009101,0
C567779,D020190,0
C567779,D020194,0
C567779,D009230,0.19053799792544424
C567779,D009404,0
C567779,D009447,0
C567779,C536420,0.004376388
C567779,D012516,0.010950382362632788
C567779,C535282,0
C567779,C564906,0.20285270233254699
C567779,C564899,0
C567779,C564894,0.003685415
C567779,C537286,0
C567779,D011087,0
C567779,D053579,0
C567779,D015212,0
C567779,D008228,0
C567779,C564847,0
C567779,D018232,0
C567779,C535865,0.3124972754188866
C567779,D053713,0
C567779,C563236,0.014311879374503756
C567779,D013915,0
C567779,D006111,0
C567779,C536928,0
C567779,C562794,0
C567779,C535393,0
C567779,C536746,0.2637380800284698
C567779,D020326,0
C567779,C564714,0
C567779,D015794,0
C567779,C580192,0.029287885482752917
C567779,D003919,0
C567779,D056889,0
C567779,C536085,0.2667419354859411
C567779,C567924,0
C567779,C564118,0
C567779,C562901,0.000928219
C567779,D016649,0
C567779,C536692,0
C567779,D017241,0
C567779,D011470,0
C567779,D004832,0
C567779,D016481,0.19047295268077474
C567779,C563949,0.007706095
C567779,C563933,0
C567779,D053206,0
C567779,D010911,0
C567779,D002764,0
C567779,D001249,0
C567779,C563439,0
C567779,C563401,0
C567779,C537243,0
C567779,C566652,0
C567779,D015470,0
C567779,D009765,0
C567779,D005902,0
C567779,D007896,0.46660242869034907
C567779,D010001,0
C567779,C566530,0
C567779,C566404,0.2645316071563646
C567779,C567038,0
C567779,C536253,0.27302052
C567779,D020190,0
C567779,D004831,0
C567779,C565728,0
C567779,C535516,0.3167710127001439
C567779,C564676,0
C567779,C535428,0
C567779,C564655,0
C567779,C537217,0
C567779,C537583,0
C567779,D020325,0
C567779,D020326,0
C567779,D020325,0
C567779,D020326,0
C567779,C563817,0
C567779,C562694,0
C567779,D004832,0
C567779,C565811,0
C567779,C562694,0
C567779,D017681,0
C567779,D010003,0.013541255428345837
C567779,D001925,0
C567779,C564296,0
C567779,C535499,0
C567779,C564274,0
C567779,C564258,0
C567779,C538261,0
C567779,C563897,0
D001145,D020936,0
D001145,D020936,0
D001145,D046589,0.22358147494033376
D001145,C565115,0.2101568412496936
D001145,C562379,0.058899221
D001145,D020790,0.010213441797845424
D001145,C565101,0.058818765847803524
D001145,C564219,0.058818765847803524
D001145,C565100,0.053634197352553814
D001145,D003924,0.058818765847803524
D001145,D009103,0.051879407751327974
D001145,C565080,0.37214558014073157
D001145,D020961,0.019659866672556925
D001145,C536698,0.21074308517987958
D001145,D004715,0.040337934
D001145,D003966,0
D001145,C565054,0.056486225
D001145,D004828,0.046817076478868125
D001145,D010787,0.040987491
D001145,D020195,0.008692578
D001145,D004938,0.04912575
D001145,C565034,0.027728715682000037
D001145,C565025,0.055069972697739056
D001145,D006467,0.040044608
D001145,C565024,0.055069972697739056
D001145,C565023,0.055069972697739056
D001145,D005258,0.005252075
D001145,D005351,0
D001145,D006970,0.052741293928422986
D001145,D013274,0.055977742000726846
D001145,C564239,0
D001145,D005879,0.023560957
D001145,C564234,0.036241051
D001145,D005902,0.036241051
D001145,D005910,0.061197152
D001145,D018310,0.027355187
D001145,D050031,0.018457958
D001145,D010003,0.054951805465340106
D001145,D006392,0.2755410923175885
D001145,D006816,0.046156914
D001145,D005878,0.007320719
D001145,C562999,0.035284577
D001145,D006938,0.027919110085152375
D001145,D006945,0.023817894928994866
D001145,D006954,0
D001145,D002292,0.044474888
D001145,C564164,0.10274871113624875
D001145,D000075222,0.25900112723543955
D001145,C564156,0.2299165442435756
D001145,C535694,0.29834041511197895
D001145,C562785,0.039066239
D001145,C537907,0.22263883960200306
D001145,D019578,0.024567024328502975
D001145,D007154,0.099900263
D001145,C535932,0.082265649
D001145,D000699,0.000407233
D001145,D007299,0.027254256965870183
D001145,D012514,0.032872943083839146
D001145,D007627,0.28324505451701454
D001145,D007873,0.061243768076363635
D001145,D007889,0.041094527057428734
D001145,D015451,0.037116136979201866
D001145,D018459,0.009221046
D001145,D008180,0.052219567
D001145,D008269,0.027966597
D001145,C535696,0.29834041511197895
D001145,C535507,0.22263883960200306
D001145,D008575,0.029035492832490496
D001145,C563591,0.37214558014073157
D001145,D020326,0.005222528
D001145,D008945,0.3941193686354673
D001145,D020254,0
D001145,D009041,0.21654250162696606
D001145,D049310,0
D001145,D009220,0.046904235
D001145,C562889,0.015128555106210539
D001145,C563498,0.2549366699711901
D001145,C535351,0.23175525256855006
D001145,D010003,0.054951805465340106
D001145,C536051,0.030412637
D001145,D010024,0.052609449
D001145,D010033,0.045680472
D001145,C563476,0.025832873
D001145,D010300,0.051727871
D001145,D010300,0.051727871
D001145,D000752,0.026977165
D001145,D010673,0.037387045
D001145,D010916,0.003471573
D001145,D005359,0.012200698
D001145,D011125,0.028781829044906206
D001145,C562464,0.055977742000726846
D001145,D046152,0.026979025
D001145,C566757,0.073944744
D001145,D011471,0.058939925
D001145,D006976,0.046398726
D001145,D011928,0.28133613824327186
D001145,D000141,0.019166561094654734
D001145,D000141,0.019166561094654734
D001145,D012507,0.04343885
D001145,D012555,0.027043895
D001145,D017492,0.006671167
D001145,D018288,0.038557835164164486
D001145,D010264,0.2125419797714899
D001145,D011085,0.053059008580334036
D001145,D013922,0.031179930095552533
D001145,D016553,0.27656862075142535
D001145,D019851,0.048523768332305074
D001145,C572845,0.025659318
D001145,D014103,0.18560243083000877
D001145,D011225,0.064848503
D001145,C536545,0.014825000504982455
D001145,C536406,0.042632488
D001145,D014277,0.028245440274655496
D001145,D003093,0.045251661
D001145,D001750,0.19969860739526854
D001145,D014648,0.3107090039360302
D001145,D009396,0.031646474
D001145,D014927,0.6223981587412966
D001145,C536000,0.21859988684651416
D001145,D002549,0.017715994679123815
D001145,D000744,0.026804681
D001145,C562385,0.03184475
D001145,C535382,0.071540596
D001145,C535387,0.082587099
D001145,D002915,0.010733536391680199
D001145,C565935,0.19957986041177206
D001145,C565933,0.228193158
D001145,C565932,0.508594508
D001145,C538013,0.21706087483938594
D001145,D008175,0.071376629
D001145,D002178,0.002130676
D001145,D002311,0.4341969092130878
D001145,D002311,0.4341969092130878
D001145,C565881,0.508594508
D001145,C538280,0.508594508
D001145,C535858,0.052431441
D001145,C565850,0.050747598
D001145,C565679,0.29834041511197895
D001145,C565678,0.25847762129386687
D001145,C565672,0.070540776
D001145,D003414,0.000242042
D001145,D001927,0.096519082
D001145,D004695,0.38901223801483215
D001145,D004760,0.041544118523923076
D001145,D005166,0.006567567
D001145,D005776,0.024411448138423487
D001145,D006828,0.026654272542340606
D001145,D001606,0
D001145,D005317,0.3153041944660778
D001145,D006689,0.045570164
D001145,D006932,0.3773974475881032
D001145,D007566,0.04056807
D001145,C565498,0.044592066
D001145,C565494,0.24479406300065873
D001145,D012614,0.2490525111543757
D001145,D005058,0.004439487
D001145,D011559,0.021874241
D001145,D007918,0.043916343441667394
D001145,D006646,0.033961352
D001145,C565441,0.053152135073813646
D001145,D054221,0.011762798561476958
D001145,C565429,0.044409807
D001145,C565423,0.049952824696461916
D001145,D010505,0.021724977
D001145,C536988,0.054023489502976266
D001145,D009157,0.036898158
D001145,D009182,0.026111188
D001145,D055728,0.027529510419843795
D001145,D009101,0.3014940534096401
D001145,D020190,0.003043374
D001145,D020194,0
D001145,D009230,0.022601564
D001145,D009404,0.03742626
D001145,D009447,0.043994466264301126
D001145,C536420,0.2549366699711901
D001145,D012516,0.045515366
D001145,C535282,0.066805095
D001145,C564906,0.034805509487247546
D001145,C564899,0.23918114520529818
D001145,C564894,0.228193158
D001145,C537286,0.22263883960200306
D001145,D011087,0.027405289882882045
D001145,D053579,0
D001145,D015212,0.060835696
D001145,D008228,0.065672931
D001145,C564847,0.064605158
D001145,D018232,0.005442133
D001145,C535865,0.37214558014073157
D001145,D053713,0.01442662
D001145,C563236,0.084924257
D001145,D013915,0.007724665
D001145,D006111,0.039158044
D001145,C536928,0.069349674
D001145,C562794,0.000842922
D001145,C535393,0.228193158
D001145,C536746,0.22012961266538372
D001145,D020326,0.005222528
D001145,C564714,0.055834331876549646
D001145,D015794,0
D001145,C580192,0.25105353297610095
D001145,D003919,0.03285597
D001145,D056889,0.2977659993866012
D001145,C536085,0.22012961266538372
D001145,C567924,0.021283218883662046
D001145,C564118,0.2870169786420289
D001145,C562901,0.071540596
D001145,D016649,0.01759844
D001145,C536692,0.25859313409317275
D001145,D017241,0.23383248
D001145,D011470,0.040579139993468606
D001145,D004832,0.022610026891264966
D001145,D016481,0.043999972
D001145,C563949,0.24581938265028058
D001145,C563933,0.058818765847803524
D001145,D053206,0.009781795
D001145,D010911,0.044664299
D001145,D002764,0.03819021
D001145,D001249,0.059447785
D001145,C563439,0.009781795
D001145,C563401,0.260111071
D001145,C537243,0.058939925
D001145,C566652,0.056967465
D001145,D015470,0.053152135073813646
D001145,D009765,0.25908556337646144
D001145,D005902,0.036241051
D001145,D007896,0.047180975
D001145,D010001,0.025832873
D001145,C566530,0.22263883960200306
D001145,C566404,0.039172007557831415
D001145,C567038,0.2549366699711901
D001145,C536253,0.038942767
D001145,D020190,0.003043374
D001145,D004831,0.028725316049659822
D001145,C565728,0.055346516823648925
D001145,C535516,0.065278761
D001145,C564676,0.2602147443443147
D001145,C535428,0.011136860087547173
D001145,C564655,0.508594508
D001145,C537217,0.010440789545838358
D001145,C537583,0.20933177762828192
D001145,D020325,0.014615624003167649
D001145,D020326,0.005222528
D001145,D020325,0.014615624003167649
D001145,D020326,0.005222528
D001145,C563817,0.7482064991678359
D001145,C562694,0.045949597
D001145,D004832,0.022610026891264966
D001145,C565811,0.18819361076300703
D001145,C562694,0.045949597
D001145,D017681,0.019870660519165594
D001145,D010003,0.054951805465340106
D001145,D001925,0.051442282
D001145,C564296,0.21551373273575694
D001145,C535499,0.21290740609337266
D001145,C564274,0
D001145,C564258,0.4899877649451573
D001145,C538261,0.7482064991678359
D001145,C563897,0.37164775668597494
D020936,D020936,1
D020936,D046589,0.20710856311982404
D020936,C565115,0.3429386922008581
D020936,C562379,0
D020936,D020790,0.036149329
D020936,C565101,0
D020936,C564219,0
D020936,C565100,0
D020936,D003924,0
D020936,D009103,0.1853614433307353
D020936,C565080,0.23871972282034465
D020936,D020961,0.22783728528888472
D020936,C536698,0.22864766707805612
D020936,D004715,0
D020936,D003966,0.16061920109023156
D020936,C565054,0
D020936,D004828,0.5419957153879571
D020936,D010787,0
D020936,D020195,0.4681316968448364
D020936,D004938,0
D020936,C565034,0.15681878021147228
D020936,C565025,0.24288575414013072
D020936,D006467,0.21269283732545596
D020936,C565024,0.24288575414013072
D020936,C565023,0.24288575414013072
D020936,D005258,0
D020936,D005351,0.1563339297763522
D020936,D006970,0.12966360101921207
D020936,D013274,0
D020936,C564239,0
D020936,D005879,0.25204094225528667
D020936,C564234,0
D020936,D005902,0
D020936,D005910,0
D020936,D018310,0
D020936,D050031,0
D020936,D010003,0
D020936,D006392,0
D020936,D006816,0.25673551225477165
D020936,D005878,0.1665858724369114
D020936,C562999,0
D020936,D006938,0.1926724238084099
D020936,D006945,0
D020936,D006954,0.1530149428407899
D020936,D002292,0
D020936,C564164,0
D020936,D000075222,0
D020936,C564156,0.016473612837608766
D020936,C535694,0
D020936,C562785,0
D020936,C537907,0.1439774651032644
D020936,D019578,0.23968405316262467
D020936,D007154,0.024002215187816776
D020936,C535932,0.006367601
D020936,D000699,0.18065468136295898
D020936,D007299,0
D020936,D012514,0
D020936,D007627,0
D020936,D007873,0
D020936,D007889,0
D020936,D015451,0
D020936,D018459,0
D020936,D008180,0
D020936,D008269,0
D020936,C535696,0
D020936,C535507,0.1439774651032644
D020936,D008575,0
D020936,C563591,0.2609728497741753
D020936,D020326,0.21089083004764647
D020936,D008945,0
D020936,D020254,0
D020936,D009041,0
D020936,D049310,0.16896450168996263
D020936,D009220,0.1520653928160235
D020936,C562889,0.173945318
D020936,C563498,0.18598245890263515
D020936,C535351,0.26206535544321474
D020936,D010003,0
D020936,C536051,0
D020936,D010024,0
D020936,D010033,0
D020936,C563476,0.2307692862514424
D020936,D010300,0.28109294080585423
D020936,D010300,0.28109294080585423
D020936,D000752,0
D020936,D010673,0
D020936,D010916,0
D020936,D005359,0.019502175
D020936,D011125,0.19039201691234361
D020936,C562464,0
D020936,D046152,0
D020936,C566757,0.2984313860587222
D020936,D011471,0
D020936,D006976,0
D020936,D011928,0
D020936,D000141,0.1780054865144374
D020936,D000141,0.1780054865144374
D020936,D012507,0
D020936,D012555,0
D020936,D017492,0
D020936,D018288,0
D020936,D010264,0.136646946
D020936,D011085,0
D020936,D013922,0
D020936,D016553,0
D020936,D019851,0
D020936,C572845,0
D020936,D014103,0.18405330230900221
D020936,D011225,0
D020936,C536545,0.194233343
D020936,C536406,0.15274547786853074
D020936,D014277,0.1213479641439231
D020936,D003093,0
D020936,D001750,0.1276350442642072
D020936,D014648,0
D020936,D009396,0.1965527453495404
D020936,D014927,0.18925586443218628
D020936,C536000,0.11577673000605679
D020936,D002549,0.2265688246318342
D020936,D000744,0
D020936,C562385,0
D020936,C535382,0.18843107072728565
D020936,C535387,0.006689051
D020936,D002915,0
D020936,C565935,0
D020936,C565933,0.48051739338498833
D020936,C565932,0.16522500304284007
D020936,C538013,0.26206535544321474
D020936,D008175,0
D020936,D002178,0
D020936,D002311,0
D020936,D002311,0
D020936,C565881,0
D020936,C538280,0
D020936,C535858,0.23871972282034465
D020936,C565850,0.2503580334197023
D020936,C565679,0.23610269195846367
D020936,C565678,0.18522838572340158
D020936,C565672,0.20218423155731977
D020936,D003414,0.15986910935329465
D020936,D001927,0.421987751
D020936,D004695,0
D020936,D004760,0
D020936,D005166,0.16415995306802214
D020936,D005776,0.23733572988434254
D020936,D006828,0
D020936,D001606,0.15839427145062973
D020936,D005317,0.21309735704468213
D020936,D006689,0
D020936,D006932,0
D020936,D007566,0.35895139401247383
D020936,C565498,0
D020936,C565494,0.1651880042884896
D020936,D012614,0
D020936,D005058,0
D020936,D011559,0.2533578288214239
D020936,D007918,0
D020936,D006646,0
D020936,C565441,0.19039201691234361
D020936,D054221,0.15398443586530391
D020936,C565429,0
D020936,C565423,0.23793829944703276
D020936,D010505,0.18701819232431083
D020936,C536988,0.17847304703504502
D020936,D009157,0.13626268194060878
D020936,D009182,0
D020936,D055728,0
D020936,D009101,0
D020936,D020190,0.42308783027277636
D020936,D020194,0.3934953142403396
D020936,D009230,0
D020936,D009404,0
D020936,D009447,0
D020936,C536420,0.2682348793704158
D020936,D012516,0
D020936,C535282,0.2682348793704158
D020936,C564906,0
D020936,C564899,0.014991258741258739
D020936,C564894,0.27958564327028906
D020936,C537286,0.17144445395123856
D020936,D011087,0
D020936,D053579,0.15487092760474153
D020936,D015212,0
D020936,D008228,0
D020936,C564847,0.6081588181120875
D020936,D018232,0
D020936,C535865,0.22096777403561935
D020936,D053713,0
D020936,C563236,0.009026209
D020936,D013915,0.16577472345052285
D020936,D006111,0
D020936,C536928,0.3244357369127233
D020936,C562794,0.15043007219856808
D020936,C535393,0.16522500304284007
D020936,C536746,0.2682348793704158
D020936,D020326,0.21089083004764647
D020936,C564714,0.25045274221248376
D020936,D015794,0.15754543013416705
D020936,C580192,0.25045274221248376
D020936,D003919,0.038363807086369925
D020936,D056889,0.14695924503280647
D020936,C536085,0.41984356893902125
D020936,C567924,0.465332188
D020936,C564118,0
D020936,C562901,0.25045274221248376
D020936,D016649,0
D020936,C536692,0.25402389074224463
D020936,D017241,0.21403961329071025
D020936,D011470,0
D020936,D004832,0.4678395572045072
D020936,D016481,0
D020936,C563949,0.002420425
D020936,C563933,0
D020936,D053206,0
D020936,D010911,0.25660404116519375
D020936,D002764,0
D020936,D001249,0
D020936,C563439,0
D020936,C563401,0.2598010176935742
D020936,C537243,0
D020936,C566652,0.17587722556741361
D020936,D015470,0
D020936,D009765,0
D020936,D005902,0
D020936,D007896,0
D020936,D010001,0
D020936,C566530,0.14728510862576324
D020936,C566404,0.2090335614039222
D020936,C567038,0.20108435759721593
D020936,C536253,0
D020936,D020190,0.42308783027277636
D020936,D004831,0.479559912
D020936,C565728,0.2960979277163336
D020936,C535516,0.2514044895072253
D020936,C564676,0.2598010176935742
D020936,C535428,0
D020936,C564655,0.20065483035110016
D020936,C537217,0.17587722556741361
D020936,C537583,0.20487775467450026
D020936,D020325,0.22447095551821045
D020936,D020326,0.21089083004764647
D020936,D020325,0.22447095551821045
D020936,D020326,0.21089083004764647
D020936,C563817,0
D020936,C562694,0.5401832643402404
D020936,D004832,0.4678395572045072
D020936,C565811,0.5401832643402404
D020936,C562694,0.5401832643402404
D020936,D017681,0
D020936,D010003,0
D020936,D001925,0.31578866222448176
D020936,C564296,0.19214140530655816
D020936,C535499,0.4312368452522203
D020936,C564274,1
D020936,C564258,0
D020936,C538261,0
D020936,C563897,0
D020936,D046589,0.20710856311982404
D020936,C565115,0.3429386922008581
D020936,C562379,0
D020936,D020790,0.036149329
D020936,C565101,0
D020936,C564219,0
D020936,C565100,0
D020936,D003924,0
D020936,D009103,0.1853614433307353
D020936,C565080,0.23871972282034465
D020936,D020961,0.22783728528888472
D020936,C536698,0.22864766707805612
D020936,D004715,0
D020936,D003966,0.16061920109023156
D020936,C565054,0
D020936,D004828,0.5419957153879571
D020936,D010787,0
D020936,D020195,0.4681316968448364
D020936,D004938,0
D020936,C565034,0.15681878021147228
D020936,C565025,0.24288575414013072
D020936,D006467,0.21269283732545596
D020936,C565024,0.24288575414013072
D020936,C565023,0.24288575414013072
D020936,D005258,0
D020936,D005351,0.1563339297763522
D020936,D006970,0.12966360101921207
D020936,D013274,0
D020936,C564239,0
D020936,D005879,0.25204094225528667
D020936,C564234,0
D020936,D005902,0
D020936,D005910,0
D020936,D018310,0
D020936,D050031,0
D020936,D010003,0
D020936,D006392,0
D020936,D006816,0.25673551225477165
D020936,D005878,0.1665858724369114
D020936,C562999,0
D020936,D006938,0.1926724238084099
D020936,D006945,0
D020936,D006954,0.1530149428407899
D020936,D002292,0
D020936,C564164,0
D020936,D000075222,0
D020936,C564156,0.016473612837608766
D020936,C535694,0
D020936,C562785,0
D020936,C537907,0.1439774651032644
D020936,D019578,0.23968405316262467
D020936,D007154,0.024002215187816776
D020936,C535932,0.006367601
D020936,D000699,0.18065468136295898
D020936,D007299,0
D020936,D012514,0
D020936,D007627,0
D020936,D007873,0
D020936,D007889,0
D020936,D015451,0
D020936,D018459,0
D020936,D008180,0
D020936,D008269,0
D020936,C535696,0
D020936,C535507,0.1439774651032644
D020936,D008575,0
D020936,C563591,0.2609728497741753
D020936,D020326,0.21089083004764647
D020936,D008945,0
D020936,D020254,0
D020936,D009041,0
D020936,D049310,0.16896450168996263
D020936,D009220,0.1520653928160235
D020936,C562889,0.173945318
D020936,C563498,0.18598245890263515
D020936,C535351,0.26206535544321474
D020936,D010003,0
D020936,C536051,0
D020936,D010024,0
D020936,D010033,0
D020936,C563476,0.2307692862514424
D020936,D010300,0.28109294080585423
D020936,D010300,0.28109294080585423
D020936,D000752,0
D020936,D010673,0
D020936,D010916,0
D020936,D005359,0.019502175
D020936,D011125,0.19039201691234361
D020936,C562464,0
D020936,D046152,0
D020936,C566757,0.2984313860587222
D020936,D011471,0
D020936,D006976,0
D020936,D011928,0
D020936,D000141,0.1780054865144374
D020936,D000141,0.1780054865144374
D020936,D012507,0
D020936,D012555,0
D020936,D017492,0
D020936,D018288,0
D020936,D010264,0.136646946
D020936,D011085,0
D020936,D013922,0
D020936,D016553,0
D020936,D019851,0
D020936,C572845,0
D020936,D014103,0.18405330230900221
D020936,D011225,0
D020936,C536545,0.194233343
D020936,C536406,0.15274547786853074
D020936,D014277,0.1213479641439231
D020936,D003093,0
D020936,D001750,0.1276350442642072
D020936,D014648,0
D020936,D009396,0.1965527453495404
D020936,D014927,0.18925586443218628
D020936,C536000,0.11577673000605679
D020936,D002549,0.2265688246318342
D020936,D000744,0
D020936,C562385,0
D020936,C535382,0.18843107072728565
D020936,C535387,0.006689051
D020936,D002915,0
D020936,C565935,0
D020936,C565933,0.48051739338498833
D020936,C565932,0.16522500304284007
D020936,C538013,0.26206535544321474
D020936,D008175,0
D020936,D002178,0
D020936,D002311,0
D020936,D002311,0
D020936,C565881,0
D020936,C538280,0
D020936,C535858,0.23871972282034465
D020936,C565850,0.2503580334197023
D020936,C565679,0.23610269195846367
D020936,C565678,0.18522838572340158
D020936,C565672,0.20218423155731977
D020936,D003414,0.15986910935329465
D020936,D001927,0.421987751
D020936,D004695,0
D020936,D004760,0
D020936,D005166,0.16415995306802214
D020936,D005776,0.23733572988434254
D020936,D006828,0
D020936,D001606,0.15839427145062973
D020936,D005317,0.21309735704468213
D020936,D006689,0
D020936,D006932,0
D020936,D007566,0.35895139401247383
D020936,C565498,0
D020936,C565494,0.1651880042884896
D020936,D012614,0
D020936,D005058,0
D020936,D011559,0.2533578288214239
D020936,D007918,0
D020936,D006646,0
D020936,C565441,0.19039201691234361
D020936,D054221,0.15398443586530391
D020936,C565429,0
D020936,C565423,0.23793829944703276
D020936,D010505,0.18701819232431083
D020936,C536988,0.17847304703504502
D020936,D009157,0.13626268194060878
D020936,D009182,0
D020936,D055728,0
D020936,D009101,0
