,src,dst,similarity
95052,DB00444,DB00687,0.42346802381949805
95055,DB00444,DB00694,0.6611442465030883
95063,DB00444,DB00712,0.4183558252716244
95067,DB00444,DB00717,0.43880295098636396
95072,DB00444,DB00731,0.42411218840955117
95076,DB00444,DB00741,0.4284665272777719
95080,DB00444,DB00749,0.41446464150806445
95083,DB00444,DB00755,0.42356343176940076
95087,DB00444,DB00762,0.4550131994937822
95089,DB00444,DB00764,0.4306185827426989
95093,DB00444,DB00773,0.7429250072024915
95098,DB00444,DB00788,0.4199067302444813
95109,DB00444,DB00814,0.4172592519498164
95119,DB00444,DB00846,0.4386844465663791
95124,DB00444,DB00860,0.435199298279804
95125,DB00444,DB00861,0.41851931301004397
95135,DB00444,DB00882,0.4181094179884008
95150,DB00444,DB00912,0.43309279477235646
95158,DB00444,DB00928,0.4563315215434027
95161,DB00444,DB00936,0.40672058065407396
95166,DB00444,DB00947,0.4241648893426739
95171,DB00444,DB00957,0.41906973420917953
95173,DB00444,DB00959,0.4378203834787118
95175,DB00444,DB00963,0.4190380280115176
95176,DB00444,DB00966,0.42035249708749967
95180,DB00444,DB00977,0.41640445054347325
95181,DB00444,DB00982,0.42484649907634925
95187,DB00444,DB00991,0.42152018031273264
95192,DB00444,DB00997,0.6087439213861515
95201,DB00444,DB01009,0.41142050469950897
95202,DB00444,DB01013,0.4370722809965318
95203,DB00444,DB01014,0.4312349387671492
95210,DB00444,DB01029,0.4201126553546963
95211,DB00444,DB01030,0.4534976633247805
95213,DB00444,DB01035,0.40128787992245335
95214,DB00444,DB01039,0.4331468266608647
95222,DB00444,DB01063,0.4229723830048138
95224,DB00444,DB01067,0.4194130228408204
95227,DB00444,DB01070,0.4364047136492298
95229,DB00444,DB01073,0.41810788250020653
95231,DB00444,DB01076,0.41398711606881866
95239,DB00444,DB01099,0.4434380222433994
95247,DB00444,DB01118,0.430649055778554
95252,DB00444,DB01128,0.4305432418354796
95254,DB00444,DB01132,0.4237640987469078
95257,DB00444,DB01137,0.6191090160769445
95266,DB00444,DB01165,0.6191090160769445
95274,DB00444,DB01177,0.7078651685393259
95277,DB00444,DB01185,0.4137777142137346
95285,DB00444,DB01196,0.41643063131874536
95290,DB00444,DB01204,0.6846357935359384
95297,DB00444,DB01222,0.44381149181797347
95298,DB00444,DB01223,0.4353267924177095
95306,DB00444,DB01234,0.41832438789860565
95317,DB00444,DB01260,0.43993251586762455
95319,DB00444,DB01262,0.45424055684054854
95334,DB00444,DB01395,0.43670771296078503
95335,DB00444,DB01399,0.4204197654987318
95338,DB00444,DB01406,0.41105621496293104
95339,DB00444,DB01410,0.4514975716847143
95348,DB00444,DB02546,0.43142112772570856
95366,DB00445,DB00136,0.4530896821640055
95368,DB00445,DB00153,0.45941146042785386
95374,DB00445,DB00169,0.457009113853728
95380,DB00445,DB00180,0.45248643029903834
95391,DB00445,DB00201,0.4125899662389596
95394,DB00445,DB00206,0.4161543943228882
95396,DB00445,DB00210,0.4615102902334948
95402,DB00445,DB00218,0.5769060538541129
95406,DB00445,DB00227,0.48469410774315885
95409,DB00445,DB00240,0.45089068561818735
95411,DB00445,DB00242,0.4406323164111808
95417,DB00445,DB00255,0.436875089180055
95425,DB00445,DB00277,0.46921317482002617
95427,DB00445,DB00279,0.4649333014608265
95433,DB00445,DB00286,0.41455197166756147
95436,DB00445,DB00290,0.42515113117688436
95440,DB00445,DB00304,0.449300773420988
95442,DB00445,DB00307,0.44339547680967134
95445,DB00445,DB00313,0.42848266276226504
95451,DB00445,DB00323,0.40243612106083887
95452,DB00445,DB00324,0.4458976949111532
95455,DB00445,DB00328,0.4280494109717588
95467,DB00445,DB00351,0.4542927792817637
95477,DB00445,DB00367,0.4384881316710935
95481,DB00445,DB00374,0.41565627310890885
95483,DB00445,DB00379,0.40018981923851465
95484,DB00445,DB00380,0.5897223422454274
95488,DB00445,DB00385,0.6613712239019723
95492,DB00445,DB00393,0.43602972403671064
95493,DB00445,DB00394,0.456869256774888
95494,DB00445,DB00396,0.4422853901806372
95502,DB00445,DB00412,0.4311750651839947
95506,DB00445,DB00421,0.43925078891866187
95516,DB00445,DB00443,0.45067984156365054
95517,DB00445,DB00444,0.6243433667976025
95518,DB00445,DB00445,0.8333333333333334
95521,DB00445,DB00451,0.440112077917398
95525,DB00445,DB00461,0.4244972910627049
95527,DB00445,DB00465,0.42760428995681954
95536,DB00445,DB00481,0.43769104088196015
95545,DB00445,DB00499,0.4460466529900085
95546,DB00445,DB00500,0.4280630920908532
95554,DB00445,DB00523,0.4386609969974662
95559,DB00445,DB00533,0.42033217315029087
95562,DB00445,DB00537,0.503111840757979
95568,DB00445,DB00547,0.4479751521035496
95573,DB00445,DB00554,0.42620364332876787
95583,DB00445,DB00573,0.4292032296793429
95585,DB00445,DB00580,0.4050912873379298
95590,DB00445,DB00588,0.45978102462421117
95592,DB00445,DB00591,0.4256603095690972
95595,DB00445,DB00596,0.44636743097517084
95597,DB00445,DB00603,0.46235304175150366
95604,DB00445,DB00620,0.4521652311555693
95606,DB00445,DB00623,0.44108790696151684
95607,DB00445,DB00624,0.43967167651616634
95610,DB00445,DB00631,0.42160699695510573
95611,DB00445,DB00635,0.4499916112775378
95624,DB00445,DB00655,0.4376333101275455
95632,DB00445,DB00675,0.416759386372937
95637,DB00445,DB00687,0.4605631625567052
95640,DB00445,DB00694,0.7218905585257932
95648,DB00445,DB00712,0.42303040440133893
95652,DB00445,DB00717,0.45876222542934436
95657,DB00445,DB00731,0.44605638265767816
95661,DB00445,DB00741,0.45439312548519534
95665,DB00445,DB00749,0.43691139862554246
95668,DB00445,DB00755,0.4367271254351612
95672,DB00445,DB00762,0.4765507767801225
95674,DB00445,DB00764,0.450993124396472
95678,DB00445,DB00773,0.631364071447582
95681,DB00445,DB00783,0.40144354696739004
95683,DB00445,DB00788,0.4247370090377605
95694,DB00445,DB00814,0.4280839162268599
95704,DB00445,DB00846,0.45429365921470105
95709,DB00445,DB00860,0.4521118984638323
95710,DB00445,DB00861,0.4248250202526749
95720,DB00445,DB00882,0.4398916271542774
95735,DB00445,DB00912,0.4534029284185963
95743,DB00445,DB00928,0.45883603620702335
95746,DB00445,DB00936,0.4125291789357295
95751,DB00445,DB00947,0.447142920273425
95756,DB00445,DB00957,0.4474636550978653
95758,DB00445,DB00959,0.4529269589333995
95760,DB00445,DB00963,0.42827452363822055
95761,DB00445,DB00966,0.43536373969979963
95765,DB00445,DB00977,0.44353920816615616
95766,DB00445,DB00982,0.43721690248055883
95772,DB00445,DB00991,0.4268810389859185
95777,DB00445,DB00997,0.7038211821426291
95786,DB00445,DB01009,0.41088086168198396
95787,DB00445,DB01013,0.449775106535083
95788,DB00445,DB01014,0.43970085229621086
95795,DB00445,DB01029,0.4400686880684835
95796,DB00445,DB01030,0.48162467961927885
95798,DB00445,DB01035,0.4048789658830103
95799,DB00445,DB01039,0.4438364285218987
95807,DB00445,DB01063,0.4524235637462805
95809,DB00445,DB01067,0.43565725384369497
95812,DB00445,DB01070,0.4570989138039298
95814,DB00445,DB01073,0.4243124264850471
95816,DB00445,DB01076,0.43992219211244404
95824,DB00445,DB01099,0.4440907709859075
95832,DB00445,DB01118,0.45272626872957583
95837,DB00445,DB01128,0.45422155564799876
95839,DB00445,DB01132,0.4296328399284155
95842,DB00445,DB01137,0.5726944861129798
95851,DB00445,DB01165,0.5726944861129798
95859,DB00445,DB01177,0.6984083305601175
95862,DB00445,DB01185,0.44274917675940345
95870,DB00445,DB01196,0.44487014054497714
95875,DB00445,DB01204,0.6161749718620722
95882,DB00445,DB01222,0.45779797268923234
95883,DB00445,DB01223,0.4531090220880037
95891,DB00445,DB01234,0.44313841147451183
95895,DB00445,DB01241,0.4033379503888037
95902,DB00445,DB01260,0.45310055517109565
95904,DB00445,DB01262,0.45842423833904467
95919,DB00445,DB01395,0.4648707458906998
95920,DB00445,DB01399,0.42922003435334516
95923,DB00445,DB01406,0.4386656554149185
95924,DB00445,DB01410,0.4576359319601678
95933,DB00445,DB02546,0.45759144791206446
95944,DB00448,DB00104,0.43973712283551963
95962,DB00448,DB00177,0.4079647579610835
95976,DB00448,DB00201,0.42229363247227214
95983,DB00448,DB00213,0.6976428093397319
96007,DB00448,DB00270,0.40938947312873714
96009,DB00448,DB00275,0.4083933403089505
96020,DB00448,DB00289,0.40176831592302603
96047,DB00448,DB00338,0.660847110003218
96058,DB00448,DB00361,0.44541220333559634
96070,DB00448,DB00381,0.40128050066930987
96076,DB00448,DB00390,0.4179772907217381
96077,DB00448,DB00393,0.40142851216211284
96083,DB00448,DB00401,0.4065578004510639
96093,DB00448,DB00424,0.4307557971194269
96104,DB00448,DB00448,1.0
96149,DB00448,DB00541,0.4449316674418185
96161,DB00448,DB00559,0.40421368470082797
96167,DB00448,DB00572,0.4683859697276389
96179,DB00448,DB00594,0.40857527352659506
96198,DB00448,DB00637,0.5145208911699363
96200,DB00448,DB00641,0.4274764308349979
96205,DB00448,DB00651,0.4149902806856191
96218,DB00448,DB00678,0.4077907812049913
96245,DB00448,DB00736,0.6927408485554182
96272,DB00448,DB00796,0.40120506003429385
96282,DB00448,DB00820,0.4251316760551102
96296,DB00448,DB00863,0.5011086062390514
96302,DB00448,DB00876,0.4121537607511397
96313,DB00448,DB00903,0.4073934996998208
96379,DB00448,DB01023,0.41376445516955834
96389,DB00448,DB01050,0.43368792004383544
96416,DB00448,DB01115,0.40659038459703317
96423,DB00448,DB01129,0.7183818741964436
96440,DB00448,DB01173,0.43960908552616745
96449,DB00448,DB01188,0.4063892406031134
96472,DB00448,DB01229,0.48799775804092116
96482,DB00448,DB01244,0.4357123073135769
96483,DB00448,DB01248,0.4881154466368962
96500,DB00448,DB01364,0.40227445804392564
96503,DB00448,DB01394,0.4509034826435192
96525,DB00449,DB00014,0.4418862032061884
96526,DB00449,DB00035,0.48072007591917904
96527,DB00449,DB00067,0.47679783853855146
96529,DB00449,DB00104,0.4823798909268664
96535,DB00449,DB00131,0.43964157220448036
96547,DB00449,DB00177,0.48372384872038937
96551,DB00449,DB00181,0.4518105494749752
96552,DB00449,DB00182,0.46717218378281866
96553,DB00449,DB00186,0.48480702105923995
96554,DB00449,DB00187,0.49801368307641675
96558,DB00449,DB00193,0.5214310360469813
96559,DB00449,DB00195,0.5523712441234712
96561,DB00449,DB00201,0.44552798457511456
96567,DB00449,DB00211,0.5379412150793038
96571,DB00449,DB00216,0.49138767391777316
96573,DB00449,DB00221,0.7323565882369399
96579,DB00449,DB00240,0.45860748635157805
96583,DB00449,DB00245,0.484955919795696
96584,DB00449,DB00246,0.5313024622022984
96585,DB00449,DB00248,0.5898977551903969
96590,DB00449,DB00264,0.724584578789938
96591,DB00449,DB00268,0.5791887096831178
96592,DB00449,DB00270,0.46473072035476176
96593,DB00449,DB00273,0.4917364924600167
96594,DB00449,DB00275,0.4825016071072264
96595,DB00449,DB00277,0.4302516758579052
96604,DB00449,DB00287,0.43828158682565976
96607,DB00449,DB00295,0.4839292900960192
96616,DB00449,DB00315,0.45987686582585785
96618,DB00449,DB00318,0.500305555826889
96622,DB00449,DB00324,0.45985510246267003
96628,DB00449,DB00333,0.5215103117959939
96629,DB00449,DB00334,0.5590971967745171
96630,DB00449,DB00335,0.7255005915090954
96633,DB00449,DB00342,0.507547318448745
96635,DB00449,DB00346,0.5332974500650983
96639,DB00449,DB00353,0.514154331685352
96640,DB00449,DB00354,0.4338645322622785
96644,DB00449,DB00363,0.5324973670080498
96646,DB00449,DB00366,0.45455437287233974
96648,DB00449,DB00368,0.6505725858226742
96649,DB00449,DB00371,0.4670710993723786
96650,DB00449,DB00373,0.54058283118415
96652,DB00449,DB00376,0.4613850646210758
96655,DB00449,DB00381,0.446362046375212
96659,DB00449,DB00387,0.4605783148200269
96660,DB00449,DB00388,0.5300296647149233
96662,DB00449,DB00393,0.477924913145711
96663,DB00449,DB00394,0.4639705226552084
96665,DB00449,DB00397,0.5908502984216051
96668,DB00449,DB00401,0.4803496595297463
96669,DB00449,DB00404,0.47133013502988824
96671,DB00449,DB00408,0.5407035859177507
96673,DB00449,DB00413,0.5260454131271954
96678,DB00449,DB00424,0.468084628954858
96680,DB00449,DB00433,0.5052952640478181
96686,DB00449,DB00443,0.4595351910623475
96690,DB00449,DB00449,1.0
96691,DB00449,DB00451,0.4286584931265249
96692,DB00449,DB00454,0.5003744662566687
96693,DB00449,DB00457,0.5493096588884104
96699,DB00449,DB00470,0.454248581787454
96700,DB00449,DB00471,0.4338702929143398
96702,DB00449,DB00475,0.4770416059000555
96704,DB00449,DB00477,0.5367188943212345
96708,DB00449,DB00484,0.5214719625496737
96709,DB00449,DB00489,0.5655625347541219
96710,DB00449,DB00490,0.49805156101701004
96714,DB00449,DB00497,0.4815903008350082
96718,DB00449,DB00502,0.482912488229094
96719,DB00449,DB00508,0.5269599294969787
96720,DB00449,DB00514,0.5195147719070583
96723,DB00449,DB00521,0.733102370888565
96746,DB00449,DB00559,0.4710255545132808
96751,DB00449,DB00571,0.7209144062039715
96752,DB00449,DB00572,0.4972902471070362
96754,DB00449,DB00575,0.5439114684593077
96760,DB00449,DB00588,0.44076582351122306
96761,DB00449,DB00590,0.5273568455176538
96762,DB00449,DB00591,0.4868548339019148
96766,DB00449,DB00598,0.7242749121058666
96768,DB00449,DB00604,0.506037539398328
96771,DB00449,DB00611,0.4860905412049131
96772,DB00449,DB00612,0.7197612856172472
96774,DB00449,DB00620,0.4583002892397745
96776,DB00449,DB00623,0.4465455313723834
96781,DB00449,DB00635,0.46503147283175883
96783,DB00449,DB00637,0.4701087290176415
96784,DB00449,DB00640,0.45182364674373493
96788,DB00449,DB00647,0.4928942762625465
96790,DB00449,DB00651,0.4848942659539907
96791,DB00449,DB00652,0.47636443173937715
96793,DB00449,DB00654,0.4349899223497848
96796,DB00449,DB00659,0.467187931147158
96797,DB00449,DB00661,0.4695001262848097
96798,DB00449,DB00668,0.590183930814511
96799,DB00449,DB00669,0.4667056286480958
96803,DB00449,DB00678,0.47803164942578197
96804,DB00449,DB00679,0.5431113392986816
96812,DB00449,DB00696,0.5532867443631885
96814,DB00449,DB00704,0.4896675007590073
96819,DB00449,DB00714,0.5394847540236638
96829,DB00449,DB00734,0.5486701223818005
96831,DB00449,DB00741,0.44245062659560436
96834,DB00449,DB00747,0.4983648375350815
96844,DB00449,DB00764,0.4631357477252447
96857,DB00449,DB00796,0.4797871518286259
96858,DB00449,DB00800,0.53707867694232
96862,DB00449,DB00810,0.47362935311070425
96863,DB00449,DB00813,0.49759760010099674
96865,DB00449,DB00816,0.7537021770745161
96869,DB00449,DB00829,0.47258354358902666
96870,DB00449,DB00831,0.5059256432946625
96873,DB00449,DB00844,0.4874961962758719
96874,DB00449,DB00846,0.4613079789527668
96877,DB00449,DB00852,0.4260066817763238
96879,DB00449,DB00860,0.45982652717457917
96881,DB00449,DB00863,0.5082158698189966
96886,DB00449,DB00871,0.5640491698158618
96887,DB00449,DB00876,0.4831033836865182
96896,DB00449,DB00899,0.4966688020033157
96897,DB00449,DB00901,0.767686509813482
96900,DB00449,DB00905,0.45879643320076413
96907,DB00449,DB00917,0.45230353503139115
96909,DB00449,DB00921,0.48925259679714483
96911,DB00449,DB00925,0.529081001161789
96914,DB00449,DB00929,0.4305806959358954
96915,DB00449,DB00933,0.5260733263298817
96918,DB00449,DB00938,0.7131801902508444
96922,DB00449,DB00949,0.4591282290007013
96923,DB00449,DB00952,0.4557154287316765
96924,DB00449,DB00953,0.45140545044827635
96925,DB00449,DB00956,0.48804351243457017
96928,DB00449,DB00959,0.46149311522860187
96929,DB00449,DB00960,0.7228413281424912
96931,DB00449,DB00966,0.42301042139269124
96932,DB00449,DB00968,0.5253341567123354
96937,DB00449,DB00983,0.7290183968785248
96939,DB00449,DB00988,0.49940004605799904
96948,DB00449,DB00998,0.42670367118292235
96950,DB00449,DB01001,0.7382064731866483
96957,DB00449,DB01013,0.46385367571039815
96961,DB00449,DB01018,0.5244366143398057
96964,DB00449,DB01023,0.47547583695326995
96965,DB00449,DB01029,0.42990644124513544
96972,DB00449,DB01043,0.46250932045264176
96976,DB00449,DB01062,0.47814004635861873
96978,DB00449,DB01064,0.428094811409091
96980,DB00449,DB01068,0.47381760363149966
96981,DB00449,DB01069,0.5393291750059669
96985,DB00449,DB01075,0.45122914715933743
96989,DB00449,DB01085,0.4637814593307059
97001,DB00449,DB01115,0.4675653738426016
97002,DB00449,DB01118,0.45292169795136966
97011,DB00449,DB01136,0.5168807152848625
97013,DB00449,DB01142,0.5398605940513188
97016,DB00449,DB01151,0.4842159054691713
97020,DB00449,DB01162,0.5262554309898015
97025,DB00449,DB01173,0.47703024565003166
97026,DB00449,DB01174,0.49434777312321304
97028,DB00449,DB01176,0.41261110787083743
97036,DB00449,DB01192,0.48599256552280967
97037,DB00449,DB01193,0.7375332154418085
97042,DB00449,DB01200,0.5480376063986219
97044,DB00449,DB01203,0.7261607109046034
97046,DB00449,DB01210,0.5664357042218983
97047,DB00449,DB01214,0.7374827468044618
97051,DB00449,DB01221,0.5159751170132179
97052,DB00449,DB01222,0.4621537426165487
97053,DB00449,DB01223,0.4234353751597974
97054,DB00449,DB01224,0.5260851650244444
97058,DB00449,DB01231,0.475567221478613
97060,DB00449,DB01233,0.5500687701117647
97061,DB00449,DB01234,0.44939089122869036
97062,DB00449,DB01235,0.517342782256964
97063,DB00449,DB01238,0.5335720789906195
97064,DB00449,DB01240,0.4863038443993237
97067,DB00449,DB01244,0.450226116978153
97072,DB00449,DB01260,0.46474890237997335
97075,DB00449,DB01267,0.5496835176243704
97078,DB00449,DB01291,0.566763102147674
97082,DB00449,DB01351,0.47288577259856446
97084,DB00449,DB01359,0.720252380061619
97085,DB00449,DB01364,0.5234110225081569
97088,DB00449,DB01394,0.4030099733137143
97092,DB00449,DB01403,0.5592556164471612
97094,DB00449,DB01410,0.45789901079310136
97101,DB00449,DB01623,0.5113979962834372
97108,DB00449,DB04861,0.7161755201282558
97110,DB00451,DB00014,0.4122237091154841
97111,DB00451,DB00035,0.44485935626933276
97112,DB00451,DB00067,0.4390063196443907
97114,DB00451,DB00104,0.43664885119256996
97120,DB00451,DB00131,0.5099285688402676
97121,DB00451,DB00136,0.45819847498237437
97123,DB00451,DB00153,0.4692906912618167
97129,DB00451,DB00169,0.46914255051145887
97132,DB00451,DB00177,0.4783632802301065
97135,DB00451,DB00180,0.44455946964324183
97136,DB00451,DB00181,0.4448984870332037
97138,DB00451,DB00186,0.42584549248506615
97139,DB00451,DB00187,0.40796403915862367
97146,DB00451,DB00201,0.5373804333198454
97151,DB00451,DB00210,0.47488155992447667
97152,DB00451,DB00211,0.4300542462701283
97156,DB00451,DB00216,0.4916057367881638
97157,DB00451,DB00218,0.4321349567222965
97158,DB00451,DB00221,0.43175041272827497
97161,DB00451,DB00227,0.4474889084700264
97164,DB00451,DB00240,0.6123591928553813
97168,DB00451,DB00245,0.4334211557420309
97169,DB00451,DB00246,0.44861674806905744
97170,DB00451,DB00248,0.4191887755649834
97172,DB00451,DB00255,0.4381135861237157
97173,DB00451,DB00257,0.44172097560646656
97175,DB00451,DB00264,0.42961063669291666
97176,DB00451,DB00268,0.414586827045452
97179,DB00451,DB00275,0.47811081943475736
97180,DB00451,DB00277,0.6074432523156862
97182,DB00451,DB00279,0.6438157968574635
97188,DB00451,DB00286,0.40359066606233784
97189,DB00451,DB00287,0.40591014524383207
97192,DB00451,DB00295,0.4226497038210552
97195,DB00451,DB00304,0.4249493786019851
97197,DB00451,DB00307,0.5057606564446512
97200,DB00451,DB00313,0.45903387601021955
97201,DB00451,DB00315,0.4192313654263525
97207,DB00451,DB00324,0.6116638075593933
97210,DB00451,DB00328,0.465759472289732
97213,DB00451,DB00333,0.422308086776184
97214,DB00451,DB00334,0.4059066103081828
97215,DB00451,DB00335,0.43727849405200114
97217,DB00451,DB00338,0.40216760000911567
97218,DB00451,DB00342,0.42832804374724015
97220,DB00451,DB00346,0.41245232055364206
97222,DB00451,DB00351,0.45016204026002304
97224,DB00451,DB00353,0.4051688438118673
97225,DB00451,DB00354,0.40833211802771
97229,DB00451,DB00363,0.4613773242865755
97231,DB00451,DB00366,0.5879236445454552
97232,DB00451,DB00367,0.411917833786476
97233,DB00451,DB00368,0.4229246487602085
97234,DB00451,DB00371,0.4037564636279966
97236,DB00451,DB00374,0.46029042551441335
97237,DB00451,DB00376,0.4311798471178005
97238,DB00451,DB00379,0.4000625563199562
97243,DB00451,DB00385,0.4187166550574109
97244,DB00451,DB00387,0.43211058391863083
97245,DB00451,DB00388,0.4164902382272328
97247,DB00451,DB00393,0.461786699943099
97248,DB00451,DB00394,0.6126112012274457
97249,DB00451,DB00396,0.41134638950415825
97254,DB00451,DB00404,0.42294083670016197
97256,DB00451,DB00408,0.4570555525636218
97257,DB00451,DB00412,0.4739849743046855
97261,DB00451,DB00421,0.4252470965714121
97263,DB00451,DB00424,0.43678590859395555
97271,DB00451,DB00443,0.6126497386549953
97272,DB00451,DB00444,0.4230720483869745
97273,DB00451,DB00445,0.440112077917398
97275,DB00451,DB00449,0.4286584931265249
97276,DB00451,DB00451,1.0
97277,DB00451,DB00454,0.42149119839904764
97278,DB00451,DB00457,0.40896829388962685
97280,DB00451,DB00461,0.42957046080110045
97282,DB00451,DB00465,0.43371399243471714
97284,DB00451,DB00470,0.46323087426558535
97285,DB00451,DB00471,0.4596776796734654
97287,DB00451,DB00475,0.4236197983625128
97289,DB00451,DB00477,0.4388342032660535
97291,DB00451,DB00481,0.42425881292000334
97300,DB00451,DB00499,0.4516877992295924
97301,DB00451,DB00500,0.4295642970474238
97303,DB00451,DB00502,0.42412994620150907
97305,DB00451,DB00514,0.40157663082344747
97308,DB00451,DB00521,0.43252499683619244
97309,DB00451,DB00523,0.46578796996156396
97314,DB00451,DB00533,0.4247886825612918
97323,DB00451,DB00547,0.44499714089272663
97328,DB00451,DB00554,0.4222377008565148
97331,DB00451,DB00559,0.507714287140672
97336,DB00451,DB00571,0.43482340922379215
97337,DB00451,DB00572,0.423538426042686
97338,DB00451,DB00573,0.46854292103729694
97339,DB00451,DB00575,0.414278145086983
97340,DB00451,DB00580,0.4140311730015515
97345,DB00451,DB00588,0.6125777543665664
97346,DB00451,DB00590,0.41224127726740917
97347,DB00451,DB00591,0.5854354194194155
97350,DB00451,DB00596,0.44410588700580855
97351,DB00451,DB00598,0.42416852926048704
97352,DB00451,DB00603,0.42828640013788094
97353,DB00451,DB00604,0.4044364391360604
97357,DB00451,DB00612,0.42892961646596417
97359,DB00451,DB00620,0.6129412355046899
97361,DB00451,DB00623,0.6072902958023871
97362,DB00451,DB00624,0.40554700873708205
97366,DB00451,DB00635,0.615160498662789
97367,DB00451,DB00636,0.46874401957784023
97368,DB00451,DB00637,0.4430929932230863
97369,DB00451,DB00640,0.424768908637007
97375,DB00451,DB00651,0.4644490819327864
97378,DB00451,DB00654,0.40149385147913924
97379,DB00451,DB00655,0.42552155780287015
97381,DB00451,DB00659,0.41169528072337297
97383,DB00451,DB00668,0.5231120205510164
97384,DB00451,DB00669,0.4128439198797195
97387,DB00451,DB00675,0.40211209175311285
97388,DB00451,DB00678,0.4755129111872378
97389,DB00451,DB00679,0.4024343945643956
97392,DB00451,DB00687,0.44629936056663605
97395,DB00451,DB00694,0.4186364596080527
97403,DB00451,DB00712,0.42934080402892
97404,DB00451,DB00714,0.4116203199831765
97407,DB00451,DB00717,0.4517863058718625
97412,DB00451,DB00731,0.46139928885489984
97414,DB00451,DB00734,0.4574023023769204
97416,DB00451,DB00741,0.6174191022564307
97419,DB00451,DB00747,0.4194008198645514
97420,DB00451,DB00749,0.46801748343318755
97423,DB00451,DB00755,0.459026708387128
97427,DB00451,DB00762,0.42425931208378403
97429,DB00451,DB00764,0.6142136553187395
97433,DB00451,DB00773,0.415722937595474
97438,DB00451,DB00788,0.4274582483309553
97442,DB00451,DB00796,0.4713099870207322
97443,DB00451,DB00800,0.42141881078958304
97448,DB00451,DB00813,0.4402743434498127
97449,DB00451,DB00814,0.4222377008565148
97450,DB00451,DB00816,0.4326266967476043
97454,DB00451,DB00829,0.42371634834237865
97455,DB00451,DB00831,0.4408591866290117
97459,DB00451,DB00846,0.609971299855233
97462,DB00451,DB00852,0.43175879205483597
97464,DB00451,DB00860,0.6150256439720772
97465,DB00451,DB00861,0.431475897196622
97466,DB00451,DB00863,0.4535129223258499
97472,DB00451,DB00876,0.4841768883130848
97475,DB00451,DB00882,0.437368545903479
97482,DB00451,DB00901,0.44566195877760634
97485,DB00451,DB00905,0.4112077305599824
97490,DB00451,DB00912,0.46450179859955415
97492,DB00451,DB00917,0.4500273143114179
97498,DB00451,DB00928,0.4234504589191677
97499,DB00451,DB00929,0.44304554223078857
97500,DB00451,DB00933,0.41054571550300917
97501,DB00451,DB00936,0.415979217634361
97503,DB00451,DB00938,0.42745437893212906
97504,DB00451,DB00939,0.40158811140551265
97506,DB00451,DB00947,0.42956921708057966
97507,DB00451,DB00949,0.41227102688740697
97508,DB00451,DB00952,0.41534024187614776
97511,DB00451,DB00957,0.41525135923498296
97513,DB00451,DB00959,0.6144074698599271
97514,DB00451,DB00960,0.4318937278897769
97515,DB00451,DB00963,0.435736386922228
97516,DB00451,DB00966,0.6310687840696488
97517,DB00451,DB00968,0.456253738380084
97520,DB00451,DB00977,0.4372172108646564
97521,DB00451,DB00982,0.46121862478138614
97522,DB00451,DB00983,0.438502828956957
97524,DB00451,DB00988,0.44709706790893405
97527,DB00451,DB00991,0.4362378019585267
97532,DB00451,DB00997,0.41774943933345915
97535,DB00451,DB01001,0.4297539225702554
97541,DB00451,DB01009,0.4162181718783493
97542,DB00451,DB01013,0.6122615539151693
97543,DB00451,DB01014,0.4698024961057789
97550,DB00451,DB01029,0.6093220309518164
97551,DB00451,DB01030,0.4328892940888796
97554,DB00451,DB01039,0.47884088257157237
97555,DB00451,DB01041,0.40399632812765635
97557,DB00451,DB01043,0.4001324491095167
97561,DB00451,DB01062,0.4374158591411657
97562,DB00451,DB01063,0.4503643736922298
97564,DB00451,DB01067,0.4587169020098815
97565,DB00451,DB01068,0.48480139520836313
97566,DB00451,DB01069,0.40852138722477155
97567,DB00451,DB01070,0.4676714772216641
97571,DB00451,DB01076,0.43145206850840684
97574,DB00451,DB01085,0.43268618560226574
97579,DB00451,DB01099,0.427904937826118
97587,DB00451,DB01118,0.7148915175511882
97592,DB00451,DB01128,0.4469058140836783
97594,DB00451,DB01132,0.47661784427923387
97596,DB00451,DB01136,0.50666630187876
97597,DB00451,DB01137,0.4345848052903493
97598,DB00451,DB01142,0.40417911251867583
97605,DB00451,DB01162,0.41158821171505067
97606,DB00451,DB01165,0.4345848052903493
97610,DB00451,DB01173,0.428364240353928
97611,DB00451,DB01174,0.44202026423190577
97613,DB00451,DB01176,0.47567774358235876
97614,DB00451,DB01177,0.4312505971587555
97615,DB00451,DB01181,0.4417585505047166
97617,DB00451,DB01185,0.41321092114403307
97622,DB00451,DB01193,0.43670514046866865
97625,DB00451,DB01196,0.41044466608193314
97627,DB00451,DB01200,0.4461663476473985
97629,DB00451,DB01203,0.43103474855793555
97630,DB00451,DB01204,0.4226335878339605
97632,DB00451,DB01214,0.43580685011804565
97637,DB00451,DB01222,0.6117331118416683
97638,DB00451,DB01223,0.6085943395152096
97639,DB00451,DB01224,0.44368995899889985
97643,DB00451,DB01231,0.4404847852350309
97645,DB00451,DB01233,0.4555569363684233
97646,DB00451,DB01234,0.5886666978997629
97647,DB00451,DB01235,0.41722251081168515
97648,DB00451,DB01238,0.4464647040705875
97649,DB00451,DB01240,0.42391385193045794
97650,DB00451,DB01241,0.4701968853287613
97657,DB00451,DB01260,0.6114108351333877
97659,DB00451,DB01262,0.42242287110303867
97660,DB00451,DB01267,0.45888825748423684
