Drug,Drug_1,similarity
DB00446,DB01248,0.3828937442193218
DB00446,DB00796,0.32787457385338925
DB00446,DB00559,0.3074238617464669
DB00446,DB00523,0.3319776062369046
DB00446,DB00317,0.39253758820331197
DB00446,DB00398,0.3294007847892072
DB00446,DB01268,0.32982926396608475
DB00446,DB00482,0.3313590896786905
DB00446,DB00177,0.33625162580803464
DB00446,DB00530,0.4047585286725017
DB00446,DB01254,0.3359378084704514
DB00446,DB00316,0.32414897840078083
DB00446,DB00594,0.32003237659369926
DB00446,DB00321,0.3248295234463206
DB00446,DB01435,0.30615236882335956
DB00446,DB00887,0.3062516288865618
DB00446,DB00201,0.31319979989821894
DB00446,DB00446,1
DB00446,DB00608,0.322937154
DB00446,DB00477,0.3018347375594069
DB00446,DB00122,0.3141495587694386
DB00446,DB00537,0.30102900382531966
DB00446,DB01242,0.31358152416071144
DB00446,DB00363,0.3214343930123161
DB00446,DB01394,0.3498463693106018
DB00446,DB01151,0.33725606435067457
DB00446,DB01234,0.3141490397536297
DB00446,DB00514,0.30655971238305346
DB00446,DB00586,0.31798373177905614
DB00446,DB00255,0.329878699
DB00446,DB00861,0.318548762
DB00446,DB01396,0.33172742475580086
DB00446,DB00390,0.3320069033846699
DB00446,DB00668,0.3433407197812091
DB00446,DB00199,0.41178435554491216
DB00446,DB00783,0.34567081806090344
DB00446,DB00655,0.302830959
DB00446,DB00903,0.3307358941264822
DB00446,DB00977,0.33946599856185483
DB00446,DB00472,0.3011301521164263
DB00446,DB00690,0.3046610779326064
DB00446,DB00712,0.31790717518086464
DB00446,DB00158,0.3115150470652627
DB00446,DB00502,0.34117284330711417
DB00446,DB01050,0.43201540921488446
DB00446,DB01009,0.3121555201863467
DB00446,DB00281,0.4017741447708037
DB00446,DB00934,0.3038798171984615
DB00446,DB00643,0.30714795584477783
DB00446,DB01065,0.34045577806068233
DB00446,DB01043,0.320003138
DB00446,DB00371,0.30000089184355877
DB00446,DB01577,0.30387495001491216
DB00446,DB01110,0.3325996869704992
DB00446,DB01183,0.3102727071409323
DB00446,DB00788,0.321588854
DB00446,DB00184,0.3123284665179313
DB00446,DB01115,0.315883002
DB00446,DB01595,0.31157171576154813
DB00446,DB00368,0.3150855175996945
DB00446,DB01092,0.3071171747430114
DB00446,DB00914,0.33370853483099366
DB00446,DB01174,0.3343986491768587
DB00446,DB00812,0.3144129905136477
DB00446,DB01100,0.33402264817472643
DB00446,DB00554,0.31222519784715036
DB00446,DB01032,0.37578426089113987
DB00446,DB01103,0.3314743340156235
DB00446,DB00811,0.30266159542066534
DB00446,DB00795,0.302634624
DB00446,DB01138,0.3128329000737928
DB00446,DB00675,0.3131572198015521
DB00446,DB00759,0.4558251563932147
DB00446,DB00500,0.31184251520316114
DB00446,DB00755,0.3173120486836551
DB00446,DB00570,0.32751111753655365
DB00446,DB00541,0.3404701977243921
DB00446,DB01023,0.31394715495003506
DB00446,DB01244,0.3406929432698617
DB00446,DB00518,0.307240621
DB00446,DB00358,0.3012179496850598
DB00446,DB00637,0.35656827282336895
DB00446,DB01229,0.38165380071081273
DB00446,DB00178,0.30325945919863617
DB00446,DB01211,0.4552379957406063
DB00446,DB00715,0.3250734473478685
DB00446,DB00678,0.3311095050922927
DB00446,DB00641,0.37922429971707117
DB00446,DB01645,0.3371130103952722
DB00446,DB00877,0.3339333753379729
DB00446,DB00936,0.3170722839164365
DB00446,DB00790,0.32375703490659297
DB00451,DB00349,0.42317450364337833
DB00451,DB00361,0.34914102113237194
DB00451,DB01136,0.506666302
DB00451,DB00542,0.30167736966900915
DB00451,DB01097,0.38669962883381365
DB00451,DB01149,0.4059975275956252
DB00451,DB00441,0.3102512099916992
DB00451,DB00197,0.4418256145986619
DB00451,DB01132,0.47661784427923387
DB00451,DB00549,0.3274415357356986
DB00451,DB00814,0.4222377008565148
DB00451,DB01248,0.36492277801985673
DB00451,DB00334,0.4059066103081828
DB00451,DB00796,0.4713099870207322
DB00451,DB00966,0.6310687840696488
DB00451,DB00559,0.507714287
DB00451,DB00412,0.4739849743046855
DB00451,DB00950,0.3677689582003712
DB00451,DB00471,0.4596776796734654
DB00451,DB00523,0.46578796996156396
DB00451,DB00533,0.4247886825612918
DB00451,DB00967,0.3765544062826238
DB00451,DB01268,0.3281765172970888
DB00451,DB00482,0.35579018213592856
DB00451,DB00177,0.4783632802301065
DB00451,DB01261,0.30407769813968927
DB00451,DB01076,0.43145206850840684
DB00451,DB01224,0.44368995899889985
DB00451,DB00973,0.30853564957564833
DB00451,DB01254,0.35286413956560336
DB00451,DB01193,0.43670514046866865
DB00451,DB00316,0.3671371979759557
DB00451,DB00640,0.424768909
DB00451,DB01118,0.7148915175511882
DB00451,DB00276,0.373917317
DB00451,DB01435,0.4138972283021636
DB00451,DB00443,0.6126497386549953
DB00451,DB01393,0.47839644524076713
DB00451,DB00810,0.39892940899423995
DB00451,DB01200,0.4461663476473985
DB00451,DB00921,0.39574881003215806
DB00451,DB00490,0.387331423
DB00451,DB00201,0.5373804333198454
DB00451,DB00564,0.378475463
DB00451,DB01327,0.4099733758304654
DB00451,DB00608,0.397254841
DB00451,DB01114,0.425098623
DB00451,DB00477,0.4388342032660535
DB00451,DB00537,0.39461220035710687
DB00451,DB00845,0.39739162217765617
DB00451,DB00882,0.437368546
DB00451,DB00575,0.414278145
DB00451,DB00257,0.44172097560646656
DB00451,DB00363,0.4613773242865755
DB00451,DB01394,0.3683335695463954
DB00451,DB00987,0.39022909752729396
DB00451,DB00694,0.4186364596080527
DB00451,DB01234,0.5886666978997629
DB00451,DB00514,0.40157663082344747
DB00451,DB00829,0.42371634834237865
DB00451,DB00586,0.3836943336413258
DB00451,DB00255,0.4381135861237157
DB00451,DB00861,0.431475897
DB00451,DB01075,0.39792084278165807
DB00451,DB01184,0.4004708874418117
DB00451,DB00988,0.44709706790893405
DB00451,DB01142,0.40417911251867583
DB00451,DB00997,0.41774943933345915
DB00451,DB00668,0.5231120205510164
DB00451,DB00696,0.3923598572118907
DB00451,DB00783,0.3944767242769791
DB00451,DB01196,0.41044466608193314
DB00451,DB00286,0.40359066606233784
DB00451,DB00655,0.42552155780287015
DB00451,DB00903,0.32392327442817287
DB00451,DB00977,0.4372172108646564
DB00451,DB00773,0.415722938
DB00451,DB00813,0.4402743434498127
DB00451,DB00544,0.3127471505879131
DB00451,DB00875,0.3920629168804653
DB00451,DB00623,0.6072902958023871
DB00451,DB00690,0.4524893255191163
DB00451,DB00712,0.429340804
DB00451,DB00502,0.42412994620150907
DB00451,DB00741,0.6174191022564307
DB00451,DB01050,0.34593329821205304
DB00451,DB00328,0.465759472
DB00451,DB01221,0.3737206833706947
DB00451,DB01026,0.44610540757027956
DB00451,DB01009,0.4162181718783493
DB00451,DB01235,0.41722251081168515
DB00451,DB00836,0.3884202312160809
DB00451,DB00227,0.4474889084700264
DB00451,DB00643,0.359663902
DB00451,DB01065,0.5810813109027367
DB00451,DB01043,0.4001324491095167
DB00451,DB00371,0.4037564636279966
DB00451,DB00333,0.422308087
DB00451,DB01577,0.3098890454430712
DB00451,DB00134,0.3129588957668427
DB00451,DB00563,0.358179639
DB00451,DB00968,0.456253738
DB00451,DB00959,0.6144074698599271
DB00451,DB00264,0.42961063669291666
DB00451,DB01110,0.35160614468007917
DB00451,DB00683,0.4384126418925185
DB00451,DB00211,0.4300542462701283
DB00451,DB01204,0.4226335878339605
DB00451,DB00295,0.4226497038210552
DB00451,DB01183,0.581208166
DB00451,DB00704,0.39642570559705703
DB00451,DB00788,0.4274582483309553
DB00451,DB01400,0.3006127977864117
DB00451,DB00184,0.4313482212078397
DB00451,DB01115,0.37797176028472784
DB00451,DB01595,0.4219892624549997
DB00451,DB01054,0.3035792194996127
DB00451,DB00368,0.4229246487602085
DB00451,DB01059,0.4324638618130228
DB00451,DB00914,0.3199761423947504
DB00451,DB01174,0.44202026423190577
DB00451,DB00812,0.4183359732228015
DB00451,DB00252,0.35386106177462784
DB00451,DB01100,0.40831155140811193
DB00451,DB00554,0.4222377008565148
DB00451,DB00457,0.40896829388962685
DB00451,DB00860,0.6150256439720772
DB00451,DB00635,0.615160499
DB00451,DB01035,0.36239076064265285
DB00451,DB00396,0.41134638950415825
DB00451,DB01069,0.40852138722477155
DB00451,DB00571,0.43482340922379215
DB00451,DB01103,0.36142060893333167
DB00451,DB00863,0.4535129223258499
DB00451,DB00206,0.39277922573291785
DB00451,DB00811,0.34465522228291134
DB00451,DB00795,0.37784443259336814
DB00451,DB00421,0.4252470965714121
DB00451,DB01138,0.3462983974061315
DB00451,DB00382,0.3254753735153877
DB00451,DB00675,0.40211209175311285
DB00451,DB00624,0.40554700873708205
DB00451,DB00759,0.33328361297933484
DB00451,DB00470,0.46323087426558535
DB00451,DB00277,0.6074432523156862
DB00451,DB01623,0.39810314515613116
DB00451,DB00451,1
DB00451,DB00500,0.4295642970474238
DB00451,DB00656,0.4050255769069538
DB00451,DB00755,0.459026708
DB00451,DB00831,0.4408591866290117
DB00451,DB00440,0.36948823060804914
DB00451,DB01586,0.4692669116835478
DB00451,DB00313,0.45903387601021955
DB00451,DB00570,0.3444768738872379
DB00451,DB00541,0.35309929113773325
DB00451,DB00495,0.3924042471849003
DB00451,DB00917,0.4500273143114179
DB00451,DB01165,0.4345848052903493
DB00451,DB01241,0.4701968853287613
DB00451,DB00445,0.440112078
DB00451,DB01177,0.4312505971587555
DB00451,DB00834,0.6345327468847086
DB00451,DB01023,0.3320269745376685
DB00451,DB00401,0.32194434390701215
DB00451,DB00802,0.3964724237819715
DB00451,DB00518,0.34946825894367145
DB00451,DB00637,0.4430929932230863
DB00451,DB00342,0.42832804374724015
DB00451,DB04557,0.4419657887430488
DB00451,DB01229,0.3646667144341471
DB00451,DB00590,0.41224127726740917
DB00451,DB00749,0.46801748343318755
DB00451,DB00539,0.4379774962231333
DB00451,DB00455,0.40661452121051084
DB00451,DB00242,0.3885074649287792
DB00451,DB00669,0.4128439198797195
DB00451,DB00734,0.4574023023769204
DB00451,DB00740,0.42390524459470064
DB00451,DB00678,0.4755129111872378
DB00451,DB01645,0.42327665797146513
DB00451,DB00877,0.3185286399880978
DB00451,DB00936,0.415979218
DB00455,DB00349,0.5577379302647677
DB00455,DB00361,0.3310369747715999
DB00455,DB01136,0.47525682732657354
DB00455,DB00542,0.3163531552802895
DB00455,DB00555,0.340760251
DB00455,DB01149,0.6338013868239253
DB00455,DB00519,0.306594608
DB00455,DB00549,0.3266922119681505
DB00455,DB00814,0.3011374356141863
DB00455,DB01248,0.3136643521298547
DB00455,DB00334,0.5311256489467227
DB00455,DB00796,0.48263330157140066
DB00455,DB00966,0.42789774462434865
DB00455,DB00559,0.47134602597806113
DB00455,DB00950,0.41063494246273535
DB00455,DB00471,0.4324600126390615
DB00455,DB00533,0.3044692406961058
DB00455,DB00967,0.4781151106803883
DB00455,DB00398,0.38467622712172805
DB00455,DB01268,0.30269956337999354
DB00455,DB00203,0.30901454767605685
DB00455,DB00177,0.4903207862253696
DB00455,DB01224,0.5214329594573731
DB00455,DB00973,0.31246293646993983
DB00455,DB00285,0.3432091603952175
DB00455,DB01193,0.49845354188098684
DB00455,DB00316,0.305162512
DB00455,DB00640,0.42279633213092177
DB00455,DB00915,0.3111438699928505
DB00455,DB00594,0.32813140156546866
DB00455,DB01118,0.5094332959222355
DB00455,DB00321,0.33239529656159117
DB00455,DB00182,0.3139016800779401
DB00455,DB00276,0.40583753675368933
DB00455,DB00443,0.42606377673544055
DB00455,DB00810,0.4822304858363485
DB00455,DB01200,0.483188349
DB00455,DB00887,0.36788990519826514
DB00455,DB00921,0.46338233512129484
DB00455,DB00490,0.5079961367725964
DB00455,DB00201,0.4547423124969367
DB00455,DB00564,0.364128791
DB00455,DB01114,0.5652524861886224
DB00455,DB00477,0.5842031921305592
DB00455,DB00672,0.31676221743195293
DB00455,DB00537,0.40016552516604403
DB00455,DB01242,0.36743500978615534
DB00455,DB00575,0.45537072417925034
DB00455,DB00363,0.5548208851012449
DB00455,DB00907,0.3685485935175013
DB00455,DB01394,0.34120903999856605
DB00455,DB01151,0.362910662
DB00455,DB01234,0.431843409
DB00455,DB00514,0.4899011197769008
DB00455,DB00829,0.5692823478527552
DB00455,DB00586,0.3205396102457485
DB00455,DB01396,0.34344008627709516
DB00455,DB00390,0.34292717978710513
DB00455,DB01075,0.4768387052903577
DB00455,DB00280,0.4770682445883853
DB00455,DB01184,0.5263800761799171
DB00455,DB00988,0.4773825350602488
DB00455,DB01142,0.5883674582635745
DB00455,DB00584,0.3077641982250749
DB00455,DB00668,0.43717221781936955
DB00455,DB00696,0.5144130046810592
DB00455,DB00199,0.594862699
DB00455,DB00903,0.3547790485197459
DB00455,DB00813,0.4914879604153099
DB00455,DB00472,0.46776704145584236
DB00455,DB00875,0.5154106638755005
DB00455,DB00623,0.449616662
DB00455,DB00690,0.5717772986852235
DB00455,DB00695,0.3347452907039387
DB00455,DB01016,0.35162913532215184
DB00455,DB00502,0.5134105821841417
DB00455,DB00741,0.42672075383761365
DB00455,DB01050,0.3708816368506829
DB00455,DB00458,0.417916335
DB00455,DB00602,0.307163207
DB00455,DB01221,0.478461402
DB00455,DB01026,0.319391456
DB00455,DB01235,0.5273762516418126
DB00455,DB00836,0.5731492164247488
DB00455,DB00934,0.32493448289659616
DB00455,DB00643,0.3305043215372488
DB00455,DB01065,0.4302863386059863
DB00455,DB01043,0.48849313670020084
DB00455,DB00371,0.5299800312749571
DB00455,DB00333,0.47968877852223235
DB00455,DB01577,0.3166464962118273
DB00455,DB00968,0.4538443205289952
DB00455,DB00959,0.4270441131755405
DB00455,DB00264,0.4913836343873507
DB00455,DB01110,0.3433336788831977
DB00455,DB00683,0.5384778217621605
DB00455,DB00211,0.4583817041170665
DB00455,DB00295,0.45767306704570404
DB00455,DB01183,0.4328602787957427
DB00455,DB00704,0.4793979797022103
DB00455,DB00622,0.36242812231074467
DB00455,DB00184,0.49877925802646916
DB00455,DB01115,0.39634070680878136
DB00455,DB01595,0.551607853
DB00455,DB01054,0.4112090818168072
DB00455,DB00368,0.4690774064627208
DB00455,DB01092,0.3485428664254908
DB00455,DB01580,0.3252050436972385
DB00455,DB03783,0.3180140371474986
DB00455,DB01174,0.48563338283959917
DB00455,DB00812,0.3113021295848215
DB00455,DB00252,0.3541702059252243
DB00455,DB01100,0.6720735716070312
DB00455,DB00554,0.3011374356141863
DB00455,DB00457,0.6738928645949205
DB00455,DB00860,0.43023578036457505
DB00455,DB00635,0.43291374076512334
DB00455,DB01032,0.31795686788145266
DB00455,DB01035,0.4318661756990345
DB00455,DB01069,0.5122626295115363
DB00455,DB01182,0.5171444842035856
DB00455,DB00571,0.47987117485965514
DB00455,DB00344,0.33294912912843017
DB00455,DB01103,0.30185933524175285
DB00455,DB00908,0.493914742
DB00455,DB00468,0.30083018456394955
DB00455,DB00863,0.4370085960518692
DB00455,DB00206,0.3024840463950213
DB00455,DB01045,0.3003414379340762
DB00455,DB01138,0.32438537861175737
DB00455,DB00470,0.40633375293116186
DB00455,DB00277,0.4040159900963088
DB00455,DB01623,0.5255214475514497
DB00455,DB00451,0.40661452121051084
DB00455,DB00373,0.32051808053888814
DB00455,DB01124,0.3269431459717635
DB00455,DB00500,0.3078306995836287
DB00455,DB00656,0.5288686176573708
DB00455,DB00831,0.507695255
DB00455,DB00726,0.34644194188709604
DB00455,DB00661,0.46724276230657785
DB00455,DB00570,0.3076838590958595
DB00455,DB00541,0.32958233549580673
DB00455,DB00917,0.4082193832926322
DB00455,DB01175,0.3743804822283898
DB00455,DB00834,0.4553576962811173
DB00455,DB01023,0.4136804391438624
DB00455,DB00401,0.39748519922954134
DB00455,DB00802,0.42854760409948917
DB00455,DB01244,0.49214978458706055
DB00455,DB00518,0.322240033
DB00455,DB00637,0.6782792303250952
DB00455,DB00342,0.7018109609373931
DB00455,DB00176,0.5971383425124576
DB00455,DB01229,0.3139447305659415
DB00455,DB00178,0.30040803604959915
DB00455,DB01211,0.5761664402124955
DB00455,DB00590,0.6910118653094733
DB00455,DB00455,1
DB00455,DB00715,0.32535825184564415
DB00455,DB00669,0.4502789133723873
DB00455,DB00734,0.509615214
DB00455,DB00740,0.5291561030437396
DB00455,DB00678,0.49712536566762117
DB00455,DB00641,0.381971683
DB00455,DB01388,0.38813181524036205
DB00455,DB00790,0.30552985677693517
DB00457,DB00349,0.5330662744108312
DB00457,DB00361,0.36542391
DB00457,DB01136,0.5427658696352675
DB00457,DB00555,0.398860574
DB00457,DB01149,0.7201064215383118
DB00457,DB00549,0.3691253899501092
DB00457,DB00814,0.33370278064094155
DB00457,DB01248,0.3553625769048258
DB00457,DB00334,0.6031766854866437
DB00457,DB00796,0.5263522623985903
DB00457,DB00966,0.4383853615386653
DB00457,DB00559,0.4938788472857831
DB00457,DB00950,0.3454859035666397
DB00457,DB00471,0.44154846820820964
DB00457,DB00533,0.32204467319696767
DB00457,DB00967,0.35837652356996536
DB00457,DB00317,0.318887588
DB00457,DB00398,0.35893832875701737
DB00457,DB01268,0.352496231
DB00457,DB00482,0.30623149491200535
DB00457,DB00203,0.32045016325621184
DB00457,DB00177,0.5236407632941875
DB00457,DB00530,0.3247602447832743
DB00457,DB01224,0.6069492487318454
DB00457,DB00973,0.32561895073743746
DB00457,DB01254,0.3539654304247513
DB00457,DB00285,0.3406170752725508
DB00457,DB01193,0.5339745988007352
DB00457,DB00316,0.33198610940388645
DB00457,DB03128,0.3331335051880135
DB00457,DB00640,0.48879124523499273
DB00457,DB00915,0.3121215872758369
DB00457,DB00594,0.3355660787915687
DB00457,DB01118,0.512097912
DB00457,DB00321,0.371201342
DB00457,DB00182,0.3888394086658476
DB00457,DB00276,0.37851468928745097
DB00457,DB00443,0.4260021436418771
DB00457,DB00810,0.4855157864536772
DB00457,DB01200,0.592319749
DB00457,DB00887,0.33143470914717765
DB00457,DB00921,0.5324052697338595
DB00457,DB00490,0.507584255
DB00457,DB00201,0.45705351185511717
DB00457,DB00564,0.32298256999676955
DB00457,DB01114,0.5074220342678422
DB00457,DB00477,0.6458632687937517
DB00457,DB00122,0.30180069051446284
DB00457,DB00537,0.3860070216069573
DB00457,DB01242,0.333575017
DB00457,DB00575,0.6501767392555212
DB00457,DB00363,0.5898425753770085
DB00457,DB00907,0.3499364220917749
DB00457,DB01394,0.3719535246875172
DB00457,DB01151,0.3820678180664432
DB00457,DB01234,0.43249627663415047
DB00457,DB00514,0.458201979
DB00457,DB00829,0.5345754606721325
DB00457,DB00586,0.3288328757504985
DB00457,DB00861,0.32287691779348143
DB00457,DB01396,0.3190621875178283
DB00457,DB00390,0.3185845627329746
DB00457,DB00320,0.33140139792271067
DB00457,DB00343,0.31113944335667615
DB00457,DB01075,0.46719067589334645
DB00457,DB00280,0.4645356260308045
DB00457,DB01184,0.5477599630506033
DB00457,DB00988,0.4927932903683508
DB00457,DB01142,0.672014692
DB00457,DB00668,0.5604659560435782
DB00457,DB00696,0.6081254141315399
DB00457,DB00199,0.4641598284739274
DB00457,DB00903,0.3261506851420483
DB00457,DB00813,0.5417087083154478
DB00457,DB00472,0.43042591427764526
DB00457,DB00875,0.562846408
DB00457,DB00623,0.4567728051087097
DB00457,DB00690,0.5375094950531452
DB00457,DB00712,0.324017362
DB00457,DB00695,0.31219384263028666
DB00457,DB01016,0.3367094925734297
DB00457,DB00502,0.5333191407666038
DB00457,DB00741,0.42877739001332627
DB00457,DB01050,0.4171971912378365
DB00457,DB00458,0.45010195971765216
DB00457,DB00328,0.3121387548585998
DB00457,DB01221,0.5009311209912322
DB00457,DB01026,0.318673245
DB00457,DB01009,0.3200221528161533
DB00457,DB01235,0.5612580418879368
DB00457,DB00836,0.4786187788071392
DB00457,DB00934,0.40036456690333705
DB00457,DB00643,0.3017374875289535
DB00457,DB01065,0.4395023974228695
DB00457,DB01043,0.4822578793529087
DB00457,DB00371,0.5215454952164359
DB00457,DB00333,0.4707204781486652
DB00457,DB01577,0.37332534588098926
DB00457,DB00968,0.5268957502368343
DB00457,DB00959,0.4286738846944278
DB00457,DB00264,0.5222251330260735
DB00457,DB01110,0.345875794
DB00457,DB00683,0.524898948
DB00457,DB00211,0.6315303012488628
DB00457,DB00295,0.5094614108938138
DB00457,DB00332,0.34985788874793666
DB00457,DB01183,0.4358451169089328
DB00457,DB00704,0.5363986441664218
DB00457,DB00788,0.32778955179006247
DB00457,DB00622,0.4632779537403955
DB00457,DB00184,0.48433142503901666
DB00457,DB01115,0.5100360632406836
DB00457,DB01595,0.5372435434696868
DB00457,DB01054,0.5168890608014093
DB00457,DB00368,0.5747560738750481
DB00457,DB01092,0.3297644746187256
DB00457,DB01580,0.355650034
DB00457,DB01337,0.32998636285762656
DB00457,DB01174,0.461220232
DB00457,DB00925,0.40196934459140116
DB00457,DB00812,0.33183541211958284
DB00457,DB00252,0.3077630618075773
DB00457,DB01100,0.6586783629713769
DB00457,DB00554,0.33089077189296495
DB00457,DB00457,1
DB00457,DB00860,0.4290175602086956
DB00457,DB00635,0.43191713825189587
DB00457,DB01032,0.3172860852756887
DB00457,DB01035,0.3972930152992673
DB00457,DB00396,0.3012600848411267
DB00457,DB01069,0.5295015583744066
DB00457,DB01182,0.37843827693650384
DB00457,DB00571,0.5133341028127338
DB00457,DB00908,0.5581163079120902
DB00457,DB00468,0.3014938000162725
DB00457,DB00863,0.45034153158665197
DB00457,DB00206,0.30480975234497615
DB00457,DB01138,0.31129166369238015
DB00457,DB00470,0.42500777708525755
DB00457,DB00277,0.41766652
DB00457,DB01623,0.5243171627124239
DB00457,DB00451,0.40896829388962685
DB00457,DB00373,0.35653399593959517
DB00457,DB01124,0.3426439248418895
DB00457,DB00656,0.6088285984014473
DB00457,DB00831,0.5327205765098361
DB00457,DB00726,0.3961551442156786
DB00457,DB00313,0.30643841478575456
DB00457,DB00661,0.6668021423391913
DB00457,DB00570,0.3037518837414333
DB00457,DB00541,0.3693237274532444
DB00457,DB00917,0.4289999621280603
DB00457,DB01175,0.41045153862488865
DB00457,DB00834,0.45045563705767666
DB00457,DB01023,0.5238316215227465
DB00457,DB00401,0.5129213007926814
DB00457,DB00802,0.48628273449262066
DB00457,DB01244,0.5660910815214105
DB00457,DB00358,0.3064477754928255
DB00457,DB00637,0.606632359
DB00457,DB00342,0.6819741093302115
DB00457,DB00176,0.4743330329639927
DB00457,DB01229,0.3543143184287236
DB00457,DB01211,0.45218207053542026
DB00457,DB00590,0.875959292
DB00457,DB00749,0.3153166679208068
DB00457,DB00455,0.6738928645949205
DB00457,DB00715,0.373753855
DB00457,DB00669,0.46390645503871103
DB00457,DB00734,0.5881920066044896
DB00457,DB00740,0.5088522961575356
DB00457,DB00678,0.5309016045516857
DB00457,DB00641,0.39205309010702233
DB00457,DB01388,0.38614859170271565
DB00457,DB00790,0.3111451717397167
DB00458,DB00349,0.3836337093787965
DB00458,DB01136,0.4233763240596911
DB00458,DB00542,0.3034997487459072
DB00458,DB01097,0.3078197726841745
DB00458,DB00555,0.434348327
DB00458,DB01149,0.5071214826758798
DB00458,DB00441,0.3058137590949547
DB00458,DB00814,0.31042110790304217
DB00458,DB00334,0.5627344263889179
DB00458,DB00796,0.35826489106174936
DB00458,DB00559,0.3270509365894056
DB00458,DB00523,0.32692924256794514
DB00458,DB00533,0.3160081448752737
DB00458,DB00317,0.3054932248370915
DB00458,DB00398,0.30758962289492064
DB00458,DB01268,0.32137967961371816
DB00458,DB00482,0.36841634335158013
DB00458,DB00203,0.30311746893668234
DB00458,DB00177,0.3711226308287127
DB00458,DB00530,0.31782783538210285
DB00458,DB01224,0.5896419269302602
DB00458,DB00285,0.3505508171393677
DB00458,DB01193,0.3554209607206609
DB00458,DB00316,0.3047161888549193
DB00458,DB03128,0.3881087531956053
DB00458,DB00915,0.36741194480849765
DB00458,DB01118,0.3567496018501588
DB00458,DB00321,0.5975078338507843
DB00458,DB00182,0.38202180104402245
DB00458,DB00276,0.3434270568477203
DB00458,DB01435,0.321534755
DB00458,DB00810,0.33873521760531683
DB00458,DB01200,0.5267282428013144
DB00458,DB00887,0.3380349524213948
DB00458,DB00490,0.3857738593873246
DB00458,DB00201,0.31306619497762567
DB00458,DB00564,0.37633892132932284
DB00458,DB00608,0.30916011412773353
DB00458,DB01114,0.3794770786030272
DB00458,DB00477,0.66206188
DB00458,DB00122,0.30535936550619547
DB00458,DB00537,0.3910990299983608
DB00458,DB00882,0.35531101226924133
DB00458,DB01242,0.46110662513828365
DB00458,DB00575,0.35643266241989635
DB00458,DB00257,0.3076180085406938
DB00458,DB00363,0.5643416684134398
DB00458,DB00907,0.38524693668576365
DB00458,DB01394,0.30812345690568965
DB00458,DB01151,0.5355000597990892
DB00458,DB00514,0.3272774891423505
DB00458,DB00829,0.39094244678739415
DB00458,DB00586,0.3368037959910817
DB00458,DB00255,0.3605276544970517
DB00458,DB00861,0.31250171349847916
DB00458,DB01396,0.3007527590257801
DB00458,DB00390,0.30031196733907745
DB00458,DB00320,0.3948771269819084
DB00458,DB01075,0.3429761222621878
DB00458,DB00280,0.49243138379479484
DB00458,DB01184,0.3902509547564325
DB00458,DB00988,0.4890065098377437
DB00458,DB01142,0.5963380578775916
DB00458,DB00997,0.3205389569866804
DB00458,DB00668,0.3679824128612546
DB00458,DB00696,0.4582585840542614
DB00458,DB00199,0.35409891015589673
DB00458,DB00783,0.3563797652990626
DB00458,DB01196,0.35011191326397584
DB00458,DB00286,0.318442773
DB00458,DB00655,0.346299805
DB00458,DB00903,0.3034027879669602
DB00458,DB00977,0.3470064501677135
DB00458,DB00813,0.31605625777071733
DB00458,DB00472,0.4472896588036482
DB00458,DB00875,0.4470731949169224
DB00458,DB00623,0.3680546075031182
DB00458,DB00690,0.4027811998899409
DB00458,DB00712,0.3198210735081577
DB00458,DB01016,0.30486489001379935
DB00458,DB00502,0.4014328263311795
DB00458,DB00458,0.8333333333333334
DB00458,DB00328,0.30368148913357235
DB00458,DB01221,0.4235698550327203
DB00458,DB01026,0.3298810876641582
DB00458,DB01009,0.3324554841426577
DB00458,DB01235,0.4343498094688973
DB00458,DB00281,0.3295203967800315
DB00458,DB00934,0.6187841167035572
DB00458,DB00643,0.31442166575867764
DB00458,DB01065,0.3498225523517679
DB00458,DB01043,0.3510133277850576
DB00458,DB00371,0.3444253704823968
DB00458,DB00333,0.3391310225278792
DB00458,DB01577,0.3716098496729135
DB00458,DB00134,0.31758696392578134
DB00458,DB00968,0.3390537111895949
DB00458,DB00264,0.3593162144031485
DB00458,DB01110,0.36504874720033187
DB00458,DB00683,0.37539233872238453
DB00458,DB00211,0.32406175372245355
DB00458,DB00332,0.3546910657962008
DB00458,DB01183,0.35834139
DB00458,DB00788,0.31305436765264383
DB00458,DB00622,0.40287832441414334
DB00458,DB00184,0.32587266
DB00458,DB01115,0.33709443088659596
DB00458,DB01595,0.39172528698364334
DB00458,DB01054,0.34342878265157345
DB00458,DB00368,0.35217888928568875
DB00458,DB01059,0.32435798913688885
DB00458,DB01092,0.3022484842802075
DB00458,DB01580,0.3563310970321265
DB00458,DB01337,0.3196385669807961
DB00458,DB00914,0.361962083
DB00458,DB01174,0.348096142
DB00458,DB00925,0.36326965599657896
DB00458,DB00812,0.3437544288215037
DB00458,DB00252,0.3352899753416818
DB00458,DB01100,0.4355640308754756
DB00458,DB00554,0.31598507550464766
DB00458,DB00457,0.45010195971765216
DB00458,DB01032,0.3052400216423423
DB00458,DB01035,0.3871527077903308
DB00458,DB00396,0.3394510350438055
DB00458,DB01069,0.4900826811710502
DB00458,DB01182,0.3617820654900126
DB00458,DB00571,0.3653425287230432
DB00458,DB00344,0.35842497341735235
DB00458,DB00908,0.4301920489510655
DB00458,DB00863,0.39389223780625787
DB00458,DB00206,0.3164105028862441
DB00458,DB00421,0.3029745576665169
